Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,266.8,0.0,6993.6,6993.6,126.1
UNHPL,65,415.38,496.0,0.0,5240.0,5240.0,19.41
AKJCL,535,384.15,371.9,10335.0,-6553.5,3781.5,1.84
SSHL,200,190.0,194.0,0.0,800.0,800.0,2.11
DORDI,130,307.54,283.0,0.0,-3190.0,-3190.0,-7.98
MEL,164,323.0,289.9,0.0,-5428.4,-5428.4,-10.25
PPCL,10,390.0,387.5,-8000.0,-25.0,-8025.0,-205.77
SINDU,115,866.3,750.5,0.0,-13317.5,-13317.5,-13.37
HLBSL,95,1079.0,930.0,0.0,-14155.0,-14155.0,-13.81
SAGAR,90,2220.0,2009.0,0.0,-18990.0,-18990.0,-9.5
GBLBS,60,1519.0,776.8,0.0,-44532.0,-44532.0,-48.86
