Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
RMF1,2026-03-25,10.17,10.17,9.87,10.0,-1.67,52835.0,11.4,8.45,,,,,,,
RMF2,2026-03-25,10.19,10.52,10.19,10.4,2.06,6300.0,10.58,8.78,,,,,,,
RNLI,2026-03-25,500.0,501.0,490.3,495.0,-1.0,63246.0,561.0,416.0,,,,,,,
RSDC,2026-03-25,735.0,735.0,696.8,726.0,-1.22,75711.0,880.0,578.7,,,,,,,
RSML,2026-03-25,1697.0,1830.1,1697.0,1830.1,7.84,1020.0,1830.1,300.0,,,,,,,
RSY,2026-03-25,10.35,10.55,10.3,10.33,-0.19,111520.0,10.7,8.58,,,,,,,
RURU,2026-03-25,705.8,708.8,686.0,687.0,-2.66,25491.0,853.0,640.0,,,,,,,
SABBL,2026-03-25,1885.0,2000.0,1715.0,1719.0,-8.81,152335.0,2000.0,300.0,,,,,,,
SADBL,2026-03-25,450.0,456.9,443.1,445.0,-1.11,128575.0,526.5,376.0,,,,,,,
SAGAR,2026-03-25,2004.0,2099.0,1983.2,2043.0,1.95,48300.0,2439.0,319.5,,,,,,,
SAGAR,,,,,,,,,,90.0,2220.0,2043.0,0.0,-15930.0,-15930.0,-7.97
SAGF,2026-03-25,10.05,10.16,9.87,10.16,1.09,1800.0,11.31,8.79,,,,,,,
SAHAS,2026-03-25,630.0,641.2,622.1,635.1,0.81,316085.0,705.0,483.3,,,,,,,
SAIL,2026-03-25,1333.0,1376.5,1318.0,1360.0,2.03,94038.0,1690.0,301.7,,,,,,,
SALICO,2026-03-25,640.0,652.9,635.1,640.0,0.0,19246.0,765.9,570.1,,,,,,,
SAND2085,2026-03-25,1130.0,1130.0,1130.0,1130.0,0.0,25.0,1189.0,1075.0,,,,,,,
SANIMA,2026-03-25,372.0,372.0,365.1,367.0,-1.34,170618.0,391.0,295.0,,,,,,,
SANVI,2026-03-25,817.0,846.0,810.0,839.9,2.8,57436.0,1060.0,359.0,,,,,,,
SAPDBL,2026-03-25,917.0,983.2,912.0,933.3,1.78,74673.0,1284.0,686.0,,,,,,,
SARBTM,2026-03-25,934.0,934.0,900.2,906.9,-2.9,23105.0,1048.0,765.0,,,,,,,
SBCF,2026-03-25,10.16,10.16,9.85,10.15,-0.1,22550.0,12.03,8.7,,,,,,,
SBD87,2026-03-25,1095.0,1095.0,1095.0,1095.0,0.0,25.0,1139.0,1019.5,,,,,,,
SBI,2026-03-25,436.6,436.6,420.0,427.9,-1.99,131450.0,452.0,363.0,,,,,,,
SBID2090,2026-03-25,1068.2,1068.2,1068.0,1068.0,-0.02,105.0,1107.0,1000.0,,,,,,,
SBID83,2026-03-25,1070.0,1075.0,1070.0,1075.0,0.47,275.0,1226.0,1025.0,,,,,,,
SBL,2026-03-25,424.0,424.0,411.0,412.0,-2.83,200810.0,424.0,261.0,,,,,,,
SBLD2091,2026-03-25,1078.0,1078.0,1062.1,1062.1,-1.47,50.0,1150.0,109.0,,,,,,,
SBLD84,2026-03-25,1045.7,1045.7,1045.7,1050.0,0.41,5.0,1115.0,1031.3,,,,,,,
SCB,2026-03-25,693.6,693.6,676.0,678.9,-2.12,26166.0,712.6,594.9,,,,,,,
SDBD87,2026-03-25,1140.0,1140.0,1140.0,1140.0,0.0,25.0,1196.2,1045.7,,,,,,,
SEF,2026-03-25,10.29,10.3,10.11,10.12,-1.65,13300.0,11.53,8.6,,,,,,,
SFCL,2026-03-25,439.0,442.0,428.0,429.0,-2.28,25031.0,587.0,359.4,,,,,,,
SFEF,2026-03-25,10.3,10.45,10.3,10.36,0.58,2350.0,11.12,8.82,,,,,,,
SFMF,2026-03-25,10.39,10.4,10.39,10.4,0.1,1500.0,11.74,9.4,,,,,,,
SGHC,2026-03-25,445.0,462.0,440.0,445.0,0.0,174284.0,564.0,296.0,,,,,,,
SGIC,2026-03-25,530.3,530.3,520.0,527.0,-0.62,33439.0,632.0,439.0,,,,,,,
SHEL,2026-03-25,355.9,361.0,345.1,347.0,-2.5,591764.0,361.0,243.0,,,,,,,
SHINE,2026-03-25,447.0,447.0,438.0,438.4,-1.92,96275.0,499.0,382.0,,,,,,,
SHINED,2026-03-25,1122.2,1122.2,1122.2,1122.2,0.0,60.0,1200.0,1000.0,,,,,,,
SHIVM,2026-03-25,710.0,713.0,695.9,698.0,-1.69,681616.0,730.0,495.0,,,,,,,
SHL,2026-03-25,525.0,527.0,514.5,518.0,-1.33,73932.0,619.0,464.0,,,,,,,
SHLB,2026-03-25,1700.0,1715.0,1700.0,1709.0,0.53,1170.0,2349.0,1535.1,,,,,,,
SHPC,2026-03-25,573.0,575.0,563.7,566.0,-1.22,114294.0,684.9,448.0,,,,,,,
SICL,2026-03-25,690.0,690.0,672.0,676.5,-1.96,34759.0,876.9,588.8,,,,,,,
SIFC,2026-03-25,610.0,621.0,602.0,603.4,-1.08,18745.0,687.4,459.0,,,,,,,
SIGS2,2026-03-25,10.23,10.25,10.1,10.1,-1.27,5003.0,11.7,8.9,,,,,,,
SIGS3,2026-03-25,10.5,10.81,10.5,10.7,1.9,14500.0,11.46,8.5,,,,,,,
SIKLES,2026-03-25,642.0,647.0,629.0,631.0,-1.71,68555.0,1180.0,540.0,,,,,,,
SINDU,2026-03-25,901.6,901.6,846.0,863.9,-4.18,129671.0,1247.0,608.0,,,,,,,
SINDU,,,,,,,,,,115.0,866.3,863.9,0.0,-276.5,-276.5,-0.28
SJCL,2026-03-25,360.9,360.9,343.0,345.9,-4.16,78662.0,365.0,267.0,,,,,,,
SJLIC,2026-03-25,477.3,477.3,460.2,460.6,-3.5,30610.0,489.9,390.0,,,,,,,
SKBBL,2026-03-25,810.0,817.0,801.1,802.0,-0.99,27880.0,999.0,752.0,,,,,,,
SKHL,2026-03-25,300.0,330.0,300.0,330.0,10.0,90.0,330.0,300.0,,,,,,,
SLBBL,2026-03-25,890.0,895.0,868.0,872.0,-2.02,11617.0,1155.0,780.0,,,,,,,
SLBSL,2026-03-25,1409.0,1409.0,1381.1,1400.0,-0.64,6062.0,2111.0,1234.5,,,,,,,
SLCF,2026-03-25,9.9,10.15,9.87,9.9,0.0,22300.0,11.99,8.6,,,,,,,
SMATA,2026-03-25,896.0,896.0,849.7,866.5,-3.29,22859.0,1382.0,734.1,,,,,,,
SMB,2026-03-25,1964.0,1964.0,1925.0,1930.0,-1.73,1329.0,2607.0,1710.1,,,,,,,
SMFBS,2026-03-25,1706.0,1714.1,1706.0,1711.2,0.3,667.0,2026.0,1490.0,,,,,,,
SMH,2026-03-25,646.0,654.6,639.2,640.3,-0.88,60014.0,1024.8,603.0,,,,,,,
SMHL,2026-03-25,550.0,575.0,505.0,556.2,1.13,866401.0,1230.0,443.0,,,,,,,
SMJC,2026-03-25,510.0,511.0,501.0,505.0,-0.98,39697.0,679.3,464.0,,,,,,,
SMPDA,2026-03-25,921.1,925.6,902.6,905.0,-1.75,16471.0,1155.0,840.0,,,,,,,
SNLI,2026-03-25,502.0,502.0,492.4,495.0,-1.39,34540.0,668.0,411.6,,,,,,,
SOHL,2026-03-25,596.1,642.9,596.1,642.9,7.85,22360.0,642.9,300.0,,,,,,,
SONA,2026-03-25,498.0,498.0,481.0,482.0,-3.21,145267.0,523.3,398.0,,,,,,,
SPC,2026-03-25,530.0,530.0,515.1,515.1,-2.81,9333.0,591.0,441.0,,,,,,,
SPDL,2026-03-25,464.0,468.0,446.0,450.0,-3.02,313809.0,474.0,308.9,,,,,,,
SPHL,2026-03-25,575.0,581.9,566.4,566.4,-1.5,8538.0,826.0,477.1,,,,,,,
SPIL,2026-03-25,745.0,763.9,735.0,750.0,0.67,28231.0,894.5,625.0,,,,,,,
SPL,2026-03-25,753.0,765.0,745.9,760.9,1.05,22959.0,1035.0,696.3,,,,,,,
SRLI,2026-03-25,422.5,429.7,417.0,418.0,-1.07,51414.0,451.1,363.9,,,,,,,
SSHL,2026-03-25,235.1,244.8,235.1,237.1,0.85,652839.0,313.8,151.0,,,,,,,
SSHL,,,,,,,,,,0.0,0.0,237.1,15000.0,0.0,15000.0,0.0
STC,2026-03-25,6040.0,6100.0,6035.0,6100.0,0.99,3759.0,6335.9,4832.0,,,,,,,
SWASTIK,2026-03-25,2908.0,2929.0,2850.0,2885.0,-0.79,1591.0,3400.0,391.7,,,,,,,
SWBBL,2026-03-25,805.0,805.0,790.0,790.0,-1.86,10844.0,1046.5,718.0,,,,,,,
SWMF,2026-03-25,736.0,736.0,712.0,719.0,-2.31,15018.0,868.1,641.1,,,,,,,
SYPNL,2026-03-25,1838.0,2031.0,1838.0,1940.0,5.55,231213.0,2255.9,319.8,,,,,,,
TAMOR,2026-03-25,450.0,466.0,450.0,465.0,3.33,310103.0,576.0,396.4,,,,,,,
TPC,2026-03-25,425.0,425.0,410.0,410.0,-3.53,137148.0,616.0,270.1,,,,,,,
TRH,2026-03-25,792.0,811.0,790.3,792.0,0.0,7413.0,1105.0,681.1,,,,,,,
TSHL,2026-03-25,759.0,759.0,738.0,738.0,-2.77,8160.0,989.0,616.8,,,,,,,
TTL,2026-03-25,930.0,973.0,925.0,954.0,2.58,71281.0,1262.8,366.1,,,,,,,
TVCL,2026-03-25,610.0,626.0,610.0,621.9,1.95,39353.0,689.0,377.6,,,,,,,
UAIL,2026-03-25,519.1,519.1,492.1,498.9,-3.89,24332.0,670.0,422.1,,,,,,,
UHEWA,2026-03-25,637.0,637.0,620.1,621.0,-2.51,16123.0,779.9,508.5,,,,,,,
ULBSL,2026-03-25,3242.0,3245.0,3200.0,3239.9,-0.06,1271.0,4325.0,2931.0,,,,,,,
ULHC,2026-03-25,559.0,559.0,546.0,547.0,-2.15,40535.0,599.0,411.7,,,,,,,
UMHL,2026-03-25,642.8,642.8,630.0,631.0,-1.84,74561.0,706.0,430.5,,,,,,,
UMRH,2026-03-25,580.0,584.0,576.2,577.3,-0.47,22452.0,675.0,526.0,,,,,,,
UNHPL,2026-03-25,533.9,556.9,533.9,556.9,4.31,515499.0,556.9,290.0,,,,,,,
UNHPL,,,,,,,,,,65.0,415.38,556.9,0.0,9198.5,9198.5,34.07
UNL,2026-03-25,46998.0,46999.0,46490.0,46490.0,-1.08,32.0,50724.0,45000.0,,,,,,,
UNLB,2026-03-25,1950.0,1950.0,1917.0,1925.0,-1.28,1294.0,2480.0,1810.0,,,,,,,
UPCL,2026-03-25,405.8,422.2,405.8,410.0,1.03,393992.0,489.0,278.0,,,,,,,
UPPER,2026-03-25,237.0,238.0,229.0,230.0,-2.95,664956.0,242.6,166.0,,,,,,,
USHEC,2026-03-25,517.1,524.0,512.0,513.0,-0.79,53297.0,623.9,410.0,,,,,,,
USHL,2026-03-25,710.5,730.0,710.5,728.9,2.59,5628.0,945.0,588.0,,,,,,,
USLB,2026-03-25,1542.5,1543.0,1500.0,1510.0,-2.11,3281.0,2750.0,1393.0,,,,,,,
VLBS,2026-03-25,815.0,847.7,809.0,814.0,-0.12,21397.0,1008.0,737.0,,,,,,,
VLUCL,2026-03-25,577.0,591.0,577.0,581.0,0.69,5459.0,699.0,516.0,,,,,,,
WNLB,2026-03-25,1670.0,1670.0,1630.0,1630.0,-2.4,1658.0,3562.0,1242.1,,,,,,,
