Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
HBLPO,115.0,127.0,133.0,-9.45,-13.53
SMATAP,421.0,441.0,593.0,-4.54,-29.01
JBBLPO,181.4,187.0,187.0,-2.99,-2.99
NMLBBL,591.0,600.0,807.0,-1.5,-26.77
GBIMEP,100.0,100.0,122.0,0.0,-18.03
RLFLPO,268.6,268.6,303.0,0.0,-11.35
PRVUPO,100.0,100.0,100.9,0.0,-0.89
PMLIP,270.0,270.0,270.0,0.0,0.0
KBLPO,100.0,100.0,115.0,0.0,-13.04
JBLBP,100.0,100.0,100.0,0.0,0.0
NLICP,413.0,413.0,413.0,0.0,0.0
NMFBSP,675.0,675.0,675.0,0.0,0.0
NLICLP,321.0,321.0,321.0,0.0,0.0
FOWADP,660.0,660.0,660.0,0.0,0.0
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
CYCLP,831.0,831.0,864.0,0.0,-3.82
LBBLPO,261.0,261.0,261.0,0.0,0.0
NABILP,301.1,301.1,301.1,0.0,0.0
SLBBLP,453.0,453.0,463.0,0.0,-2.16
SFCLP,164.0,164.0,164.0,0.0,0.0
KMCDBP,587.0,587.0,605.0,0.0,-2.98
MLBSLP,100.0,100.0,100.0,0.0,0.0
SIFCPO,286.0,286.0,286.0,0.0,0.0
MATRIP,523.5,523.5,766.5,0.0,-31.7
MLBLPO,193.0,193.0,198.0,0.0,-2.53
ALICLP,252.0,252.0,388.0,0.0,-35.05
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
MEL,226.5,226.0,350.0,0.22,-35.29
NRM,390.0,388.0,590.0,0.52,-33.9
CGH,802.9,798.0,1150.0,0.61,-30.18
ADBLD83,1050.8,1042.2,1160.0,0.83,-9.41
ULI,358.0,355.0,746.0,0.85,-52.01
NUBL,666.0,660.0,854.4,0.91,-22.05
GWFD83,1090.0,1080.0,1464.8,0.93,-25.59
RBBD83,1037.0,1025.7,1100.0,1.1,-5.73
CBBLPO,395.0,390.0,395.0,1.28,0.0
SMB,1721.0,1699.0,2600.0,1.29,-33.81
NBLD82,1056.0,1042.5,1149.4,1.29,-8.13
HBLD83,1034.0,1020.0,1111.0,1.37,-6.93
MSHL,691.4,680.0,979.0,1.68,-29.38
MKCL,1290.0,1268.0,1900.0,1.74,-32.11
HLI,339.9,334.0,464.0,1.77,-26.75
EHPL,377.0,370.0,685.0,1.89,-44.96
HATHY,805.0,790.0,1382.4,1.9,-41.77
CZBILP,109.0,106.9,111.0,1.96,-1.8
NFS,566.0,555.0,851.0,1.98,-33.49
CITY,407.0,399.1,998.4,1.98,-59.23
USLB,1264.9,1238.0,2750.0,2.17,-54.0
NMBD2085,1165.0,1140.0,1188.0,2.19,-1.94
VLUCL,480.9,470.0,664.8,2.32,-27.66
PBLD84,1088.1,1062.1,1158.4,2.45,-6.07
SLBBL,819.7,799.9,1155.0,2.48,-29.03
TSHL,605.0,590.0,989.0,2.54,-38.83
SLBSL,1200.0,1170.0,1694.9,2.56,-29.2
SKBBL,770.0,750.0,999.0,2.67,-22.92
CYCL,1472.0,1431.1,2040.0,2.86,-27.84
KMCDB,884.8,860.0,1223.0,2.88,-27.65
MERO,715.0,695.0,1000.0,2.88,-28.5
KBLD86,1128.3,1096.3,1307.0,2.92,-13.67
RURU,649.9,631.0,853.0,3.0,-23.81
EBLD85,1136.0,1102.5,1250.0,3.04,-9.12
JFL,407.0,395.0,558.0,3.04,-27.06
MKHC,319.9,310.2,503.4,3.13,-36.45
BOKD86KA,1204.0,1167.0,1195.0,3.17,0.75
CIZBD90,1157.0,1121.2,1303.0,3.19,-11.2
SGICP,258.0,250.0,323.0,3.2,-20.12
SFCL,371.0,359.4,565.0,3.23,-34.34
LBL,173.0,167.5,972.0,3.28,-82.2
SMPDA,848.0,821.0,1155.0,3.29,-26.58
SALICO,589.0,570.1,765.9,3.32,-23.1
UNL,46500.0,45000.0,50724.0,3.33,-8.33
MMKJL,488.9,473.0,699.9,3.36,-30.15
NMBD87/88,1075.0,1040.0,1196.4,3.37,-10.15
SWMF,664.0,641.1,868.1,3.57,-23.51
LBLD86,1128.0,1089.0,1205.0,3.58,-6.39
NIBD84,1049.5,1013.1,1130.0,3.59,-7.12
NRN,1375.0,1327.0,2444.0,3.62,-43.74
NICD83/84,1138.0,1097.6,1138.0,3.68,0.0
NICL,492.5,475.0,836.0,3.68,-41.09
NBLD85,1047.9,1010.5,1187.0,3.7,-11.72
FOWAD,1050.1,1012.4,1364.0,3.72,-23.01
ICFCD83,1119.5,1079.1,1368.9,3.74,-18.22
PRIN,653.8,630.0,960.3,3.78,-31.92
SAND2085,1123.0,1081.7,1189.0,3.82,-5.55
BNHC,325.0,313.0,613.8,3.83,-47.05
BNL,15198.0,14635.8,18440.0,3.84,-17.58
GILB,1116.5,1075.0,1441.6,3.86,-22.55
JSLBB,1100.0,1059.0,1499.3,3.87,-26.63
CIT,1766.0,1699.9,2168.0,3.89,-18.54
SRBLD83,1079.6,1038.8,1126.0,3.93,-4.12
UMRH,532.2,512.0,675.0,3.95,-21.16
LBLD88,1080.3,1039.2,1166.0,3.95,-7.35
MKJC,488.0,469.4,635.0,3.96,-23.15
KPCL,489.0,470.3,711.0,3.98,-31.22
MATRI,910.0,875.0,1347.0,4.0,-32.44
NBBD2085,1123.0,1078.6,1206.3,4.12,-6.91
BHPL,522.0,501.0,1308.4,4.19,-60.1
MLBSL,1798.0,1725.0,2435.5,4.23,-26.18
CSY,9.25,8.87,10.0,4.28,-7.5
MLBBL,1192.0,1143.0,1690.0,4.29,-29.47
SHLB,1476.0,1415.0,2172.0,4.31,-32.04
SARBTM,845.0,810.0,1048.0,4.32,-19.37
HLICF,9.12,8.74,10.55,4.35,-13.55
SMFBS,1555.0,1490.0,2026.0,4.36,-23.25
GMLI,1290.0,1236.0,2699.0,4.37,-52.2
GLBSL,1780.0,1705.2,3005.5,4.39,-40.78
GBBD85,1075.2,1030.0,1135.0,4.39,-5.27
BEDC,360.2,345.0,872.0,4.41,-58.69
PROFL,440.0,421.4,589.2,4.41,-25.32
MBJC,282.0,270.0,362.0,4.44,-22.1
SMH,565.0,541.0,1024.8,4.44,-44.87
BOKD86,1070.8,1025.1,1139.3,4.46,-6.01
UAIL,441.0,422.1,644.4,4.48,-31.56
SBID83,1070.9,1025.0,1226.0,4.48,-12.65
PMLI,465.0,445.0,589.6,4.49,-21.13
PFL,368.8,352.8,475.5,4.54,-22.44
PBD85,1080.0,1033.0,1150.0,4.55,-6.09
NIBD2082,1055.0,1008.5,1170.0,4.61,-9.83
NICAD2091,1051.5,1005.2,1102.6,4.61,-4.63
NRIC,905.0,865.0,1842.0,4.62,-50.87
SICL,616.0,588.8,828.0,4.62,-25.6
SMATA,768.1,734.1,1382.0,4.63,-44.42
VLBS,703.5,672.0,1008.0,4.69,-30.21
NMIC,1016.0,970.0,2703.3,4.74,-62.42
RBCL,15031.0,14350.0,16900.0,4.75,-11.06
NSY,9.5,9.06,10.19,4.86,-6.77
MKHL,525.0,500.5,1027.0,4.9,-48.88
SCBD,1133.0,1080.0,1236.0,4.91,-8.33
SWBBL,746.0,711.0,1046.5,4.92,-28.71
RBCLPO,11651.2,11100.0,13530.0,4.97,-13.89
ENL,895.0,852.6,1225.0,4.97,-26.94
GCIL,419.9,400.0,579.0,4.97,-27.48
HDL,1158.0,1103.0,1556.1,4.99,-25.58
NLG,575.0,547.6,976.2,5.0,-41.1
SRLIP,210.0,200.0,223.0,5.0,-5.83
LICN,812.0,773.0,998.0,5.05,-18.64
MLBL,366.8,348.9,468.6,5.13,-21.72
EBLD86,1075.0,1022.0,1150.0,5.19,-6.52
SGIC,462.0,439.0,632.0,5.24,-26.9
HPPL,373.7,355.1,613.0,5.24,-39.04
SBLD83,1116.5,1060.4,1116.5,5.29,0.0
PCBL,238.0,226.0,290.0,5.31,-17.93
MEHL,382.9,363.1,519.0,5.45,-26.22
ICFC,620.2,588.0,730.9,5.48,-15.15
PBD84,1140.0,1080.0,1182.0,5.56,-3.55
NMB,244.1,231.2,283.0,5.58,-13.75
SMJC,454.0,430.0,679.3,5.58,-33.17
NHDL,649.4,615.0,796.0,5.59,-18.42
NIFRA,264.0,249.9,328.1,5.64,-19.54
MANDU,810.0,766.5,970.0,5.68,-16.49
CHCL,476.0,450.3,599.6,5.71,-20.61
EBLEB89,1053.1,996.1,1117.9,5.72,-5.8
UNLB,1450.0,1371.0,2480.0,5.76,-41.53
SDBD87,1106.1,1045.7,1196.2,5.78,-7.53
GMFBS,1332.9,1259.1,1871.0,5.86,-28.76
RBBF40,9.51,8.98,10.2,5.9,-6.76
MCHL,315.0,297.2,610.0,5.99,-48.36
NMFBS,1115.0,1051.9,1504.0,6.0,-25.86
ALICL,455.9,430.0,759.0,6.02,-39.93
NWCL,785.0,740.2,1045.0,6.05,-24.88
SPC,467.9,441.0,591.0,6.1,-20.83
NCCD86,1125.1,1060.1,1230.0,6.13,-8.53
NICAD85/86,1125.2,1060.0,1190.0,6.15,-5.45
BOKL,207.3,195.2,688.0,6.2,-69.87
KDL,818.0,770.0,1212.0,6.23,-32.51
ICFCD89,1084.0,1020.0,1115.0,6.27,-2.78
HLBSL,890.0,837.0,1100.0,6.33,-19.09
KBSH,1574.9,1480.1,2189.0,6.4,-28.05
MND84/85,1100.0,1033.0,1128.0,6.49,-2.48
SBD87,1086.0,1019.5,1139.0,6.52,-4.65
DOLTI,350.5,329.0,642.6,6.53,-45.46
EDBL,580.8,545.0,717.3,6.57,-19.03
JBLB,1300.0,1219.9,1644.0,6.57,-20.92
JLI,351.9,330.1,998.0,6.6,-64.74
SBLD84,1100.0,1031.3,1115.0,6.66,-1.35
KSBBLD87,1110.7,1041.3,1201.0,6.66,-7.52
NMBMF,636.0,596.0,835.0,6.71,-23.83
PBLD87,1090.0,1021.3,1147.0,6.73,-4.97
MAKAR,485.6,455.0,700.0,6.73,-30.63
MNBBLP,236.2,221.0,256.0,6.88,-7.73
MLBS,1272.0,1190.0,1900.0,6.89,-33.05
USHL,628.8,588.0,945.0,6.94,-33.46
LBBLD89,1271.5,1189.0,1346.0,6.94,-5.53
NIMBPO,154.0,144.0,184.5,6.94,-16.53
IHL,390.5,365.0,640.0,6.99,-38.98
JBBD87,1115.1,1042.0,1289.0,7.02,-13.49
LSL,216.2,202.0,252.0,7.03,-14.21
NBLD87,1087.0,1015.5,1150.0,7.04,-5.48
BBC,4800.0,4480.0,6120.0,7.14,-21.57
SHL,497.4,464.0,619.0,7.2,-19.64
MLBLD89,1280.0,1192.0,1350.0,7.38,-5.19
SRLI,391.0,363.9,451.1,7.45,-13.32
SHINE,410.5,382.0,499.0,7.46,-17.74
NICLBSL,575.0,535.0,764.0,7.48,-24.74
CBLD88,1191.1,1108.0,1325.0,7.5,-10.11
SIKLES,581.0,540.0,1177.0,7.59,-50.64
ILI,436.0,405.0,500.0,7.65,-12.8
SPHL,514.0,477.1,736.0,7.73,-30.16
SNMAPO,180.0,167.0,180.0,7.78,0.0
RAWA,598.9,555.0,888.0,7.91,-32.56
CIZBD86,1198.0,1110.0,1320.9,7.93,-9.3
HRL,677.1,627.0,1139.9,7.99,-40.6
NMB50,10.53,9.75,11.93,8.0,-11.74
UPCL,370.8,343.1,489.0,8.07,-24.17
NIMB,199.1,184.2,247.0,8.09,-19.39
PCBLP,108.1,100.0,105.3,8.1,2.66
SPL,726.0,670.4,1035.0,8.29,-29.86
IGI,425.0,392.0,600.0,8.42,-29.17
NLICL,585.0,539.0,691.0,8.53,-15.34
NIL,610.0,562.0,783.9,8.54,-22.18
SBIBD86,1140.0,1050.0,1222.0,8.57,-6.71
SCB,645.9,594.9,712.6,8.57,-9.36
NLIC,762.2,702.0,890.0,8.58,-14.36
CBBL,919.0,846.0,1144.8,8.63,-19.72
HEIP,318.4,293.1,398.0,8.63,-20.0
NABILD87,1130.0,1040.0,1200.0,8.65,-5.83
HBLD86,1190.0,1095.1,1201.0,8.67,-0.92
BHDC,463.2,426.0,706.0,8.73,-34.39
MHCL,353.5,325.0,519.9,8.77,-32.01
SBI,394.9,363.0,452.0,8.79,-12.63
FMDBL,793.0,728.2,1038.8,8.9,-23.66
NADEP,758.0,696.0,1046.0,8.91,-27.53
SHPC,517.5,475.0,684.9,8.95,-24.44
OHL,690.0,633.1,1049.5,8.99,-34.25
RLFL,434.0,398.0,558.0,9.05,-22.22
SBLD89,1315.0,1205.0,1450.0,9.13,-9.31
GBLBS,762.2,698.0,950.0,9.2,-19.77
SNLI,450.0,411.6,538.0,9.33,-16.36
DLBS,1328.0,1214.3,1684.0,9.36,-21.14
KBLD89,1272.0,1162.6,1379.0,9.41,-7.76
HIDCL,268.1,245.0,330.3,9.43,-18.83
NIFRAGED,1037.9,948.0,1200.2,9.48,-13.52
MBLD87,1138.0,1038.7,1169.0,9.56,-2.65
KBLD90,1236.0,1127.0,1500.0,9.67,-17.6
NSIF2,10.7,9.75,11.93,9.74,-10.31
RHPL,277.0,252.3,457.0,9.79,-39.39
LVF2,9.62,8.76,11.45,9.82,-15.98
MNBBL,374.0,340.1,503.0,9.97,-25.65
GBIME,234.5,213.1,278.9,10.04,-15.92
PBLD86,1211.0,1100.2,1211.0,10.07,0.0
SADBL,413.9,376.0,526.5,10.08,-21.39
NLO,269.4,244.33,293.2,10.26,-8.12
SJLIC,430.2,390.0,489.9,10.31,-12.19
NYADI,391.0,354.0,510.0,10.45,-23.33
DDBL,846.2,766.0,1010.0,10.47,-16.22
NESDO,1525.0,1380.1,1879.0,10.5,-18.84
GRDBL,1044.0,944.0,1668.4,10.59,-37.43
PRVU,199.0,179.9,250.9,10.62,-20.69
HBL,203.7,184.0,261.0,10.71,-21.95
CLI,455.0,411.0,540.0,10.71,-15.74
DHPL,293.6,265.0,392.0,10.79,-25.1
RNLI,461.0,416.0,545.0,10.82,-15.41
SHINED,1109.0,1000.0,1200.0,10.9,-7.58
CZBIL,203.0,183.0,240.1,10.93,-15.45
MFLD85,1167.0,1051.8,1203.0,10.95,-2.99
JOSHI,282.0,254.0,487.0,11.02,-42.09
SONA,442.0,398.0,523.3,11.06,-15.54
TAMOR,441.2,396.4,576.0,11.3,-23.4
MHL,495.4,445.0,664.0,11.33,-25.39
UHEWA,566.1,508.5,669.0,11.33,-15.38
BFC,458.3,411.5,579.9,11.37,-20.97
AHPC,279.0,250.1,334.0,11.56,-16.47
BNT,11895.0,10660.0,13205.0,11.59,-9.92
SFMF,10.5,9.4,11.74,11.7,-10.56
TRH,761.2,681.1,1086.3,11.76,-29.93
GBIMESY2,9.5,8.5,10.18,11.76,-6.68
CFCL,498.0,445.1,608.5,11.88,-18.16
NABIL,527.0,471.0,562.0,11.89,-6.23
SMHL,496.0,443.0,1230.0,11.96,-59.67
NICFC,9.38,8.37,10.4,12.07,-9.81
MEN,600.0,535.0,683.4,12.15,-12.2
MDB,595.0,530.5,729.7,12.16,-18.46
ADBL,310.7,277.0,344.9,12.17,-9.92
CREST,1106.0,985.2,2458.2,12.26,-55.01
SFEF,9.91,8.82,11.12,12.36,-10.88
NBF2,10.0,8.89,11.1,12.49,-9.91
UMHL,558.0,495.0,706.0,12.73,-20.96
GSY,9.83,8.7,10.4,12.99,-5.48
GBBL,415.5,367.4,498.0,13.09,-16.57
GVL,487.2,430.2,662.0,13.25,-26.4
