Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,354.0,23395.0,-1190.0,22205.0,163.51
SSHL,0,0.0,210.5,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,250.0,0.0,6204.0,6204.0,111.86
UNHPL,65,415.38,432.0,0.0,1080.0,1080.0,4.0
DORDI,130,307.54,271.0,0.0,-4750.0,-4750.0,-11.88
PPCL,10,390.0,375.0,-8000.0,-150.0,-8150.0,-208.97
MEL,164,323.0,235.5,0.0,-14350.0,-14350.0,-27.09
SINDU,115,866.3,715.0,0.0,-17400.0,-17400.0,-17.47
HLBSL,95,1079.0,873.5,0.0,-19522.5,-19522.5,-19.05
GBLBS,60,1519.0,769.0,0.0,-45000.0,-45000.0,-49.37
SAGAR,90,2220.0,1668.0,0.0,-49680.0,-49680.0,-24.86
