Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
BPCL,2026-03-01,699.0,718.0,699.0,715.0,2.29,33235.0,1065.0,380.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNGAL,2026-03-01,629.2,643.8,629.2,638.5,1.48,16757.0,822.0,302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30MF,2026-03-01,9.61,9.82,9.61,9.82,2.19,2200.0,10.71,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,2026-03-01,923.0,948.6,900.0,920.0,-0.33,36248.0,1144.8,821.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,2026-03-01,520.0,540.0,510.0,537.0,3.27,28477.0,674.9,445.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGH,2026-03-01,815.2,828.0,815.2,827.8,1.55,13329.0,1150.0,800.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCL,2026-03-01,468.0,475.0,463.0,469.0,0.21,42208.0,599.6,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHDC,2026-03-01,2462.3,2519.0,2461.3,2519.0,2.3,19880.0,2997.9,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2026-03-01,278.0,286.0,277.1,284.1,2.19,37223.0,576.0,223.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT,2026-03-01,1760.0,1798.0,1745.0,1789.5,1.68,10523.0,2200.0,1730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY,2026-03-01,468.0,474.9,467.0,472.0,0.85,12423.0,998.4,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,2026-03-01,672.0,699.9,663.0,683.0,1.64,3742.0,829.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI,2026-03-01,470.0,474.5,453.0,469.0,-0.21,20615.0,752.5,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMF2,2026-03-01,10.04,10.23,10.04,10.23,1.89,400.0,10.86,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,2026-03-01,1589.0,1641.0,1526.2,1556.7,-2.03,8549.0,2800.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREST,2026-03-01,1322.1,1402.8,1322.1,1337.2,1.14,24741.0,2458.2,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSY,2026-03-01,9.25,9.46,9.11,9.3,0.54,4790.0,10.0,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,2026-03-01,1543.1,1577.8,1543.1,1573.0,1.94,4365.0,2040.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZBIL,2026-03-01,189.0,193.5,187.2,193.3,2.28,34012.0,240.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDBL,2026-03-01,834.0,860.0,823.1,843.0,1.08,12919.0,1010.0,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHEL,2026-03-01,714.5,730.0,687.0,725.0,1.47,29714.0,918.9,402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHPL,2026-03-01,293.7,302.0,293.1,302.0,2.83,9240.0,427.2,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLBS,2026-03-01,1285.0,1334.0,1284.0,1334.0,3.81,638.0,1890.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLTI,2026-03-01,502.0,508.5,500.0,508.0,1.2,2779.0,772.0,470.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORDI,2026-03-01,271.0,275.4,270.1,273.6,0.96,35779.0,465.0,213.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBL,2026-03-01,673.0,675.0,668.0,673.9,0.13,39292.0,780.6,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,2026-03-01,1082.1,1082.1,1082.0,1082.0,-0.01,50.0,1142.4,994.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLEB89,2026-03-01,1060.1,1060.1,1060.1,1060.1,0.0,25.0,1117.9,996.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,2026-03-01,594.6,594.6,576.7,584.0,-1.78,5072.0,752.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHPL,2026-03-01,406.0,412.9,402.0,412.0,1.48,18925.0,913.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENL,2026-03-01,900.0,918.0,900.0,906.5,0.72,708.0,1380.0,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMDBL,2026-03-01,789.1,799.5,789.0,795.0,0.75,8414.0,1038.8,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOWAD,2026-03-01,1050.0,1062.0,1040.3,1057.0,0.67,2190.0,1324.4,1012.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBD85,2026-03-01,1068.7,1075.0,1068.7,1075.0,0.59,50.0,1135.0,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBL,2026-03-01,398.0,415.0,394.9,407.0,2.26,40113.0,498.0,367.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,2026-03-01,231.2,231.2,224.5,228.0,-1.38,115599.0,278.9,210.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIMESY2,2026-03-01,9.5,9.5,9.14,9.14,-3.79,2430.0,10.18,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,2026-03-01,755.2,768.9,727.1,762.0,0.9,4111.0,987.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIL,2026-03-01,409.9,420.0,409.0,419.0,2.22,9075.0,613.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFCL,2026-03-01,629.0,670.0,611.3,658.0,4.61,38588.0,796.0,528.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHL,2026-03-01,238.0,239.5,231.4,238.0,0.0,73959.0,318.0,197.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIBF1,2026-03-01,10.61,10.63,10.61,10.63,0.19,1100.0,11.68,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,2026-03-01,1106.0,1133.4,1106.0,1121.0,1.36,1054.0,1441.6,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLBSL,2026-03-01,1887.0,1923.0,1882.1,1923.0,1.91,718.0,3381.3,1838.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLH,2026-03-01,259.0,265.0,258.2,264.8,2.24,48794.0,306.3,227.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFBS,2026-03-01,1386.1,1445.0,1386.1,1400.0,1.0,1000.0,1916.0,1385.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFIL,2026-03-01,449.1,469.0,449.1,465.5,3.65,14109.0,579.1,393.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMLI,2026-03-01,1714.3,1760.0,1714.3,1760.0,2.67,1755.0,2778.0,1059.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRDBL,2026-03-01,1050.0,1066.7,1040.2,1060.0,0.95,20773.0,1668.4,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSY,2026-03-01,9.4,9.5,9.31,9.48,0.85,34000.0,10.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,2026-03-01,535.0,564.0,527.0,554.0,3.55,21241.0,685.4,460.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVL,2026-03-01,480.0,489.5,480.0,486.0,1.25,45641.0,662.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8020,2026-03-01,11.7,11.75,11.6,11.62,-0.68,4600.0,12.21,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,2026-03-01,891.0,907.0,890.0,904.0,1.46,7202.0,1600.0,875.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL,2026-03-01,189.0,191.7,186.0,191.4,1.27,83135.0,261.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBLD83,2026-03-01,1030.0,1030.0,1030.0,1030.0,0.0,25.0,1111.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDHPC,2026-03-01,194.0,195.0,188.0,194.1,0.05,147733.0,225.9,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDL,2026-03-01,1163.9,1163.9,1130.0,1144.0,-1.71,71379.0,1556.1,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEI,2026-03-01,504.1,518.0,504.1,517.7,2.7,9176.0,685.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIP,2026-03-01,310.9,310.9,304.7,304.7,-1.99,1030.0,414.7,293.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHL,2026-03-01,337.0,338.6,330.0,335.2,-0.53,21041.0,607.4,310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDCL,2026-03-01,266.4,266.4,255.0,261.9,-1.69,93456.0,340.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDCLP,2026-03-01,189.0,191.0,186.1,190.5,0.79,332947.0,239.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,2026-03-01,1038.8,1038.8,960.4,1015.9,-2.2,25784.0,1264.0,252.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLBSL,2026-03-01,918.0,920.0,903.3,920.0,0.22,3087.0,1100.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2026-03-01,360.1,367.9,360.0,367.5,2.05,32625.0,477.0,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLICF,2026-03-01,9.26,9.26,9.09,9.09,-1.84,300.0,10.55,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,2026-03-01,462.5,466.1,454.0,465.0,0.54,64699.0,711.0,411.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRL,2026-03-01,822.2,850.0,822.2,845.0,2.77,61655.0,1156.0,762.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,2026-03-01,260.1,264.9,247.0,260.3,0.08,197710.0,295.0,204.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFC,2026-03-01,638.0,660.0,633.0,654.1,2.52,12001.0,730.9,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,2026-03-01,422.0,428.0,422.0,427.9,1.4,14659.0,664.2,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHL,2026-03-01,499.0,514.0,499.0,509.9,2.18,6026.0,781.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILBS,2026-03-01,917.0,934.0,891.0,929.0,1.31,1976.0,1311.0,795.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILI,2026-03-01,436.0,444.9,435.0,442.0,1.38,13801.0,517.2,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBBD87,2026-03-01,1131.0,1135.0,1131.0,1135.0,0.35,40.0,1289.0,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBBL,2026-03-01,327.1,334.0,326.0,333.9,2.08,44892.0,413.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBLB,2026-03-01,1315.0,1321.5,1300.0,1321.0,0.46,6173.0,1644.0,1270.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFL,2026-03-01,415.3,434.0,412.0,430.0,3.54,13805.0,620.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHAPA,2026-03-01,1445.0,1500.0,1398.1,1480.0,2.42,13699.0,1749.0,293.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHI,2026-03-01,287.2,296.0,280.0,295.0,2.72,39879.0,487.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSLBB,2026-03-01,1100.0,1122.0,1100.0,1116.0,1.45,424.0,1739.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL,2026-03-01,187.0,192.0,184.0,192.0,2.67,459668.0,233.5,175.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBSH,2026-03-01,1657.0,1657.0,1656.0,1656.0,-0.06,88.0,2716.0,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDBY,2026-03-01,9.81,10.04,9.81,9.91,1.02,11400.0,10.57,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,2026-03-01,880.0,905.0,863.0,887.6,0.86,3641.0,1306.3,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF,2026-03-01,9.3,9.3,9.12,9.18,-1.29,6900.0,10.42,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,2026-03-01,273.5,280.9,269.2,279.9,2.34,122759.0,475.9,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMCDB,2026-03-01,900.0,924.0,899.1,917.0,1.89,1776.0,1230.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPCL,2026-03-01,515.0,523.0,515.0,522.0,1.36,27846.0,711.0,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBBL,2026-03-01,467.1,471.2,452.3,462.0,-1.09,15816.0,588.0,404.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBBLD87,2026-03-01,1128.0,1128.0,1128.0,1128.0,0.0,25.0,1178.1,1041.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSY,2026-03-01,9.15,9.4,9.15,9.4,2.73,2800.0,10.51,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,2026-03-01,465.0,474.9,461.0,474.9,2.13,42909.0,646.3,376.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEC,2026-03-01,215.0,218.0,212.0,217.8,1.3,176836.0,263.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICN,2026-03-01,820.0,836.0,815.1,836.0,1.95,8953.0,1415.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLBS,2026-03-01,949.0,963.9,925.0,939.7,-0.98,817.0,1300.5,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSL,2026-03-01,214.0,214.0,206.0,210.0,-1.87,90432.0,252.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUK,2026-03-01,9.61,9.8,9.61,9.8,1.98,1450.0,11.97,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,2026-03-01,9.51,9.6,9.51,9.6,0.95,6630.0,11.45,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,2026-03-01,735.0,750.0,726.3,740.2,0.71,11832.0,927.0,317.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKAR,2026-03-01,525.0,540.0,525.0,539.0,2.67,2097.0,830.0,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDU,2026-03-01,805.0,810.0,791.0,810.0,0.62,1676.0,1001.9,766.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATRI,2026-03-01,930.0,940.0,904.0,940.0,1.08,1782.0,1410.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBJC,2026-03-01,284.0,289.2,283.3,289.2,1.83,17807.0,371.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBL,2026-03-01,226.0,233.0,218.0,232.6,2.92,104085.0,272.1,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBLD2085,2026-03-01,1139.0,1139.0,1139.0,1139.0,0.0,25.0,1294.0,1115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBLEF,2026-03-01,10.04,10.24,10.04,10.05,0.1,374600.0,10.28,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,2026-03-01,401.0,415.8,400.2,415.8,3.69,6125.0,651.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDB,2026-03-01,624.8,633.5,624.0,632.8,1.28,8245.0,735.0,530.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEHL,2026-03-01,430.0,438.0,428.0,438.0,1.86,23561.0,663.0,372.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEL,2026-03-01,274.0,284.0,274.0,283.0,3.28,14922.0,367.5,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEN,2026-03-01,577.0,597.0,575.0,597.0,3.47,55667.0,683.4,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERO,2026-03-01,716.1,724.5,716.0,716.1,0.0,8540.0,1000.0,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFIL,2026-03-01,790.0,838.9,790.0,831.0,5.19,344783.0,873.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFLD85,2026-03-01,1144.0,1165.0,1144.0,1165.0,1.84,415.0,1201.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHCL,2026-03-01,350.0,353.9,335.0,340.0,-2.86,28801.0,655.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,2026-03-01,507.7,521.0,507.7,520.0,2.42,9137.0,860.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHNL,2026-03-01,254.0,259.9,254.0,256.7,1.06,13790.0,316.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKCL,2026-03-01,1346.0,1373.0,1346.0,1360.0,1.04,2154.0,1900.0,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,2026-03-01,315.0,319.5,313.0,319.4,1.4,23844.0,606.0,310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHL,2026-03-01,775.0,790.5,760.0,790.5,2.0,640.0,1027.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
