Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
CZBILP,106.9,106.9,116.0,0.0,-7.84
HBLD83,1033.0,1033.0,1111.0,0.0,-7.02
PCBLP,100.0,100.0,105.3,0.0,-5.03
ICFCD83,1122.0,1119.0,1368.9,0.27,-18.04
BNL,15092.0,15044.0,22500.0,0.32,-32.92
KMCDB,925.0,921.3,1270.0,0.4,-27.17
ADBLD83,1050.5,1046.0,1160.0,0.43,-9.44
SKBBL,759.0,755.0,999.0,0.53,-24.02
NMB,232.7,231.0,283.0,0.74,-17.77
CIT,1745.1,1730.8,2200.0,0.83,-20.68
MLBSL,1898.0,1870.0,2569.0,1.5,-26.12
SWBBL,736.0,724.8,1046.5,1.55,-29.67
NIMB,190.0,187.0,247.0,1.6,-23.08
TAMOR,444.0,437.0,596.0,1.6,-25.5
SRBLD83,1055.0,1037.3,1126.0,1.71,-6.31
KBSH,1650.1,1622.0,3000.8,1.73,-45.01
NIBD2082,1036.0,1017.0,1170.0,1.87,-11.45
PBLD84,1083.0,1062.1,1150.0,1.97,-5.83
NICL,499.0,489.1,1047.0,2.02,-52.34
HBL,188.2,184.0,261.0,2.28,-27.89
NMFBS,1111.0,1086.0,1504.0,2.3,-26.13
PRVU,184.3,179.9,250.9,2.45,-26.54
GWFD83,1117.0,1090.0,1464.8,2.48,-23.74
MSHL,820.0,800.1,1135.0,2.49,-27.75
HLI,364.1,354.8,477.0,2.62,-23.67
CHCL,468.0,456.0,599.6,2.63,-21.95
PCBL,232.0,226.0,290.0,2.65,-20.0
BGWT,770.2,750.0,1241.0,2.69,-37.94
SMJC,492.0,479.0,735.0,2.71,-33.06
NIMBPO,154.1,150.0,184.5,2.73,-16.48
KBLPO,102.9,100.0,115.0,2.9,-10.52
HEIP,307.1,298.3,447.0,2.95,-31.3
SBID83,1057.1,1025.0,1226.0,3.13,-13.78
USLB,1451.0,1407.0,2750.0,3.13,-47.24
HDL,1139.0,1103.0,1556.1,3.26,-26.8
HBLD86,1130.0,1093.6,1201.0,3.33,-5.91
GILB,1141.9,1105.0,1441.6,3.34,-20.79
UNLB,1880.0,1818.4,2829.0,3.39,-33.55
RBBD83,1050.0,1015.0,1100.0,3.45,-4.55
LSL,208.0,201.0,252.0,3.48,-17.46
MKCL,1381.0,1333.0,1900.0,3.6,-27.32
JBLB,1318.0,1270.7,1644.0,3.72,-19.83
