Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
BGWT,516.1,550.0,-6.16,N/A
PMLIP,255.0,270.0,-5.56,N/A
SMATAP,421.0,441.0,-4.54,N/A
HBLPO,111.6,115.0,-2.96,N/A
JFL,376.2,385.0,-2.29,N/A
EHPL,346.0,352.0,-1.7,N/A
NYADI,349.0,354.0,-1.41,N/A
NIMBPO,139.0,140.9,-1.35,N/A
CZBILP,105.8,106.9,-1.03,N/A
MLBL,345.4,348.0,-0.75,N/A
NMIC,912.0,918.9,-0.75,N/A
BNHC,297.2,299.3,-0.7,N/A
SMH,497.0,500.1,-0.62,N/A
MATRI,820.1,824.1,-0.49,N/A
MEHL,310.0,311.5,-0.48,N/A
SBLD83,1038.0,1042.0,-0.38,N/A
USLB,1169.0,1170.0,-0.09,N/A
LBBLPO,261.0,261.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
PRVUPO,100.0,100.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
FOWADP,660.0,660.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
JBBLPO,181.4,181.4,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
SMPDA,772.0,771.0,0.13,N/A
NWCL,706.5,705.1,0.2,N/A
KPCL,461.2,460.3,0.2,N/A
MMKJL,455.0,454.0,0.22,N/A
MCHL,274.6,274.0,0.22,N/A
SMATA,736.0,734.0,0.27,N/A
LICN,776.0,773.0,0.39,N/A
NMBMF,599.0,596.0,0.5,N/A
FOWAD,960.0,955.0,0.52,N/A
HRL,561.0,558.1,0.52,N/A
OMPL,900.0,895.0,0.56,N/A
ALICL,422.4,420.0,0.57,N/A
MKHC,294.7,293.0,0.58,N/A
DOLTI,323.0,321.0,0.62,N/A
SLBBLP,456.0,453.0,0.66,N/A
SKBBL,746.0,741.0,0.67,N/A
HLI,318.2,316.0,0.7,N/A
TSHL,340.0,337.6,0.71,N/A
ICFCD83,1086.4,1078.3,0.75,N/A
VLBS,666.1,660.8,0.8,N/A
RURU,612.0,607.1,0.81,N/A
NIFRA,246.0,244.0,0.82,N/A
ULI,358.0,355.0,0.85,N/A
MEL,214.8,213.0,0.85,N/A
NICD83/84,1045.0,1036.0,0.87,N/A
UNLB,1272.8,1261.5,0.9,N/A
SPL,651.0,645.1,0.91,N/A
HIDCL,247.4,245.0,0.98,N/A
BEDC,318.1,314.9,1.02,N/A
GWFD83,1072.5,1061.0,1.08,N/A
SJCL,269.0,266.1,1.09,N/A
MLBSL,1700.0,1681.3,1.11,N/A
UMRH,518.0,512.0,1.17,N/A
ULHC,384.5,380.0,1.18,N/A
NMLBBL,531.2,525.0,1.18,N/A
SLBBL,790.0,780.5,1.22,N/A
JBLB,1235.0,1219.9,1.24,N/A
CBBLPO,395.0,390.0,1.28,N/A
SRBLD83,1052.1,1038.8,1.28,N/A
NUBL,608.0,600.1,1.32,N/A
ICFC,598.0,590.0,1.36,N/A
VLUCL,429.0,423.1,1.39,N/A
SARBTM,793.0,782.0,1.41,N/A
IHL,345.0,340.0,1.47,N/A
