Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,380.2,23395.0,-273.0,23122.0,170.27
SSHL,0,0.0,206.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,243.0,0.0,5875.0,5875.0,105.93
UNHPL,65,415.38,406.0,0.0,-610.0,-610.0,-2.26
DORDI,130,307.54,264.5,0.0,-5595.0,-5595.0,-13.99
PPCL,10,390.0,372.7,-8000.0,-173.0,-8173.0,-209.56
MEL,164,323.0,232.7,0.0,-14809.2,-14809.2,-27.96
SINDU,115,866.3,720.1,0.0,-16813.5,-16813.5,-16.88
HLBSL,95,1079.0,894.5,0.0,-17527.5,-17527.5,-17.1
GBLBS,60,1519.0,771.0,0.0,-44880.0,-44880.0,-49.24
SAGAR,90,2220.0,1650.0,0.0,-51300.0,-51300.0,-25.68
