Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%,Chart_URL
NRIC,1222.0,1146.0,1842.0,6.63,-33.66,https://nepsealpha.com/nepse-chart?symbol=NRIC
NICD83/84,1120.0,1050.4,1149.0,6.63,-2.52,https://nepsealpha.com/nepse-chart?symbol=NICD83/84
NICA,325.0,304.5,428.4,6.73,-24.14,https://nepsealpha.com/nepse-chart?symbol=NICA
SMATA,784.9,734.1,1382.0,6.92,-43.21,https://nepsealpha.com/nepse-chart?symbol=SMATA
EDBL,583.2,545.0,768.0,7.01,-24.06,https://nepsealpha.com/nepse-chart?symbol=EDBL
SONA,425.9,398.0,545.0,7.01,-21.85,https://nepsealpha.com/nepse-chart?symbol=SONA
MBJC,289.0,270.0,371.0,7.04,-22.1,https://nepsealpha.com/nepse-chart?symbol=MBJC
SGIC,470.0,439.0,736.4,7.06,-36.18,https://nepsealpha.com/nepse-chart?symbol=SGIC
AVYAN,970.3,906.0,1245.0,7.1,-22.06,https://nepsealpha.com/nepse-chart?symbol=AVYAN
MERO,716.0,668.0,1000.0,7.19,-28.4,https://nepsealpha.com/nepse-chart?symbol=MERO
NBL,241.6,225.4,313.0,7.19,-22.81,https://nepsealpha.com/nepse-chart?symbol=NBL
NLICL,579.1,539.0,738.0,7.44,-21.53,https://nepsealpha.com/nepse-chart?symbol=NLICL
GBIME,226.7,210.7,278.9,7.59,-18.72,https://nepsealpha.com/nepse-chart?symbol=GBIME
LLBS,931.0,865.0,1300.5,7.63,-28.41,https://nepsealpha.com/nepse-chart?symbol=LLBS
NRM,420.0,390.1,645.0,7.66,-34.88,https://nepsealpha.com/nepse-chart?symbol=NRM
MHCL,350.0,325.0,655.0,7.69,-46.56,https://nepsealpha.com/nepse-chart?symbol=MHCL
PFL,380.0,352.8,518.0,7.71,-26.64,https://nepsealpha.com/nepse-chart?symbol=PFL
ACLBSL,970.0,900.0,1269.0,7.78,-23.56,https://nepsealpha.com/nepse-chart?symbol=ACLBSL
SNMAPO,180.0,167.0,180.0,7.78,0.0,https://nepsealpha.com/nepse-chart?symbol=SNMAPO
DOLTI,508.0,470.6,772.0,7.95,-34.2,https://nepsealpha.com/nepse-chart?symbol=DOLTI
VLUCL,557.0,516.0,766.0,7.95,-27.28,https://nepsealpha.com/nepse-chart?symbol=VLUCL
PROFL,455.0,421.4,645.0,7.97,-29.46,https://nepsealpha.com/nepse-chart?symbol=PROFL
SRLI,393.0,363.9,474.4,8.0,-17.16,https://nepsealpha.com/nepse-chart?symbol=SRLI
HHL,335.9,310.7,607.4,8.11,-44.7,https://nepsealpha.com/nepse-chart?symbol=HHL
ULBSL,3170.0,2931.0,5178.0,8.15,-38.78,https://nepsealpha.com/nepse-chart?symbol=ULBSL
GBLBS,755.2,698.0,987.0,8.19,-23.49,https://nepsealpha.com/nepse-chart?symbol=GBLBS
NFS,626.0,576.0,859.6,8.68,-27.18,https://nepsealpha.com/nepse-chart?symbol=NFS
NIL,611.0,562.0,831.3,8.72,-26.5,https://nepsealpha.com/nepse-chart?symbol=NIL
SCB,647.1,594.9,701.0,8.77,-7.69,https://nepsealpha.com/nepse-chart?symbol=SCB
MEN,583.0,535.0,683.4,8.97,-14.69,https://nepsealpha.com/nepse-chart?symbol=MEN
ILI,441.5,405.0,520.0,9.01,-15.1,https://nepsealpha.com/nepse-chart?symbol=ILI
BHPL,549.0,503.1,1308.4,9.12,-58.04,https://nepsealpha.com/nepse-chart?symbol=BHPL
SFMF,10.26,9.4,11.74,9.15,-12.61,https://nepsealpha.com/nepse-chart?symbol=SFMF
IGI,428.5,392.0,664.2,9.31,-35.49,https://nepsealpha.com/nepse-chart?symbol=IGI
ADBL,298.0,272.3,344.9,9.44,-13.6,https://nepsealpha.com/nepse-chart?symbol=ADBL
MEL,279.1,255.0,367.5,9.45,-24.05,https://nepsealpha.com/nepse-chart?symbol=MEL
MFLD85,1144.4,1045.0,1201.0,9.51,-4.71,https://nepsealpha.com/nepse-chart?symbol=MFLD85
GBBL,402.9,367.4,498.0,9.66,-19.1,https://nepsealpha.com/nepse-chart?symbol=GBBL
MKJC,522.0,475.5,635.0,9.78,-17.8,https://nepsealpha.com/nepse-chart?symbol=MKJC
DDBL,834.0,759.0,1010.0,9.88,-17.43,https://nepsealpha.com/nepse-chart?symbol=DDBL
HLBSL,920.0,837.0,1122.0,9.92,-18.0,https://nepsealpha.com/nepse-chart?symbol=HLBSL
NLIC,772.1,702.0,890.0,9.99,-13.25,https://nepsealpha.com/nepse-chart?symbol=NLIC
HRL,838.9,762.1,1156.0,10.08,-27.43,https://nepsealpha.com/nepse-chart?symbol=HRL
UAIL,464.8,422.1,767.0,10.12,-39.4,https://nepsealpha.com/nepse-chart?symbol=UAIL
NLO,269.4,244.33,293.2,10.26,-8.12,https://nepsealpha.com/nepse-chart?symbol=NLO
BHDC,470.0,426.0,706.0,10.33,-33.43,https://nepsealpha.com/nepse-chart?symbol=BHDC
BNT,11780.0,10660.0,14680.0,10.51,-19.75,https://nepsealpha.com/nepse-chart?symbol=BNT
UHEWA,562.0,508.5,993.4,10.52,-43.43,https://nepsealpha.com/nepse-chart?symbol=UHEWA
FMDBL,794.0,718.0,1038.8,10.58,-23.57,https://nepsealpha.com/nepse-chart?symbol=FMDBL
SADBL,416.5,376.0,526.5,10.77,-20.89,https://nepsealpha.com/nepse-chart?symbol=SADBL
RSDC,641.1,578.7,880.0,10.78,-27.15,https://nepsealpha.com/nepse-chart?symbol=RSDC
SJCL,296.0,267.0,377.0,10.86,-21.49,https://nepsealpha.com/nepse-chart?symbol=SJCL
TRH,755.3,681.1,1190.0,10.89,-36.53,https://nepsealpha.com/nepse-chart?symbol=TRH
SMFBS,1654.0,1490.0,2101.0,11.01,-21.28,https://nepsealpha.com/nepse-chart?symbol=SMFBS
NYADI,393.1,354.0,674.0,11.05,-41.68,https://nepsealpha.com/nepse-chart?symbol=NYADI
PMLI,494.5,445.0,665.0,11.12,-25.64,https://nepsealpha.com/nepse-chart?symbol=PMLI
SIKLES,600.3,540.0,1400.0,11.17,-57.12,https://nepsealpha.com/nepse-chart?symbol=SIKLES
OHL,705.0,633.1,1100.0,11.36,-35.91,https://nepsealpha.com/nepse-chart?symbol=OHL
UPPER,184.9,166.0,228.0,11.39,-18.9,https://nepsealpha.com/nepse-chart?symbol=UPPER
JBBL,329.5,295.0,413.0,11.69,-20.22,https://nepsealpha.com/nepse-chart?symbol=JBBL
HEI,512.0,458.0,685.0,11.79,-25.26,https://nepsealpha.com/nepse-chart?symbol=HEI
SCBD,1190.0,1064.0,1236.0,11.84,-3.72,https://nepsealpha.com/nepse-chart?symbol=SCBD
NESDO,1545.3,1380.1,2436.0,11.97,-36.56,https://nepsealpha.com/nepse-chart?symbol=NESDO
SPC,493.9,441.0,641.0,12.0,-22.95,https://nepsealpha.com/nepse-chart?symbol=SPC
MBL,229.6,205.0,272.1,12.0,-15.62,https://nepsealpha.com/nepse-chart?symbol=MBL
SPHL,534.5,477.1,860.0,12.03,-37.85,https://nepsealpha.com/nepse-chart?symbol=SPHL
NTC,855.0,762.5,996.3,12.13,-14.18,https://nepsealpha.com/nepse-chart?symbol=NTC
SPIL,701.0,625.0,980.4,12.16,-28.5,https://nepsealpha.com/nepse-chart?symbol=SPIL
SNLI,462.0,411.6,740.0,12.24,-37.57,https://nepsealpha.com/nepse-chart?symbol=SNLI
SMB,1920.0,1710.1,3309.9,12.27,-41.99,https://nepsealpha.com/nepse-chart?symbol=SMB
GRDBL,1059.9,944.0,1668.4,12.28,-36.47,https://nepsealpha.com/nepse-chart?symbol=GRDBL
RLFL,446.9,398.0,641.1,12.29,-30.29,https://nepsealpha.com/nepse-chart?symbol=RLFL
BFC,462.1,411.5,684.0,12.3,-32.44,https://nepsealpha.com/nepse-chart?symbol=BFC
CBBL,923.0,821.5,1144.8,12.36,-19.37,https://nepsealpha.com/nepse-chart?symbol=CBBL
RHPL,284.0,252.3,457.0,12.56,-37.86,https://nepsealpha.com/nepse-chart?symbol=RHPL
HPPL,463.0,411.1,711.0,12.62,-34.88,https://nepsealpha.com/nepse-chart?symbol=HPPL
NRN,1495.0,1327.0,2444.0,12.66,-38.83,https://nepsealpha.com/nepse-chart?symbol=NRN
RNLI,468.9,416.0,593.0,12.72,-20.93,https://nepsealpha.com/nepse-chart?symbol=RNLI
CORBL,1615.0,1431.0,2800.0,12.86,-42.32,https://nepsealpha.com/nepse-chart?symbol=CORBL
SBI,410.0,363.0,452.0,12.95,-9.29,https://nepsealpha.com/nepse-chart?symbol=SBI
DHPL,299.5,265.0,427.2,13.02,-29.89,https://nepsealpha.com/nepse-chart?symbol=DHPL
SANIMA,333.0,294.3,391.0,13.15,-14.83,https://nepsealpha.com/nepse-chart?symbol=SANIMA
EBL,672.5,594.0,780.6,13.22,-13.85,https://nepsealpha.com/nepse-chart?symbol=EBL
KSBBL,458.0,404.1,588.0,13.34,-22.11,https://nepsealpha.com/nepse-chart?symbol=KSBBL
PHCL,284.0,249.7,688.5,13.74,-58.75,https://nepsealpha.com/nepse-chart?symbol=PHCL
SJLIC,443.7,390.0,504.0,13.77,-11.96,https://nepsealpha.com/nepse-chart?symbol=SJLIC
SARBTM,866.1,760.2,1048.0,13.93,-17.36,https://nepsealpha.com/nepse-chart?symbol=SARBTM
SHINED,1140.0,1000.0,1200.0,14.0,-5.0,https://nepsealpha.com/nepse-chart?symbol=SHINED
USHEC,467.6,410.0,700.0,14.05,-33.2,https://nepsealpha.com/nepse-chart?symbol=USHEC
PRIN,719.0,630.0,1088.8,14.13,-33.96,https://nepsealpha.com/nepse-chart?symbol=PRIN
JOSHI,290.0,254.0,487.0,14.17,-40.45,https://nepsealpha.com/nepse-chart?symbol=JOSHI
GVL,484.5,424.0,662.0,14.27,-26.81,https://nepsealpha.com/nepse-chart?symbol=GVL
MHNL,258.9,226.0,316.0,14.56,-18.07,https://nepsealpha.com/nepse-chart?symbol=MHNL
CLI,474.0,411.0,752.5,15.33,-37.01,https://nepsealpha.com/nepse-chart?symbol=CLI
ILBS,918.0,795.2,1311.0,15.44,-29.98,https://nepsealpha.com/nepse-chart?symbol=ILBS
AHPC,280.0,242.5,334.0,15.46,-16.17,https://nepsealpha.com/nepse-chart?symbol=AHPC
KDL,892.0,770.0,1306.3,15.84,-31.72,https://nepsealpha.com/nepse-chart?symbol=KDL
GLH,264.0,227.4,306.3,16.09,-13.81,https://nepsealpha.com/nepse-chart?symbol=GLH
MSLB,1315.0,1130.2,1710.0,16.35,-23.1,https://nepsealpha.com/nepse-chart?symbol=MSLB
MHL,518.0,445.0,860.0,16.4,-39.77,https://nepsealpha.com/nepse-chart?symbol=MHL
GMFIL,458.0,393.1,579.1,16.51,-20.91,https://nepsealpha.com/nepse-chart?symbol=GMFIL
SAHAS,566.0,483.3,705.0,17.11,-19.72,https://nepsealpha.com/nepse-chart?symbol=SAHAS
ICFC,650.0,555.0,730.9,17.12,-11.07,https://nepsealpha.com/nepse-chart?symbol=ICFC
CFCL,522.3,445.1,676.9,17.34,-22.84,https://nepsealpha.com/nepse-chart?symbol=CFCL
NWCL,869.0,740.2,1147.0,17.4,-24.24,https://nepsealpha.com/nepse-chart?symbol=NWCL
TSHL,725.0,616.8,989.0,17.54,-26.69,https://nepsealpha.com/nepse-chart?symbol=TSHL
MEHL,438.0,372.4,663.0,17.62,-33.94,https://nepsealpha.com/nepse-chart?symbol=MEHL
GUFL,544.0,460.6,685.4,18.11,-20.63,https://nepsealpha.com/nepse-chart?symbol=GUFL
BARUN,345.0,292.1,589.0,18.11,-41.43,https://nepsealpha.com/nepse-chart?symbol=BARUN
SAPDBL,814.0,686.0,1302.0,18.66,-37.48,https://nepsealpha.com/nepse-chart?symbol=SAPDBL
HDHPC,193.9,162.0,225.9,19.69,-14.17,https://nepsealpha.com/nepse-chart?symbol=HDHPC
MDB,637.5,530.5,735.0,20.17,-13.27,https://nepsealpha.com/nepse-chart?symbol=MDB
GFCL,635.0,528.3,796.0,20.2,-20.23,https://nepsealpha.com/nepse-chart?symbol=GFCL
BHL,197.2,164.0,376.0,20.24,-47.55,https://nepsealpha.com/nepse-chart?symbol=BHL
API,312.4,258.8,335.0,20.71,-6.75,https://nepsealpha.com/nepse-chart?symbol=API
SHPC,535.0,443.1,684.9,20.74,-21.89,https://nepsealpha.com/nepse-chart?symbol=SHPC
LEC,217.9,180.0,263.0,21.06,-17.15,https://nepsealpha.com/nepse-chart?symbol=LEC
MKHL,790.0,652.0,1027.0,21.17,-23.08,https://nepsealpha.com/nepse-chart?symbol=MKHL
SINDU,738.1,608.0,1482.0,21.4,-50.2,https://nepsealpha.com/nepse-chart?symbol=SINDU
USHL,714.0,588.0,945.0,21.43,-24.44,https://nepsealpha.com/nepse-chart?symbol=USHL
GHL,240.0,197.1,318.0,21.77,-24.53,https://nepsealpha.com/nepse-chart?symbol=GHL
AKPL,263.8,216.1,306.5,22.07,-13.93,https://nepsealpha.com/nepse-chart?symbol=AKPL
RHGCL,267.0,217.2,700.0,22.93,-61.86,https://nepsealpha.com/nepse-chart?symbol=RHGCL
SSHL,186.0,151.0,313.8,23.18,-40.73,https://nepsealpha.com/nepse-chart?symbol=SSHL
STC,5954.0,4832.0,6000.0,23.22,-0.77,https://nepsealpha.com/nepse-chart?symbol=STC
SHEL,298.7,241.1,347.8,23.89,-14.12,https://nepsealpha.com/nepse-chart?symbol=SHEL
CKHL,685.0,550.0,829.0,24.55,-17.37,https://nepsealpha.com/nepse-chart?symbol=CKHL
HURJA,255.0,204.6,295.0,24.63,-13.56,https://nepsealpha.com/nepse-chart?symbol=HURJA
SHIVM,617.0,495.0,709.0,24.65,-12.98,https://nepsealpha.com/nepse-chart?symbol=SHIVM
LBBL,470.0,376.5,646.3,24.83,-27.28,https://nepsealpha.com/nepse-chart?symbol=LBBL
NHPC,224.0,178.6,248.5,25.42,-9.86,https://nepsealpha.com/nepse-chart?symbol=NHPC
CHDC,2497.0,1990.0,2997.9,25.48,-16.71,https://nepsealpha.com/nepse-chart?symbol=CHDC
MPFL,618.5,491.0,740.0,25.97,-16.42,https://nepsealpha.com/nepse-chart?symbol=MPFL
WNLB,1570.0,1242.1,3808.0,26.4,-58.77,https://nepsealpha.com/nepse-chart?symbol=WNLB
CHL,282.7,223.4,576.0,26.54,-50.92,https://nepsealpha.com/nepse-chart?symbol=CHL
SIFC,584.9,459.0,687.4,27.43,-14.91,https://nepsealpha.com/nepse-chart?symbol=SIFC
SPDL,395.0,308.9,465.0,27.87,-15.05,https://nepsealpha.com/nepse-chart?symbol=SPDL
RFPL,392.0,306.0,860.0,28.1,-54.42,https://nepsealpha.com/nepse-chart?symbol=RFPL
PMHPL,349.0,272.0,468.0,28.31,-25.43,https://nepsealpha.com/nepse-chart?symbol=PMHPL
DORDI,275.0,213.1,465.0,29.05,-40.86,https://nepsealpha.com/nepse-chart?symbol=DORDI
PPCL,371.0,284.1,409.9,30.59,-9.49,https://nepsealpha.com/nepse-chart?symbol=PPCL
UPCL,367.2,277.5,489.0,32.32,-24.91,https://nepsealpha.com/nepse-chart?symbol=UPCL
KKHC,279.0,208.0,475.9,34.13,-41.37,https://nepsealpha.com/nepse-chart?symbol=KKHC
SGHC,399.7,296.0,590.0,35.03,-32.25,https://nepsealpha.com/nepse-chart?symbol=SGHC
ANLB,6355.4,4700.0,6800.0,35.22,-6.54,https://nepsealpha.com/nepse-chart?symbol=ANLB
ULHC,558.0,411.7,603.0,35.54,-7.46,https://nepsealpha.com/nepse-chart?symbol=ULHC
TPC,384.0,270.1,628.9,42.17,-38.94,https://nepsealpha.com/nepse-chart?symbol=TPC
ALBSL,1099.5,771.0,1250.0,42.61,-12.04,https://nepsealpha.com/nepse-chart?symbol=ALBSL
RIDI,291.0,203.5,343.2,43.0,-15.21,https://nepsealpha.com/nepse-chart?symbol=RIDI
SBL,376.0,261.0,416.0,44.06,-9.62,https://nepsealpha.com/nepse-chart?symbol=SBL
PPL,380.0,263.2,607.9,44.38,-37.49,https://nepsealpha.com/nepse-chart?symbol=PPL
MFIL,806.0,545.0,873.0,47.89,-7.67,https://nepsealpha.com/nepse-chart?symbol=MFIL
UMHL,624.0,399.0,706.0,56.39,-11.61,https://nepsealpha.com/nepse-chart?symbol=UMHL
NGPL,424.9,254.8,465.0,66.76,-8.62,https://nepsealpha.com/nepse-chart?symbol=NGPL
TVCL,645.0,377.6,680.0,70.82,-5.15,https://nepsealpha.com/nepse-chart?symbol=TVCL
UNHPL,496.0,290.0,554.7,71.03,-10.58,https://nepsealpha.com/nepse-chart?symbol=UNHPL
DHEL,729.0,402.2,918.9,81.25,-20.67,https://nepsealpha.com/nepse-chart?symbol=DHEL
GMLI,1748.9,962.8,2778.0,81.65,-37.04,https://nepsealpha.com/nepse-chart?symbol=GMLI
BPCL,713.0,380.7,1065.0,87.29,-33.05,https://nepsealpha.com/nepse-chart?symbol=BPCL
RSML,567.5,300.0,567.5,89.17,0.0,https://nepsealpha.com/nepse-chart?symbol=RSML
SABBL,584.5,300.0,584.5,94.83,0.0,https://nepsealpha.com/nepse-chart?symbol=SABBL
BHCL,581.0,292.1,699.0,98.9,-16.88,https://nepsealpha.com/nepse-chart?symbol=BHCL
AKJCL,352.0,172.9,396.0,103.59,-11.11,https://nepsealpha.com/nepse-chart?symbol=AKJCL
