Symbol,Date,Open,High,Low,Close,Percent Change,Volume,EMA_20,EMA_50,RSI,Buy_Signal,Sell_Signal,Signal
SBI,2025-08-18,382.9,401.5,382.9,389.14,1.63,5786871.0,412.974506289381,413.8006658754018,29.13983067805428,False,True,Sell
IHL,2025-08-18,579.0,607.0,568.4,604.41,4.39,11673189.0,577.4881140825247,575.9898923960159,51.136817507850104,True,False,Buy
SRLI,2025-08-18,411.1,411.1,401.0,402.96,-1.98,6295022.0,410.79920497000194,411.22497387452626,27.42313495096805,False,True,Sell
SICL,2025-08-18,746.0,751.0,744.0,744.73,-0.17,4216253.5,767.1223310176844,768.3882800433333,17.572580553953344,False,True,Sell
KBL,2025-08-18,202.0,204.5,201.0,201.65,-0.17,78480530.0,212.3822902854969,212.65261285712018,25.9129324979543,False,True,Sell
SPIL,2025-08-18,826.0,826.0,807.1,809.42,-2.01,13275636.0,823.5071912736851,823.8303297011457,16.911028946744864,False,True,Sell
GMFIL,2025-08-18,482.0,483.7,476.1,479.2,-0.58,6422807.0,498.5740863426273,498.84476683803695,10.479283713853945,False,True,Sell
AKJCL,2025-08-18,205.0,207.9,205.0,206.22,0.6,20444916.0,211.1890546648308,211.42993855815075,19.84807720508016,False,True,Sell
MEHL,2025-08-17,456.0,479.0,456.0,477.53,4.72,25864534.0,454.36240457599087,453.9178025295807,48.845272557288276,True,False,Buy
PBLD87,2025-08-17,1050.0,1050.0,1050.0,1050.0,0.0,52500.0,1043.7642476575393,1043.6743683592322,47.32677209035198,True,False,Buy
PFL,2025-08-17,417.0,417.0,405.0,407.28,-2.33,7140034.0,421.1876506879217,421.66248560104106,26.52525002848985,False,True,Sell
MATRI,2025-08-17,1164.0,1184.9,1136.0,1146.83,-1.48,7858632.0,1192.0538211338733,1194.5516927612503,25.676614811573202,False,True,Sell
HBL,2025-08-17,214.4,218.0,213.0,213.44,-0.45,12320022.0,227.43534975710915,228.25059084935893,24.79747658645728,False,True,Sell
SHPC,2025-08-17,570.0,572.5,561.4,562.67,-1.29,55654572.0,592.8180168402224,594.5135995914918,4.401722758744896,False,True,Sell
SALICO,2025-08-17,689.0,698.0,678.2,683.86,-0.75,9722708.0,703.960490256676,704.1535537291711,25.17625431012361,False,True,Sell
CREST,2025-08-14,1311.0,1320.0,1292.6,1297.2,-1.05,18416218.0,1363.6837423194797,1365.3224333721055,15.614758598739954,False,True,Sell
KBSH,2025-08-14,1940.0,1955.0,1890.0,1904.83,-1.81,1737458.6,1984.1026304488921,1988.677701757803,24.813052964029225,False,True,Sell
UPPER,2025-08-14,197.0,198.8,196.0,196.19,-0.41,38603924.0,201.0571696725639,201.07866348773842,0.6432781935027947,False,True,Sell
GUFL,2025-08-14,554.0,554.0,543.0,543.35,-1.92,3252528.5,563.7652954917182,563.9630854573791,19.87948318793879,False,True,Sell
HEI,2025-08-14,577.0,577.0,570.0,573.04,-0.69,4984736.0,593.800069379254,594.4660047562793,14.761140231709518,False,True,Sell
IGI,2025-08-14,533.67,537.8,529.0,531.06,-0.49,8958981.0,549.8019956039861,550.7654956087528,10.108674688911833,False,True,Sell
RIDI,2025-08-13,250.7,255.9,250.7,251.87,0.47,16133220.0,260.7124132198804,260.9891520720775,18.27484999617043,False,True,Sell
CITY,2025-08-13,648.9,670.0,603.7,618.41,-4.7,46997144.0,869.199203759729,871.5007666601191,13.69793766727193,False,True,Sell
BNT,2025-08-13,12500.0,12590.0,12500.0,12563.75,0.51,1318100.0,12673.33631161287,12674.013027351508,26.14604570237013,False,True,Sell
TRH,2025-08-13,950.0,958.0,940.0,941.06,-0.94,7354750.5,970.062056506685,971.6503209947269,22.73143799366194,False,True,Sell
RFPL,2025-08-12,414.2,430.8,392.4,394.03,-4.87,86108504.0,607.9988974745802,615.8962612844192,10.990064656597156,False,True,Sell
HIDCL,2025-08-12,282.8,292.0,282.8,288.04,1.85,47625020.0,298.394806920018,298.53714492925354,17.218698978287975,False,True,Sell
HATHY,2025-08-12,1215.0,1227.8,1210.0,1214.98,-0.0,17596348.0,1257.835064455531,1259.7253902504378,21.004153919489113,False,True,Sell
SSHL,2025-08-07,202.0,204.0,200.0,201.42,-0.29,24037646.0,248.98194113558367,250.13113097194957,14.339781705993659,False,True,Sell
KSBBLD87,2025-08-06,1044.4,1044.4,1044.4,1044.4,0.0,26110.0,1073.0934945876638,1073.4741103059891,28.44960147317242,False,True,Sell
NABBC,2025-08-03,1691.0,1820.0,1691.0,1722.86,1.88,39108104.0,1639.7790064763724,1635.6954107382355,52.02404319774446,True,False,Buy
SAMAJ,2025-08-03,2419.7,2425.0,2380.0,2399.11,-0.85,3805455.5,2368.221565978134,2367.815531813945,57.034366624214336,True,False,Buy
MMKJL,2025-07-29,605.0,645.0,605.0,630.33,4.19,8224281.0,604.4802954265778,603.0270195375059,55.568388992201506,True,False,Buy
MATRIP,2025-07-28,683.0,683.0,683.0,683.0,0.0,3873293.0,758.547619047619,763.2254901960785,0.0,False,True,Sell
UHEWA,2025-07-28,625.0,630.0,616.0,622.09,-0.47,16769208.0,596.706940088388,596.0903167638616,69.46284101014247,True,False,Buy
DOLTI,2025-07-28,602.0,610.0,595.0,600.26,-0.29,6901798.0,589.410402074781,589.0008406774023,66.86828839101864,True,False,Buy
VLUCL,2025-07-27,655.0,664.8,639.0,640.85,-2.16,14797400.0,621.4150256680163,620.5212208915368,67.23192594785525,True,False,Buy
SJCL,2025-07-24,330.2,338.0,330.2,336.44,1.89,17791840.0,325.12434047485203,325.10850021525886,66.4539446928062,True,False,Buy
SHLB,2025-07-24,2130.0,2147.0,2088.4,2089.95,-1.88,4861299.0,1992.3886182420297,1987.0217077307932,69.30804555055039,True,False,Buy
ENL,2025-07-24,1141.0,1185.2,1141.0,1151.62,0.93,2527358.0,1110.4373510557784,1109.0265234248882,69.6907300586038,True,False,Buy
PMLI,2025-07-23,561.37,572.0,547.2,556.55,-0.86,33476262.0,530.0736965966423,528.5692532325381,55.7393926642822,True,False,Buy
JSLBB,2025-07-23,1470.0,1470.0,1413.0,1440.9,-1.98,8772783.0,1362.109573555997,1361.1959151954,68.05192076879608,True,False,Buy
UNL,2025-07-23,47430.1,48900.0,47430.1,48900.0,3.1,7098167.0,46675.33912343188,46551.682340531675,64.9496352310239,True,False,Buy
NRM,2025-07-23,503.5,507.9,489.0,495.5,-1.59,48690828.0,464.2448150426415,462.48990192132186,65.14427239029217,True,False,Buy
MLBS,2025-07-23,1750.0,1778.0,1725.0,1739.0,-0.63,2837576.0,1645.435452435255,1641.5668418108103,63.974609217046215,True,False,Buy
BFC,2025-07-22,530.0,530.0,520.0,526.38,-0.68,23479378.0,503.14284591824736,502.89991555053336,68.8178061533359,True,False,Buy
BHDC,2025-07-22,568.0,624.8,557.0,623.44,9.76,173341820.0,513.2317436039368,506.98082268436076,69.3545609356257,True,False,Buy
MSHL,2025-07-22,904.0,946.5,904.0,916.79,1.41,1740333.0,888.2358417315356,887.6927553175767,67.45496904022812,True,False,Buy
RLFL,2025-07-21,509.9,510.0,500.0,502.29,-1.49,22715406.0,492.4429178331223,491.98114773846737,66.79972073930995,True,False,Buy
CFCL,2025-07-21,562.0,562.0,542.2,554.49,-1.34,20402166.0,536.0189737928172,535.5626943624877,69.35578701181262,True,False,Buy
BNHC,2025-07-21,527.1,540.0,526.0,532.28,0.98,22356216.0,510.9124486042114,510.33777656920716,69.4936272042201,True,False,Buy
NCCD86,2025-07-21,1120.0,1120.0,1120.0,1120.0,0.0,84000.0,1110.615045208631,1110.166927542335,49.76370494038972,True,False,Buy
CKHL,2025-07-21,716.0,723.1,701.2,708.53,-1.04,8185414.5,664.3652120368204,663.472823361339,66.91099094871412,True,False,Buy
ULBSL,2025-07-21,3547.0,3649.0,3516.0,3633.43,2.44,31513560.0,3433.1782993837382,3423.5642138354883,66.44331897746807,True,False,Buy
RURU,2025-07-17,739.0,750.0,736.9,742.31,0.45,25603320.0,718.1849068332004,717.0928019894245,65.06293640727264,True,False,Buy
SBLPO,2025-07-17,172.0,172.0,172.0,172.0,0.0,4300000.0,174.71428571428572,174.8823529411765,0.0,False,True,Sell
MKJC,2025-07-17,509.7,550.8,509.7,544.09,6.75,31090356.0,521.7435397630212,521.4227335653857,56.42228077873154,True,False,Buy
NMBD89/90,2025-07-17,1215.0,1230.0,1215.0,1239.3,2.0,24621.5,1195.8886202047922,1194.1580667291664,58.14011878951078,True,False,Buy
EBLD91,2025-07-16,1010.0,1050.0,1010.0,1050.0,3.96,311657.5,1027.5765616690219,1027.3431518183615,58.88529536468245,True,False,Buy
UMRH,2025-07-16,606.0,616.9,601.0,611.69,0.94,29231478.0,588.9437814650402,588.3988579117104,64.16437748941367,True,False,Buy
RLFLPO,2025-07-16,274.0,274.0,274.0,274.0,0.0,8313708.0,300.23809523809524,301.8627450980392,0.0,False,True,Sell
NIFRAGED,2025-07-16,1002.0,1002.0,1000.0,1000.0,-0.2,350275.0,1000.9047619047618,1000.9607843137255,0.0,False,True,Sell
GMFBS,2025-07-15,1635.0,1639.8,1617.0,1633.44,-0.1,857789.1,1570.4844882555583,1567.8919739163507,69.8703081810651,True,False,Buy
RSDC,2025-07-15,685.0,690.9,675.0,689.62,0.67,8348363.5,671.409061598064,670.8898764753432,68.31824345343455,True,False,Buy
ICFCD88,2025-07-15,1069.6,1100.0,1069.6,1100.0,2.84,108522.5,1093.4297591356553,1093.3146757776417,51.70127553857845,True,False,Buy
NADEP,2025-07-15,860.2,890.0,857.0,880.24,2.33,3503006.2,854.8601980240098,853.3864437147281,66.32429556381298,True,False,Buy
MLBL,2025-07-15,395.8,399.9,390.0,397.07,0.32,13843691.0,388.3311355829744,388.1232697647752,65.74377900755069,True,False,Buy
KMCDB,2025-07-14,1055.0,1073.9,1035.2,1040.96,-1.33,6300255.0,1027.9115515093165,1027.8834721533674,64.1716089682646,True,False,Buy
WNLBP,2025-07-14,1403.0,1403.0,1403.0,100.0,-92.87,1166100.0,1278.904761904762,1351.9019607843138,0.0,False,True,Sell
MBLEF,2025-07-14,9.41,9.59,9.06,9.3,-1.17,66684.0,9.067039812707746,9.058333233142143,67.3202557343574,True,False,Buy
ACLBSL,2025-07-14,1095.0,1099.0,1071.2,1079.59,-1.41,4248697.5,1054.8224944678307,1054.2634125075153,66.31693226344336,True,False,Buy
DLBS,2025-07-13,1563.4,1570.0,1525.0,1559.93,-0.22,3549207.5,1481.5760461711156,1479.3142767086665,68.90865963860912,True,False,Buy
NMBHF2,2025-07-13,8.82,9.1,8.76,9.01,2.15,274308.0,8.787507965008821,8.78746169246103,61.654126712218265,True,False,Buy
NLIC,2025-07-13,790.0,806.0,775.0,777.22,-1.62,43644510.0,758.3788535985791,757.4130793068936,69.26493513408514,True,False,Buy
CYCL,2025-07-13,1686.7,1753.0,1671.0,1701.57,0.88,25954548.0,1638.7011827579142,1635.83912015254,69.23259559480351,True,False,Buy
GVL,2025-07-10,465.7,475.1,461.3,469.36,0.79,21395704.0,461.37564264888954,460.9637954876151,63.65015522913674,True,False,Buy
HDL,2025-07-09,1220.0,1227.0,1214.0,1220.62,0.05,46417956.0,1202.2859213506017,1202.0985102780326,66.00571002979146,True,False,Buy
MBL,2025-07-08,224.2,228.0,222.1,226.32,0.95,14952343.0,221.73386347665556,221.55084958720616,69.8636509798051,True,False,Buy
ICFC,2025-07-08,620.0,626.0,614.0,623.21,0.52,8602786.0,612.8379651603805,612.3944084637811,54.95302096356358,True,False,Buy
GBBL,2025-07-08,402.0,403.0,396.6,401.27,-0.18,6575438.5,395.66727885540206,395.5509012790842,66.58230852502861,True,False,Buy
NMLBBL,2025-07-07,660.0,670.0,651.0,660.81,0.12,10661340.0,648.9140631733302,648.6865476164799,52.49394082700323,True,False,Buy
GBILD84/85,2025-07-06,1177.0,1180.0,1177.0,1180.0,0.25,222930.0,1166.8995643733697,1166.7856885387896,58.52302457671922,True,False,Buy
MNMF1,2025-07-06,9.2,9.38,9.14,9.21,0.11,212445.05,9.160521322144062,9.160521204603631,55.223889094885536,True,False,Buy
RBCLPO,2025-07-06,11804.0,12000.0,11803.2,12000.0,1.66,10422951.0,11592.406512511008,11570.944497887469,64.10831400481577,True,False,Buy
SMATA,2025-07-03,840.4,849.8,795.0,822.23,-2.16,17986198.0,792.4257616070521,791.709252264614,68.66144503792654,True,False,Buy
NABIL,2025-07-02,494.5,495.8,491.0,494.96,0.09,27202962.0,490.21920683740007,490.10240442733783,66.15923112795417,True,False,Buy
RSY,2025-07-02,9.02,9.2,9.02,9.11,1.0,75051.0,9.070421200071326,9.069205128789388,52.85714091086821,True,False,Buy
MEL,2025-07-02,327.3,333.0,322.0,323.26,-1.23,24351350.0,311.4737511470928,311.1981206366597,64.56141439160145,True,False,Buy
NMFBS,2025-07-02,1275.0,1284.0,1265.0,1273.4,-0.13,12148040.0,1230.248972095577,1229.7587947774757,68.05357142857143,True,False,Buy
GRDBL,2025-07-01,1300.0,1422.9,1280.0,1378.98,6.08,53356868.0,1253.0393658201742,1252.300581484209,62.80878443691463,True,False,Buy
DDBL,2025-07-01,806.0,825.0,801.1,817.35,1.41,14706445.0,795.7981896194625,794.9437483218748,58.79105011189269,True,False,Buy
SAPDBL,2025-07-01,1150.9,1243.9,1058.0,1191.17,3.5,252059470.0,1017.1189485735872,1010.1303273223251,63.132001532148955,True,False,Buy
HLIPO,2025-07-01,221.5,221.5,221.5,221.5,0.0,36169400.0,225.57142857142858,225.82352941176472,0.0,False,True,Sell
KSBBL,2025-06-30,455.3,458.0,446.0,453.05,-0.49,12654761.0,446.5244601654405,446.4228075632534,53.87092469476912,True,False,Buy
ADBLD83,2025-06-30,1093.0,1093.0,1093.0,1106.94,1.28,340076.4,1093.219838079253,1092.9404954222443,54.43882054533073,True,False,Buy
ICFCD83,2025-06-30,1245.7,1295.0,1245.7,1295.0,3.96,19300.0,1214.0280908319273,1211.8533583959284,64.2579136007129,True,False,Buy
NUBL,2025-06-30,690.0,696.0,686.1,694.46,0.65,7976700.0,680.3370800880659,679.9393816661534,65.98870190672866,True,False,Buy
