Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,150,280.67,363.0,0,12350.0,12350.0,29.33
HURJA,47,118.0,259.6,0,6655.2,6655.2,120.0
UNHPL,65,415.38,506.0,0,5890.0,5890.0,21.81
SSHL,200,190.0,195.0,0,1000.0,1000.0,2.63
PPCL,510,390.0,388.7,0,-663.0,-663.0,-0.33
DORDI,130,307.54,296.0,0,-1500.0,-1500.0,-3.75
MEL,164,323.0,293.1,0,-4903.6,-4903.6,-9.26
SINDU,115,866.3,821.0,0,-5210.0,-5210.0,-5.23
SAGAR,90,2220.0,2080.0,0,-12600.0,-12600.0,-6.31
HLBSL,95,1079.0,910.0,0,-16055.0,-16055.0,-15.66
GBLBS,60,1519.0,765.2,0,-45228.0,-45228.0,-49.62
