Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low,Chart_URL
SLBBLP,453.0,453.0,0.0,N/A,https://nepsealpha.com/nepse-chart?symbol=SLBBLP
TAMOR,428.1,428.1,0.0,N/A,https://nepsealpha.com/nepse-chart?symbol=TAMOR
CIT,1741.0,1730.8,0.59,N/A,https://nepsealpha.com/nepse-chart?symbol=CIT
MKHC,319.0,317.0,0.63,N/A,https://nepsealpha.com/nepse-chart?symbol=MKHC
MLBSL,1875.0,1860.0,0.81,N/A,https://nepsealpha.com/nepse-chart?symbol=MLBSL
SPL,773.0,765.0,1.05,N/A,https://nepsealpha.com/nepse-chart?symbol=SPL
SKBBL,761.3,752.7,1.14,N/A,https://nepsealpha.com/nepse-chart?symbol=SKBBL
SWBBL,735.0,724.8,1.41,N/A,https://nepsealpha.com/nepse-chart?symbol=SWBBL
BGWT,761.1,750.0,1.48,N/A,https://nepsealpha.com/nepse-chart?symbol=BGWT
