Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
ENL,587.9,691.6,-14.99,N/A
JFL,266.6,313.6,-14.99,N/A
SINDU,423.1,497.7,-14.99,N/A
MDBPO,318.0,359.0,-11.42,N/A
KDL,623.2,700.0,-10.97,N/A
HBLPO,102.0,111.6,-8.6,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
MNBBL,318.4,340.1,-6.38,N/A
NFS,491.1,520.0,-5.56,N/A
SMATAP,421.0,441.0,-4.54,N/A
SAPDBL,632.0,660.0,-4.24,N/A
TVCL,293.1,300.9,-2.59,N/A
SCBD,1056.6,1070.0,-1.25,N/A
NMBD2085,1102.1,1107.5,-0.49,N/A
AHL,356.3,358.0,-0.47,N/A
NMBUR93/94,903.1,907.1,-0.44,N/A
SBLD84,1025.0,1029.0,-0.39,N/A
HATHY,575.0,577.0,-0.35,N/A
BOKD86KA,1096.5,1100.0,-0.32,N/A
NMB50,9.68,9.7,-0.21,N/A
NBLD82,1018.5,1020.5,-0.2,N/A
MATRIP,523.5,523.5,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
NICAP,179.0,179.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
JBBLPO,179.0,179.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
GUFLPO,298.0,298.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
SALICOPO,270.0,270.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
FOWADP,550.0,550.0,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
SRLIP,197.6,197.6,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
NUBL,564.9,564.1,0.14,N/A
GBLBS,647.0,646.0,0.15,N/A
LBLD86,1085.0,1083.0,0.18,N/A
PBLD86,1103.0,1100.2,0.25,N/A
PBD84,1070.0,1067.0,0.28,N/A
GWFD83,1020.1,1016.0,0.4,N/A
DOLTI,276.3,275.0,0.47,N/A
NBLD85,1025.1,1020.0,0.5,N/A
ADBLD83,1020.1,1015.0,0.5,N/A
SBIBD86,1130.0,1123.0,0.62,N/A
NIMB,182.2,181.0,0.66,N/A
CLI,413.0,410.2,0.68,N/A
PBLD84,1065.1,1057.2,0.75,N/A
NRM,275.1,273.0,0.77,N/A
ULI,358.0,355.0,0.85,N/A
NICD83/84,1010.0,1001.4,0.86,N/A
MND84/85,1052.0,1042.8,0.88,N/A
LICN,751.7,745.0,0.9,N/A
ADBLB86,1010.0,1000.0,1.0,N/A
PRVUPO,101.0,100.0,1.0,N/A
NSIF2,9.85,9.75,1.03,N/A
SBD87,1062.0,1050.0,1.14,N/A
NBLD87,1065.1,1052.5,1.2,N/A
SALICO,519.0,512.0,1.37,N/A
NIBD84,1031.1,1017.2,1.37,N/A
SRBLD83,1020.0,1006.1,1.38,N/A
