Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,362.0,23395.0,-910.0,22485.0,165.57
SSHL,0,0.0,201.1,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,234.2,0.0,5461.4,5461.4,98.47
UNHPL,65,415.38,388.0,0.0,-1780.0,-1780.0,-6.59
DORDI,130,307.54,252.5,0.0,-7155.0,-7155.0,-17.9
PPCL,10,390.0,347.0,-8000.0,-430.0,-8430.0,-216.15
SINDU,115,866.3,721.9,0.0,-16606.5,-16606.5,-16.67
MEL,164,323.0,220.1,0.0,-16875.6,-16875.6,-31.86
HLBSL,95,1079.0,887.9,0.0,-18154.5,-18154.5,-17.71
GBLBS,60,1519.0,750.0,0.0,-46140.0,-46140.0,-50.63
SAGAR,90,2220.0,1541.1,0.0,-61101.0,-61101.0,-30.58
