Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,355.0,23395.0,-1155.0,22240.0,163.77
SSHL,0,0.0,214.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,253.7,0.0,6377.9,6377.9,115.0
UNHPL,65,415.38,480.0,0.0,4200.0,4200.0,15.56
DORDI,130,307.54,272.0,0.0,-4620.0,-4620.0,-11.56
PPCL,10,390.0,375.0,-8000.0,-150.0,-8150.0,-208.97
MEL,164,323.0,226.5,0.0,-15826.0,-15826.0,-29.88
HLBSL,95,1079.0,890.0,0.0,-17955.0,-17955.0,-17.52
SINDU,115,866.3,706.0,0.0,-18435.0,-18435.0,-18.5
GBLBS,60,1519.0,762.2,0.0,-45408.0,-45408.0,-49.82
SAGAR,90,2220.0,1678.0,0.0,-48780.0,-48780.0,-24.41
