Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
CYCLP,864.0,864.0,864.0,0.0,0.0
GBIMEP,100.0,100.0,122.0,0.0,-18.03
KBLPO,100.0,100.0,115.0,0.0,-13.04
PCBLP,100.0,100.0,105.3,0.0,-5.03
NIBD2082,1014.3,1014.3,1170.0,0.0,-13.31
ADBLD83,1047.3,1042.2,1160.0,0.49,-9.72
SRBLD83,1049.0,1038.8,1126.0,0.98,-6.84
RBBD83,1035.0,1021.0,1100.0,1.37,-5.91
NBLD82,1060.0,1042.5,1150.0,1.68,-7.83
HBLD83,1040.0,1020.0,1111.0,1.96,-6.39
ICFCD83,1135.2,1113.0,1368.9,1.99,-17.07
NSY,9.63,9.43,10.19,2.12,-5.5
TAMOR,421.0,409.0,576.0,2.93,-26.91
MSHL,808.0,782.0,979.0,3.32,-17.47
SBLD84,1066.9,1031.3,1115.0,3.45,-4.31
GMLI,1755.0,1694.0,2778.0,3.6,-36.83
MKCL,1387.0,1333.0,1900.0,4.05,-27.0
GWFD83,1137.0,1090.0,1464.8,4.31,-22.38
SAND2085,1122.0,1075.0,1189.0,4.37,-5.63
SBID83,1070.0,1025.0,1226.0,4.39,-12.72
UNLB,1890.0,1810.0,2480.0,4.42,-23.79
SCBD,1117.0,1068.0,1236.0,4.59,-9.63
BNL,15348.9,14635.8,20338.4,4.87,-24.53
VLBS,773.1,737.0,1008.0,4.9,-23.3
KBSH,1700.1,1618.0,2625.0,5.07,-35.23
UNL,47290.0,45000.0,50724.0,5.09,-6.77
NMBD87/88,1070.0,1017.8,1196.4,5.13,-10.57
RAWA,722.0,686.0,913.8,5.25,-20.99
GLBSL,1937.3,1838.6,3232.0,5.37,-40.06
BGWT,770.1,730.7,1110.0,5.39,-30.62
GMFBS,1460.0,1385.1,1871.0,5.41,-21.97
MLBBL,1357.0,1285.0,2019.0,5.6,-32.79
NIBD84,1071.5,1013.1,1130.0,5.76,-5.18
NICAD2091,1063.3,1005.2,1102.6,5.78,-3.56
CIZBD86,1161.0,1096.4,1320.9,5.89,-12.11
PBD85,1082.0,1020.6,1150.0,6.02,-5.91
CBLD88,1175.0,1108.0,1265.0,6.05,-7.11
SMH,640.0,603.0,1024.8,6.14,-37.55
MLBSL,1919.9,1808.4,2435.5,6.17,-21.17
SKBBL,799.0,752.0,999.0,6.25,-20.02
RURU,680.2,640.0,853.0,6.28,-20.26
CIT,1840.0,1730.8,2168.0,6.31,-15.13
NCCD86,1120.0,1052.4,1230.0,6.42,-8.94
MAKAR,548.1,515.0,802.0,6.43,-31.66
NBLD87,1075.1,1010.1,1150.0,6.44,-6.51
NMB50,10.38,9.75,11.93,6.46,-12.99
SMJC,494.0,464.0,679.3,6.47,-27.28
USLB,1483.9,1393.0,2750.0,6.53,-46.04
BEDC,533.5,500.0,929.1,6.7,-42.58
CSY,9.47,8.87,10.0,6.76,-5.3
HBLD86,1169.6,1095.1,1201.0,6.8,-2.61
HLICF,9.34,8.74,10.55,6.86,-11.47
RBBF40,9.6,8.98,10.11,6.9,-5.04
SBIBD86,1123.0,1050.0,1222.0,6.95,-8.1
SWBBL,768.0,718.0,1046.5,6.96,-26.61
NMBD89/90,1225.0,1145.1,1336.0,6.98,-8.31
KBLD89,1245.0,1162.6,1335.0,7.09,-6.74
SHLB,1644.0,1535.1,2349.0,7.09,-30.01
SBD87,1092.0,1019.5,1139.0,7.11,-4.13
MND84/85,1098.0,1025.0,1128.0,7.12,-2.66
SMPDA,900.0,840.0,1155.0,7.14,-22.08
CGH,858.5,800.2,1150.0,7.29,-25.35
SBLD83,1116.5,1038.7,1122.0,7.49,-0.49
PBD84,1140.0,1060.5,1182.0,7.5,-3.55
MLBS,1500.0,1395.0,1915.0,7.53,-21.67
NLG,704.9,655.0,976.2,7.62,-27.79
JBLB,1371.5,1270.7,1644.0,7.93,-16.58
EBLD85,1190.0,1102.5,1250.0,7.94,-4.8
GILB,1188.0,1100.0,1441.6,8.0,-17.59
KMCDB,965.0,893.0,1223.0,8.06,-21.1
IHL,530.0,490.0,718.0,8.16,-26.18
SPL,754.0,696.3,1035.0,8.29,-27.15
MBLD87,1106.0,1021.0,1169.0,8.33,-5.39
HDL,1195.0,1103.0,1556.1,8.34,-23.21
BBC,4858.0,4480.0,6661.6,8.44,-27.07
MANDU,831.9,766.5,970.0,8.53,-14.24
LBBLD89,1240.0,1142.0,1346.0,8.58,-7.88
HATHY,951.0,875.5,1469.8,8.62,-35.3
SDBD87,1130.0,1040.2,1196.2,8.63,-5.53
BOKD86KA,1204.0,1108.1,1196.4,8.65,0.64
MCHL,426.0,392.0,641.0,8.67,-33.54
LBLD88,1101.0,1013.1,1166.0,8.68,-5.57
NICL,525.0,483.0,877.8,8.7,-40.19
NHDL,677.5,623.0,882.3,8.75,-23.21
