Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
MDBPO,318.0,359.0,-11.42,N/A
ICFCD83,843.2,934.2,-9.74,N/A
MKJC,276.3,302.0,-8.51,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
WNLB,1012.0,1088.0,-6.99,N/A
MSHL,510.3,544.0,-6.19,N/A
NRIC,793.0,845.0,-6.15,N/A
SGIC,378.0,400.1,-5.52,N/A
MANDU,635.0,670.0,-5.22,N/A
RHPL,165.9,175.0,-5.2,N/A
SALICO,521.6,550.0,-5.16,N/A
MKCL,820.0,860.0,-4.65,N/A
SMATAP,421.0,441.0,-4.54,N/A
NLG,483.9,505.3,-4.24,N/A
CHCL,362.5,378.3,-4.18,N/A
NICL,416.9,433.0,-3.72,N/A
MLBSL,1050.0,1090.0,-3.67,N/A
MATRI,726.0,753.1,-3.6,N/A
EHPL,300.0,311.0,-3.54,N/A
ULHC,287.1,297.0,-3.33,N/A
MCHL,238.8,247.0,-3.32,N/A
KBSH,839.0,866.1,-3.13,N/A
SPIL,588.0,606.3,-3.02,N/A
HLI,287.0,295.9,-3.01,N/A
NWCL,581.0,599.0,-3.01,N/A
HBLPO,111.6,115.0,-2.96,N/A
BHPL,433.0,446.0,-2.91,N/A
HRL,515.0,530.0,-2.83,N/A
UAIL,371.3,382.0,-2.8,N/A
BNHC,252.0,259.0,-2.7,N/A
SMJC,400.0,411.0,-2.68,N/A
AHL,369.0,379.0,-2.64,N/A
NIL,516.0,526.0,-1.9,N/A
MBLEF,8.5,8.63,-1.51,N/A
MKHC,233.0,236.5,-1.48,N/A
BHDC,406.0,412.0,-1.46,N/A
MAKAR,390.2,395.7,-1.39,N/A
GWFD83,1016.2,1030.2,-1.36,N/A
NRM,280.0,283.8,-1.34,N/A
SCBD,1056.6,1070.0,-1.25,N/A
SMFBS,1319.0,1335.0,-1.2,N/A
SICL,527.1,533.5,-1.2,N/A
OHL,595.1,602.0,-1.15,N/A
SBCF,8.73,8.82,-1.02,N/A
PRIN,573.2,579.1,-1.02,N/A
RBCLPO,10900.0,11000.0,-0.91,N/A
BEDC,278.0,280.4,-0.86,N/A
NMBHF2,8.5,8.57,-0.82,N/A
NESDO,1300.0,1310.0,-0.76,N/A
SHLB,1262.5,1272.0,-0.75,N/A
MEL,195.0,196.3,-0.66,N/A
DLBS,990.0,996.2,-0.62,N/A
TVCL,344.0,346.0,-0.58,N/A
SBLD83,1000.0,1005.0,-0.5,N/A
PMLI,400.1,402.0,-0.47,N/A
SBLD84,1025.0,1029.0,-0.39,N/A
VLBS,607.9,610.2,-0.38,N/A
BOKD86KA,1096.5,1100.0,-0.32,N/A
IGI,374.0,375.0,-0.27,N/A
NMB50,9.68,9.7,-0.21,N/A
NLICL,538.4,539.0,-0.11,N/A
RBCL,13388.0,13400.0,-0.09,N/A
RBBD83,1010.3,1010.9,-0.06,N/A
SHINEP,222.0,222.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
SALICOPO,270.0,270.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
NIBD84,1030.0,1030.0,0.0,N/A
NFS,525.0,525.0,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
NICAP,179.0,179.0,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
FOWADP,550.0,550.0,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
VLUCL,368.0,368.0,0.0,N/A
MLBS,1000.0,1000.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
