Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
API,40,WATCH,295.0,46.4,UP,52.5,0.69,-0.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
EBL,40,WATCH,665.5,42.4,UP,47.5,0.4,-0.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
MHNL,40,WATCH,265.7,41.7,UP,43.7,0.52,-2.3,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
KBL,40,WATCH,183.0,36.1,UP,12.5,0.69,-0.7,"Low_RSI, Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
AKPL,40,WATCH,265.0,46.7,UP,59.3,0.99,-0.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SIFC,40,WATCH,577.0,42.4,UP,59.3,0.16,-1.8,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SPDL,40,WATCH,401.9,37.0,UP,61.8,0.65,-2.5,"Low_RSI, Weak_Uptrend, Above_200SMA, Below_BB_Middle"
UNHPL,40,WATCH,482.9,54.9,UP,76.8,0.54,-1.2,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
ICFC,35,WATCH,640.2,24.4,DOWN,49.9,0.45,-2.2,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
RLFL,35,WATCH,447.0,39.2,UP,15.6,0.46,-2.6,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
PMHPL,35,WATCH,348.0,61.9,UP,41.2,0.75,-0.3,"Strong_Uptrend, Above_200SMA"
RHPL,30,WATCH,294.0,56.1,UP,16.8,1.42,5.8,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Above_Avg_Volume, Positive_5D_Momentum"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
MPFL,30,WATCH,610.0,37.7,DOWN,45.0,0.53,-3.2,"Low_RSI, Above_200SMA, Below_BB_Middle"
SBL,30,WATCH,373.0,31.0,DOWN,81.5,0.64,-0.3,"Low_RSI, Above_200SMA, Below_BB_Middle"
TRH,30,WATCH,743.0,50.4,UP,10.8,0.47,-0.7,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SJCL,30,WATCH,301.8,51.7,UP,29.8,2.14,1.7,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
RADHI,30,WATCH,831.7,51.4,UP,90.0,0.59,-3.5,"Strong_Uptrend, Above_200SMA, Near_52W_High, Below_BB_Middle"
NYADI,30,WATCH,401.5,47.3,UP,8.2,0.96,0.6,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
SBI,30,WATCH,405.0,42.0,DOWN,35.4,2.06,0.0,"Above_200SMA, Below_BB_Middle, High_Volume"
GFCL,30,WATCH,640.0,40.3,DOWN,29.1,0.49,-1.5,"Above_200SMA, Lower_Half_Range, Below_BB_Middle"
CORBL,30,WATCH,1610.0,34.6,DOWN,12.3,0.29,-5.2,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
JFL,25,NEUTRAL,424.8,14.5,DOWN,6.2,0.38,-1.6,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
SINDU,25,NEUTRAL,731.0,33.8,DOWN,15.0,0.37,-7.2,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SADBL,25,NEUTRAL,412.0,43.0,UP,23.6,0.65,0.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SAPDBL,25,NEUTRAL,814.0,16.0,DOWN,12.8,0.27,-2.2,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NGPL,25,NEUTRAL,425.1,53.9,UP,87.7,1.02,0.5,"Strong_Uptrend, Above_200SMA, Near_52W_High"
UPCL,25,NEUTRAL,373.0,38.5,UP,50.4,0.75,0.3,"Low_RSI, Strong_Uptrend, Below_200SMA, Below_BB_Middle"
ALICL,25,NEUTRAL,442.8,20.5,DOWN,0.0,1.24,-6.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, Above_Avg_Volume, Negative_5D_Momentum_Reversal"
DHPL,25,NEUTRAL,303.9,49.9,UP,21.3,0.65,-2.3,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
CHL,25,NEUTRAL,280.5,51.0,UP,15.2,0.75,-2.6,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BARUN,25,NEUTRAL,346.2,41.5,UP,17.2,0.57,-4.9,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
AKJCL,20,NEUTRAL,373.0,81.2,UP,94.3,0.76,2.2,"Overbought_RSI, Strong_Uptrend, Above_200SMA, Near_52W_High, Strong_20D_Momentum"
PFL,20,NEUTRAL,372.0,37.5,DOWN,7.5,0.4,-1.8,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SANIMA,20,NEUTRAL,332.5,42.2,DOWN,42.8,0.85,2.0,"Above_200SMA, Below_BB_Middle"
SPC,20,NEUTRAL,499.0,28.3,DOWN,20.6,0.68,-2.7,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NLICL,15,NEUTRAL,569.0,32.4,DOWN,13.0,3.23,-2.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
SHPC,15,NEUTRAL,536.0,41.4,UP,39.7,0.54,1.1,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
UPPER,15,NEUTRAL,185.3,47.9,UP,30.9,0.83,-2.0,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
JOSHI,15,NEUTRAL,296.0,50.7,UP,17.8,0.73,-4.6,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
JBBL,15,NEUTRAL,332.0,33.2,DOWN,27.1,0.39,0.8,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
GMFIL,15,NEUTRAL,457.0,31.0,DOWN,27.0,0.57,-0.9,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BFC,15,NEUTRAL,465.0,30.7,DOWN,15.6,0.38,-2.5,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NRN,15,NEUTRAL,1534.0,44.1,UP,34.8,0.78,-6.5,"Weak_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NICA,10,NEUTRAL,323.0,27.9,DOWN,14.6,1.42,0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
TPC,10,NEUTRAL,392.0,58.5,UP,30.4,1.16,-0.8,"Strong_Uptrend, Below_200SMA"
NABIL,10,NEUTRAL,497.0,54.3,UP,26.7,1.19,0.2,"Weak_Uptrend, Below_200SMA, Lower_Half_Range"
CGH,10,NEUTRAL,821.1,24.0,DOWN,0.4,1.32,-3.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
AHPC,10,NEUTRAL,275.9,54.6,UP,39.2,1.2,-1.5,"Strong_Uptrend, Below_200SMA"
LICN,10,NEUTRAL,825.0,26.6,DOWN,9.1,1.41,-1.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
KSBBL,10,NEUTRAL,455.6,41.3,DOWN,25.9,1.22,0.1,"Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
LBBL,5,NEUTRAL,474.0,30.9,DOWN,36.8,0.46,0.2,"Low_RSI, Below_200SMA, Below_BB_Middle"
CZBIL,5,NEUTRAL,188.1,24.1,DOWN,4.2,0.71,-1.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
EDBL,5,NEUTRAL,590.0,29.9,DOWN,12.0,0.28,0.7,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,5,NEUTRAL,231.5,20.5,DOWN,0.0,0.47,-0.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NLIC,5,NEUTRAL,750.0,20.1,DOWN,24.3,1.49,-1.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
NBL,5,NEUTRAL,240.7,32.7,DOWN,13.7,1.28,-0.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
SHL,5,NEUTRAL,489.0,27.9,DOWN,12.1,0.66,-1.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GRDBL,5,NEUTRAL,1075.0,22.4,DOWN,11.8,0.71,-1.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
SFCL,0,NEUTRAL,381.0,37.8,DOWN,3.3,0.53,-1.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NMB,0,NEUTRAL,235.0,33.3,DOWN,5.6,0.98,1.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PRVU,0,NEUTRAL,182.0,30.1,DOWN,1.2,0.72,-1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NHDL,0,NEUTRAL,647.0,36.2,DOWN,3.0,0.95,-1.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PROFL,0,NEUTRAL,453.0,31.7,DOWN,10.8,0.43,-1.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
NFS,0,NEUTRAL,625.0,33.3,DOWN,8.3,0.42,-2.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,0,NEUTRAL,188.6,30.5,DOWN,3.0,0.81,0.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MLBL,0,NEUTRAL,364.1,34.1,DOWN,8.5,0.79,-1.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GBIME,0,NEUTRAL,223.2,24.6,DOWN,17.1,0.56,-0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ADBL,0,NEUTRAL,296.5,27.3,DOWN,30.2,1.71,0.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle, High_Volume"
HPPL,0,NEUTRAL,461.4,25.4,DOWN,19.0,0.37,-1.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
MBL,-5,NEUTRAL,226.0,40.8,DOWN,32.4,0.66,0.4,"Below_200SMA, Below_BB_Middle"
MEN,-5,NEUTRAL,574.3,32.9,DOWN,25.6,0.57,-1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIFRA,-5,NEUTRAL,258.8,32.4,DOWN,19.6,0.83,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
OHL,-10,NEUTRAL,708.0,44.7,DOWN,11.6,0.38,-2.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
CHCL,-10,NEUTRAL,466.9,45.6,DOWN,2.5,1.02,-0.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KPCL,-10,NEUTRAL,522.2,42.6,DOWN,11.3,0.31,-1.7,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
BPCL,-10,NEUTRAL,711.0,28.3,DOWN,50.4,0.54,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
UMRH,-10,NEUTRAL,546.0,41.4,DOWN,4.7,0.58,-1.7,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MNBBL,-10,NEUTRAL,359.0,42.2,DOWN,11.3,0.67,-1.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RURU,-10,NEUTRAL,660.0,41.7,DOWN,5.6,0.36,-1.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHINE,-10,NEUTRAL,403.5,42.6,DOWN,13.5,0.77,-0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MKJC,-25,AVOID,529.0,47.0,DOWN,33.2,0.68,-1.7,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SAHAS,-25,AVOID,556.0,40.9,DOWN,35.0,1.11,0.1,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
