Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,367.0,23395.0,-735.0,22660.0,166.86
SSHL,0,0.0,219.9,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,263.0,0.0,6815.0,6815.0,122.88
UNHPL,65,415.38,478.0,0.0,4070.0,4070.0,15.07
DORDI,130,307.54,280.0,0.0,-3580.0,-3580.0,-8.95
PPCL,10,390.0,388.4,-8000.0,-16.0,-8016.0,-205.54
MEL,164,323.0,239.1,0.0,-13759.6,-13759.6,-25.98
HLBSL,95,1079.0,907.0,0.0,-16340.0,-16340.0,-15.94
SINDU,115,866.3,712.0,0.0,-17745.0,-17745.0,-17.81
GBLBS,60,1519.0,783.0,0.0,-44160.0,-44160.0,-48.45
SAGAR,90,2220.0,1725.0,0.0,-44550.0,-44550.0,-22.3
