Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,403.5,23395.0,542.5,23937.5,176.27
SSHL,0,0.0,235.2,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,290.9,0.0,8126.3,8126.3,146.53
UNHPL,65,415.38,516.2,0.0,6553.0,6553.0,24.27
DORDI,130,307.54,299.0,0.0,-1110.0,-1110.0,-2.78
SINDU,115,866.3,834.0,0.0,-3715.0,-3715.0,-3.73
MEL,164,323.0,278.4,0.0,-7314.4,-7314.4,-13.81
PPCL,10,390.0,417.0,-8000.0,270.0,-7730.0,-198.21
HLBSL,95,1079.0,914.0,0.0,-15675.0,-15675.0,-15.29
SAGAR,90,2220.0,1918.0,0.0,-27180.0,-27180.0,-13.6
GBLBS,60,1519.0,780.0,0.0,-44340.0,-44340.0,-48.65
