Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52 Weeks High,52 Weeks Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
HRL,2025-01-24,880,881,855,859.0,,195123.0,"1,060.00",512,819.4162659254356,817.4971358396047,66.41845106191136,95148.43333333333,4.228720692996376,1.4760720568151782,True
SARBTM,2025-01-23,802.2,802.2,775,781.0,,50980.0,"1,083.00",556,754.1704134038092,753.4099914309875,65.69767441860465,36654.36666666667,2.533384065071459,0.8504849954467545,True
UAIL,2025-01-23,675,681.9,658,664.0,,13303.0,837.3,514,648.9734121490525,648.2865158354018,54.76190476190476,29590.766666666666,1.5652089420357924,0.526403050064755,True
NICL,2025-01-22,"1,012.90","1,022.00",994,1019.0,,30913.0,"1,162.00",800,982.1718933350115,980.3482918705283,65.3061224489796,10782.5,1.7797618086768352,0.6453217455537015,True
BNL,2025-01-21,"18,000.00","18,000.00","18,000.00",18000.0,,20.0,"23,765.60","6,360.20",16609.62093379275,16577.10823208765,68.53525660021245,55.4,117.07983220536698,38.751051414561516,True
PRIN,2025-01-21,970,"1,020.00",970,998.0,,30513.0,"1,113.00",705,972.6995868108893,972.0230917437153,58.629757162179764,8665.6,0.8456036044720804,0.2893799685935619,True
NIL,2025-01-21,949,950,937,943.0,,21921.0,"1,050.00",750,927.8893316757463,927.7998449407103,52.14285714285714,14336.0,0.3006501091822201,0.07530801413665814,True
NMBD89/90,2025-01-20,"1,174.00","1,174.00","1,174.00",1174.0,,55.0,"1,206.00","1,027.00",1134.3524438432,1132.8472168656763,57.28890976036119,28.433333333333334,1.5823135985472618,0.49623753290875355,True
GLH,2025-01-20,241.6,259.5,241.6,258.0,,139496.0,336,196,246.86183813698233,246.85452763810642,64.28571428571428,42599.46666666667,0.41936203294424673,0.1327221568551579,True
RNLI,2025-01-18,506.1,514.9,504,513.0,,18714.0,612,410,508.6319058344502,508.46274349466483,65.40406531382263,25179.6,0.43658837182132404,0.15129580396138637,True
PMHPL,2025-01-10,290.3,290.5,280.2,289.7,,24091.0,340.6,214.2,279.7985469838887,279.5037602118552,60.387336713548024,14006.6,1.1062855620848608,0.38965565952984205,True
KPCL,2025-01-09,536,555,526.1,555.0,,55855.0,606.9,380.2,531.3573122843187,529.8965933742298,60.089026212971966,17371.7,0.14143174751554852,0.05401607506153141,True
BGWT,2025-01-07,989.8,"1,027.00",989.8,1015.0,,13262.0,"1,361.70",547.6,984.0471082529106,982.3025889434296,58.6176790511622,7767.1,1.2538046205020918,0.44857116453649726,True
ULBSL,2024-12-18,"3,150.00","3,418.80","3,100.00",3418.8,,19066.0,"3,630.00","1,015.00",3154.6305782978748,3145.3592989201334,65.29427123816538,3120.766666666667,3.0259081144312403,1.0869220762262557,True
HEI,2024-12-02,679.3,691,670,685.0,,26517.0,810,501.2,675.0193605651384,674.5591991133251,53.18066256555846,29746.766666666666,0.23777726671244181,0.08349055966250489,True
TRH,2024-12-01,"1,121.10","1,170.00","1,120.00",1155.0,,12773.0,"1,538.00",695.1,1142.5908185920198,1142.260507144164,39.09774436090226,9188.133333333333,0.6264253991779242,0.2272871217906868,True
SICL,2024-11-30,860,865,846.1,856.9,,11571.0,"1,120.00",670,855.4065523428303,855.3323649837694,39.46870410777406,11907.7,0.013031256108411072,-0.0022604680164477033,True
NFS,2024-11-21,"1,454.30","1,605.00","1,401.60",1479.0,,173118.0,"2,614.90",270,1438.8004363774116,1437.6547721307913,61.66733929201236,139227.96666666667,4.231044468939399,1.4606835772328395,True
SMPDA,2024-11-15,959.8,997,931,960.0,,8220.0,"1,278.90",826,936.5251613722197,935.99082578787,68.31683168316832,5125.566666666667,2.6450781219287594,0.9305094082682899,True
NRN,2024-11-15,938.5,976,935,935.0,,102827.0,"1,132.00",280.6,919.2991520210535,918.4729845549764,63.02604573108829,43209.2,2.058272417892431,0.7556035809768218,True
USLB,2024-11-12,"1,630.00","1,700.00","1,578.00",1579.0,,3536.0,"2,363.30",591.1,1498.759449062735,1495.4790376386313,65.15732356021726,1528.7,5.885886660283267,1.9553720555243672,True
MBJC,2024-11-12,365,372.3,356,356.4,,115431.0,433,253.3,340.56735342660653,339.7574685447983,67.89667938232851,63929.36666666667,1.410135319146559,0.4823945379304632,True
MNBBL,2024-11-11,408,416,403.2,404.0,,57972.0,482,332.4,398.05107835935144,397.99368179179703,69.91152593456809,32967.166666666664,0.24076742456633154,0.07118258912358896,True
UPPER,2024-11-11,221.5,230,221.5,224.0,,297707.0,295,152.1,218.5681948481082,218.56029362458798,67.52135414527014,177942.03333333333,0.1950241937305009,0.052742762332434266,True
IGI,2024-11-03,643.9,643.9,628,628.0,,34246.0,760,433.2,615.5709581987571,614.9032459791064,58.41968113114166,25436.966666666667,1.6143073499470801,0.5800168284481743,True
CITY,2024-11-01,860,879,855.1,877.0,,19292.0,"1,168.50",503.7,842.2732968981139,841.7208388976625,55.63709861960405,12070.833333333334,3.0025582303305556,0.9918484246358276,True
MKHC,2024-10-31,377.1,383.7,375,376.2,,47503.0,460,186.6,353.87659625506643,353.5678999514914,64.79885366164866,12487.033333333333,2.096070703565965,0.6935837883730869,True
RHGCL,2024-10-31,403.2,413,400,406.9,,10635.0,492.6,184.5,401.52677252145656,401.3112026417296,45.89177694889008,10908.9,0.5691775705743908,0.19408795832376882,True
NHDL,2024-10-30,597,615,588.2,599.9,,7809.0,718,312,583.9857861819581,583.1630988255598,49.94167123658403,8706.2,0.47907431358612484,0.16522471904581834,True
SGHC,2024-10-29,414,419.9,402,419.2,,13899.0,535.5,205.1,398.06771574230436,397.975652833451,68.15562200430941,8856.8,0.5300834981973367,0.14452776843638732,True
BEDC,2024-10-28,456,483.9,456,478.9,,21732.0,550.8,184.1,467.60040607409303,467.04189761401875,56.752651533219016,9395.566666666668,0.14056911763304925,0.05902946164059131,True
MLBBL,2024-10-07,"1,542.00","1,571.90","1,542.00",1556.0,,4131.0,"1,672.00",657,1500.2432876267371,1498.051614947322,67.48768472906403,3743.133333333333,2.068873741286734,0.7332122588495167,True
GWFD83,2024-09-03,"1,201.00","1,220.00","1,200.00",1220.0,,995.0,"1,275.00","1,016.00",1206.5063582696405,1206.0601781074479,61.1358514059828,201.96666666666667,0.8338788465001471,0.3057548714711629,True
NIFRAUR85/86,2024-08-23,934.9,972,934.9,972.0,,190.0,985,857,910.9933529455767,909.1916260175889,69.09721682591845,90.33333333333333,3.0641571087060813,1.0009927617286394,True
NICD88,2024-08-16,985.1,985.2,985.1,985.2,,55.0,"1,000.00",935,973.9551511578072,973.5197511407823,53.75723359085108,112.26666666666667,0.9775636654180062,0.33674309706302663,True
NABILD87,2024-08-10,"1,000.00","1,019.00","1,000.00",1019.0,,135.0,"1,060.00",950,1003.113306351254,1002.5960249237613,49.58263789965784,66.83333333333333,0.7909277397564892,0.24328507567979613,True
RBBD83,2024-08-07,"1,003.00","1,010.00","1,003.00",1010.0,,1204.0,"1,010.00",946.5,980.492134510894,979.5744626703204,66.07142857142857,104.63333333333334,1.245080000614962,0.4102181857516598,True
SBID89,2024-07-28,983,"1,002.60",983,1002.6,,212.0,"1,030.00",838,991.800026852975,991.5672938953116,55.34166168320705,190.56666666666666,1.0421059032146787,0.3473867974759742,True
UMHL,2024-07-11,241,246,239,245.0,,44947.0,309,167,240.03722678514688,239.79940337944947,67.17558452268494,30114.6,0.21015027785221035,0.07741598588378906,True
GHL,2024-07-10,149.9,155,148.6,154.0,,172182.0,234.8,120,149.25155034145976,148.99439423327468,69.23075633239321,103480.2,0.16286321746361523,0.062445980317522756,True
CZBIL,2024-07-03,169.4,176.2,167,176.0,,47964.0,207.8,152.5,166.7237101707477,166.2893764360122,69.9114990473387,25193.466666666667,0.17557091535896915,0.06155075824586902,True
KSBBL,2024-07-02,377.4,395,372.1,381.0,,86982.0,395,284.7,371.13022965661577,370.7007039564172,66.66666666666666,39938.26666666667,0.11901633577206212,0.04435930976291047,True
UNHPL,2024-06-13,233.1,238.9,232.5,233.5,,46529.0,280.5,156,227.46352494196034,227.16399183230482,63.11476024944364,28847.4,0.6781232190944081,0.2319549357294079,True
SSHL,2024-06-13,167,171.3,164,169.0,,120427.0,222.3,133,164.17069644418044,163.87855279315374,62.86765572109608,44520.833333333336,0.15435147198840582,0.05395967260077441,True
MHCL,2024-06-12,442.9,443,413.7,419.9,,35347.0,637,158.3,396.12202632563117,395.47173241026087,69.51477044533135,23782.433333333334,2.187570257984794,0.7128480559957439,True
SPDL,2024-06-11,240,256.7,240,251.0,,127225.0,304.6,160,237.7232458759085,237.0017373739449,57.5,39241.1,0.34901061589599747,0.12146696240723145,True
TSHL,2024-06-11,535.5,540,529,539.0,,11259.0,655,227.7,514.8959121027084,514.3134731183794,66.35636409088067,15557.966666666667,0.671218844401676,0.19450969017002534,True
PHCL,2024-06-09,300,306,299,300.1,,22531.0,381,216,298.9350504554759,298.89004804760515,65.72327647592853,21321.133333333335,0.32902470480906915,0.1197182628737778,True
DORDI,2024-06-04,439,442,427.1,430.0,,18128.0,576,191.6,417.49527429283415,417.34118234516274,46.92622873931103,14339.1,0.7999416781456944,0.25165478454201773,True
MAKAR,2024-06-03,417,434,399.9,405.0,,77496.0,454,213.1,378.5275601340179,377.0986157630203,66.79426619804892,22699.9,1.3476838651043295,0.46835731546652826,True
BHL,2024-06-03,350.3,350.3,335.1,344.7,,6585.0,394,192.7,333.2517168830738,332.7491558609228,59.36920894918172,6623.933333333333,0.8294635159312748,0.2912460871020812,True
BBC,2024-06-01,"3,875.00","3,875.00","3,756.20",3756.2,,350.0,"4,539.00","3,120.00",3746.524938627844,3746.436892303838,56.63047955365707,289.73333333333335,3.261928540590179,1.162706690857067,True
BARUN,2024-05-31,232,247.8,231,239.0,,38164.0,299,191.1,235.65283966932518,235.47839779316985,57.24637520911723,18186.933333333334,0.10117074756381043,0.037004850194131224,True
CGH,2024-05-23,803,860,803,850.0,,43519.0,"1,520.00",760,801.9312656641999,801.9123673329823,70.0,12963.8,2.7085150431735885,0.8395447174186301,True
EBL,2024-05-17,505,512,502.5,512.0,,21450.0,633,448,505.46437146381646,505.08749984048785,61.1486566597899,17286.366666666665,0.7299443169766278,0.26280848573136384,True
SBL,2024-05-15,233,233,224.7,228.8,,44941.0,291.7,212.2,222.6245579151689,222.48243410592605,60.00001271566563,37348.53333333333,0.49322660426967674,0.16235197459383813,True
PCBL,2024-05-14,193.1,201,193.1,197.9,,71915.0,224.8,176,193.13421038139535,193.09540650089303,58.22781753968492,44759.9,0.1615713155459389,0.0462134665790245,True
KDL,2024-05-12,825.1,830,804,806.0,,6342.0,"1,102.00",697,784.8357764032594,784.0223212964787,68.2584186186859,5697.4,2.2231902579021154,0.7590811390776026,True
CIZBD86,2024-05-06,"1,050.60","1,055.00","1,050.60",1055.0,,50.0,"1,055.00",950,1010.7281072537911,1008.0129555731374,68.17721945354815,76.66666666666667,1.7226934863835368,0.6326651322145154,True
SCB,2024-05-04,532.7,532.7,516.1,521.0,,9683.0,582,497.4,520.0888106967705,520.0569067228721,66.88736368119388,8683.066666666668,0.17596416974679413,0.06342427484082691,True
DHPL,2024-04-30,204.4,212,199,209.6,,39978.0,242,134,199.54987593330947,198.94164059365062,57.627129602689685,14907.633333333333,0.11469909282367326,0.04850340390946144,True
GFCL,2024-04-28,458.1,479.8,449.9,472.0,,39149.0,530,375,456.84333733541894,456.73908990733065,52.520331416100674,21298.533333333333,0.25581774366102084,0.06382454674894689,True
PROFL,2024-04-25,321,339.9,321,328.0,,84475.0,465,269.1,318.60806014725046,318.32963459331086,57.62711864406779,27950.233333333334,0.02570124790867112,0.008931799359356774,True
EHPL,2024-04-22,453.6,465,436,456.0,,26575.0,500,273,444.05519839179414,443.3443912723418,62.35955634090977,9495.4,0.03405824166263756,0.020582007970131145,True
ENL,2024-04-11,836,882.1,816.7,816.7,,5316.0,"1,060.00",572,779.1331262712552,778.6308310049468,66.18661483197357,2516.4333333333334,3.282662135886176,1.0706785800565286,True
SGIC,2024-04-09,539,547.4,535.1,540.0,,39676.0,710.9,412.2,528.2988657397469,527.6569309265074,63.05970744105436,38625.166666666664,0.2090577146550004,0.07239631990703402,True
UHEWA,2024-03-28,351.5,366,351.5,362.0,,11421.0,429,250.8,351.25416811853177,351.157559619049,61.12113646698365,7350.833333333333,0.32411285645495125,0.08917594225752054,True
PMLI,2024-03-24,524.1,538.9,524.1,532.0,,5452.0,647.8,480.5,526.7381872480192,526.6147770124596,60.46254943979436,11105.333333333334,0.7044667784939975,0.2466589988853002,True
GBD80/81,2024-03-17,"1,020.00","1,023.90","1,020.00",1023.9,,71.0,"1,075.00",973.6,1010.5814055702463,1010.1610059166118,63.89893287678175,136.06666666666666,0.15522140375203436,0.04535240285183591,True
STC,2024-03-16,"5,405.00","5,405.00","5,240.00",5265.0,,4655.0,"5,900.00","3,590.00",5192.664309041382,5188.983761070955,60.391930016846295,2529.4333333333334,10.649276285013183,3.8344904882975244,True
MANDU,2024-03-14,700,713.7,690,713.7,,12900.0,805.8,373.2,688.093143029743,686.9547878806055,67.11041817920244,9858.666666666666,1.1616919633217093,0.39572304011412596,True
PFL,2024-03-12,368,379.8,368,379.8,,9326.0,426,320.2,366.11408221612555,365.99000991999753,59.07894662872847,11596.7,0.3896566745952441,0.11917759034208757,True
SIFC,2024-03-12,369.5,379,362.3,378.0,,24129.0,408,293.2,360.83581958997235,359.8208677103461,55.341881735224725,18863.566666666666,0.5061359458427092,0.19355836920942693,True
JFL,2024-03-09,375,375,364.3,369.9,,5165.0,441,316.7,365.5834140543276,365.5177217218218,57.32483333581707,10721.5,0.5227513076120204,0.1803838905874727,True
CFCL,2024-02-14,328,365,328,360.5,,91723.0,423,275.5,343.4101677328932,343.25521345138947,69.81450660836933,21305.533333333333,0.21511280635068034,0.06263221677775163,True
NIMB,2024-01-19,184.5,184.9,181.1,181.6,,122939.0,232.2,168,178.38920456262278,178.2387865332564,64.54546526443116,101574.13333333333,0.416260426768514,0.1441830884004162,True
GBIME,2024-01-16,207,210.5,206.1,209.4,,203296.0,241.9,176,203.25177692196002,203.02091840783916,68.60465322590662,165563.1,0.2101738768844484,0.07149011753932655,True
BPCL,2024-01-15,309.1,312,300.1,310.0,,30735.0,365,292.1,304.5620884701861,304.3192120905395,66.39678564412523,25240.266666666666,0.2230150012787135,0.07561503637846272,True
SBLD84,2024-01-14,850,867,850,867.0,,50.0,895,774.2,851.7580692899884,850.8500590976223,67.51314233917603,33.96666666666667,0.7762059184284681,0.30127083949359984,True
SMFBS,2024-01-13,905.7,923,855,923.0,,338.0,"1,600.00",717.4,882.4556969765368,881.8142811765648,61.71586500306443,969.5333333333333,3.2936712425743053,1.0776390215890388,True
MDB,2024-01-12,424.9,425,405,415.0,,9417.0,436,350.3,399.79493445442637,399.1095371905056,68.61789045523814,13761.233333333334,1.427482141923258,0.4904355295560663,True
RURU,2024-01-09,720,750.2,720,749.9,,2897.0,875,674.3,727.3754486593853,727.2692804771132,58.84775040731952,1168.1666666666667,0.21221018230321534,0.04384414703185939,True
EBLD85,2023-12-21,990.1,"1,023.00",990,1023.0,,170.0,"1,030.00",976.1,1001.1839015689258,1000.2292006764275,62.392234858948356,262.9166666666667,0.5812704601828045,0.22570179684516917,True
GILB,2023-12-20,889,902,871.5,885.0,,5466.0,"1,392.00",665.1,828.0786243984264,827.1924565964986,56.18698580246982,3672.8,4.2224146957244555,1.386689392634412,True
SABSL,2023-12-16,580,592,580,592.0,,1333.0,"1,083.00",522.6,576.5668356656823,575.9302453914869,69.03103633816667,450.26666666666665,2.126372097069725,0.7599955087760918,True
SHIVM,2023-12-16,522,530,514,526.0,,174340.0,680,389.8,496.09046606843805,494.8739369307311,67.96875,93747.36666666667,3.8547896817550167,1.3689860106893434,True
GMFBS,2023-12-15,702,715,701.6,714.9,,141.0,981,641,699.5472087121143,698.6591662612523,65.47113204074847,119.8,1.4238695685800167,0.5105602406735216,True
NICLBSL,2023-12-14,613.5,643,609.1,641.0,,18293.0,878,516,599.3047840959586,598.6058051799293,69.19917349778711,6703.066666666667,2.888413923483381,0.9789621401594104,True
MSLB,2023-12-13,779.1,799.2,763.7,799.2,,369.0,"1,280.00",658.6,751.0492789963805,749.8205177194227,61.391752139454596,355.53333333333336,2.8467412993852577,0.9265566021857694,True
MFIL,2023-12-13,530,544,529,535.0,,49107.0,587,367.1,510.92970036027197,510.4104743582295,59.859146353257394,19180.833333333332,0.9736665586700723,0.30663813810592727,True
NMBD2085,2023-12-13,990,995,990,995.0,,100.0,"1,001.00",878,960.3875174174502,959.810923572465,52.342781625614016,34.3,1.857549494807745,0.610475544231258,True
RADHI,2023-12-12,218,224.4,216,222.0,,36920.0,306,195.3,211.61977843181316,211.33205171224554,58.73362678191387,17065.433333333334,0.6878183235374593,0.22587823407647534,True
LSL,2023-12-12,183.2,191.6,183.1,191.5,,148120.0,196.8,172.1,180.2154023101263,179.75990188804874,63.01371724191989,26618.566666666666,0.44708172037009036,0.15352190095582613,True
BFC,2023-12-12,315,323,310.1,322.0,,25762.0,406,284,298.5952512018421,297.5785493257624,65.02312095782929,4591.9,1.2237740798680192,0.41948800584400486,True
SPL,2023-12-11,792.1,792.1,725,756.8,,9723.0,"1,073.30",265,715.5517790367305,713.8608205002078,52.64026190733382,1384.7,2.362214698649814,0.7883418768817364,True
HBL,2023-12-11,211.2,215,205,207.2,,53328.0,369.3,193,200.54477004686228,200.4722796924728,58.080799128862,20554.466666666667,0.280224202952445,0.08535572650955033,True
CHL,2023-12-11,228.2,233,220,221.9,,20185.0,370,194.1,211.96821474202372,211.38429934566832,50.81079810444678,4529.766666666666,0.5805376649584162,0.20521502643163103,True
IHL,2023-12-11,257,257,240.1,246.1,,18049.0,352.9,200.2,237.6198603621831,237.18094864324095,50.61590495738132,5433.633333333333,0.4935307211608347,0.161733891426843,True
UPCL,2023-12-10,180.9,195.1,180.9,194.0,,18720.0,290,168,178.5734631480247,177.9391271253019,63.85224497486527,26214.033333333333,0.31648376503687814,0.11474135650180414,True
RFPL,2023-12-10,220,234,220,234.0,,2498.0,325,193.8,212.92898749899572,212.29244883732852,65.15152115655061,3898.733333333333,0.8170122635354915,0.2794916411527595,True
HDHPC,2023-12-10,124,133.5,124,133.5,,48653.0,264,116,123.27868561690433,123.19802462364481,63.03317158539495,103265.63333333333,0.2853305377083245,0.0875372207958435,True
PPL,2023-12-10,223.3,231,223,231.0,,8896.0,336,190,215.9691033481145,215.60173681336752,61.7346908985598,5139.533333333334,0.6717191254018132,0.22709040883503917,True
CORBL,2023-12-03,326.4,332.9,318.5,327.0,,6000.0,400,258,318.9608310162189,318.8941473170718,61.56155591979101,3072.7,0.3969957424366498,0.13236069793066463,True
NLIC,2023-11-29,679,679,658,659.9,,17017.0,820,593,655.3270510229463,655.2130630867448,61.574087156041074,14033.866666666667,1.6046006758127078,0.5565272742375555,True
SMHL,2023-10-15,351,365,335,355.0,,10660.0,506,299,352.41776962694547,352.30193602480733,58.65384615384615,7150.133333333333,0.10801677848885446,0.03132617554514354,True
SHPC,2023-09-27,362,362.9,352.4,353.3,,37944.0,403,250,347.7256321709666,347.58360377281224,59.4059405940594,31869.633333333335,0.8583971698829373,0.29697634448486954,True
KRBL,2023-09-26,286,293.3,280.3,284.9,,4060.0,339,206,276.0993622728997,275.82057459259113,63.593010940237455,7187.933333333333,0.8317193572063161,0.29670381435421406,True
SLBBL,2023-09-26,661.5,700.9,661.5,700.9,,21285.0,"1,115.00",523,665.5148181965008,665.2299539498633,64.26787260644471,5500.566666666667,3.0555183461189244,1.013852548269324,True
SAND2085,2023-07-12,"1,066.20","1,108.70","1,066.00",1108.7,,110.0,"1,108.70",948,1003.0352837371828,1001.1408095093061,69.7049904799895,57.733333333333334,4.416897694173462,1.417508170612382,True
SHLB,2023-07-01,"1,286.00","1,286.00","1,220.00",1245.0,,1959.0,"2,485.20",906,1179.0237494441017,1177.8242937379744,66.98412698412699,1672.8333333333333,9.411224902266577,3.3015456451840692,True
HHL,2023-06-28,280,290.7,264.1,290.7,,23258.0,362.1,202,268.7987826349326,267.987503335838,59.24309312257403,11993.033333333333,0.2477730554016148,0.07564585733625791,True
TPC,2023-06-22,385.9,409,380,405.0,,2678.0,553,303.9,401.76690331033194,401.57345132745957,47.28545614202927,3029.1666666666665,0.026623915876427873,0.026038386440893645,True
SMB,2023-06-19,958.8,958.8,927.1,955.7,,374.0,"1,546.00",812,928.1079573054345,927.8833271530997,48.544350901291246,323.2,2.38801005816149,0.8145311148113933,True
GLBSL,2023-06-18,720,730,716,730.0,,340.0,"1,191.00",661.5,715.4375519872505,714.6404860815005,53.125,335.6,1.3990753624469108,0.5066919164455157,True
UMRH,2023-06-18,468.2,483.4,468.2,482.0,,1832.0,849.9,390,467.9010674328004,467.89484474735025,60.531705062768566,2015.6666666666667,1.2472071404190501,0.42254201129215974,True
MHL,2023-06-18,344.1,361,344.1,361.0,,5319.0,436,237.3,348.37275536693755,347.70286735617697,62.82051282051282,4023.4333333333334,0.4570494469883329,0.17219914704982103,True
SFCL,2023-06-12,301,301,288,293.0,,25786.0,375,179.4,277.6264798123823,276.8979628374976,63.768115942028984,13008.966666666667,1.192926431151352,0.4158396353311332,True
MKHL,2023-06-11,300,309,300,308.0,,29780.0,335,271.4,296.3127840502157,296.05232694443276,64.52600201770767,20211.222222222223,0.8884642836724197,0.30761234908839014,True
RMDC,2023-06-11,740,755,740,750.1,,9480.0,"1,182.00",651,724.8716831375857,724.4592223342403,53.99323601581283,6539.733333333334,1.336268822470629,0.4512122072279226,True
AHPC,2023-06-10,296.1,300,294,295.0,,59807.0,414,250,289.4607503915114,289.3350506949279,49.10891639568451,59742.333333333336,0.8332430264867299,0.2924832715849675,True
NMBMF,2023-06-09,535,549,535,549.0,,1500.0,910,472.1,530.6604153281701,529.8668413780364,47.2972972972973,2030.7333333333333,1.2540602642682188,0.43316692010075714,True
RULB,2023-06-09,671.3,680,660,678.5,,1955.0,"1,424.90",582.2,668.5802425181045,668.3820594304667,38.95170133060338,2303.3333333333335,1.1670100167273858,0.39621969552842984,True
MKLB,2023-06-08,650,716,650,716.0,,770.0,"1,199.00",598.1,680.6339355615983,680.1719534660087,56.944446255792144,474.96666666666664,1.373094147891652,0.48124104372095644,True
LICN,2023-06-08,"1,339.80","1,366.80","1,325.30",1359.0,,5182.0,"1,733.00","1,065.00",1323.0796203924247,1321.414200206541,46.626807076944885,6286.6,2.231063339571483,0.803059858119741,True
NLBBL,2023-06-08,607.1,610,590.1,607.0,,5393.0,"1,100.00",534,598.8829590283907,598.7454744649609,45.08196721311475,2929.0,1.531238784590596,0.5263723369446325,True
LBBL,2023-05-20,331,343,326.4,343.0,,23183.0,450,290.1,332.30642348203463,332.16046598479574,60.956185955578036,10541.9,0.7845806638854356,0.2522461444921305,True
CHDC,2023-05-19,722.1,756,722,753.0,,5527.0,869,590,726.8851472516952,725.4237123446113,67.13948485158929,2871.9333333333334,1.244711091840759,0.42902478297992275,True
UIC,2023-05-17,431,450.5,431,450.5,,13254.0,542.6,325,436.9997324648363,436.9925235479914,65.55386373698025,3809.2,0.1505221167372838,0.029555543236222094,True
MBL,2023-05-12,229,232,227,230.0,,11554.0,285,199,226.97273069651794,226.84240920897142,57.5,19179.933333333334,0.29256621292194607,0.10174265303551806,True
PBD85,2023-05-09,810,810,810,810.0,,100.0,870,759,786.6088440555066,785.4226489858088,65.27571345666502,53.733333333333334,2.54146659115645,0.8978381231593175,True
NEF,2023-05-05,8.9,8.9,8.65,8.82,,5378.0,11.25,7.75,8.632195384837017,8.626151360980845,61.8420978332136,14103.633333333333,0.011173547863729639,0.003548742107362912,True
NMBHF1,2023-04-17,10,10,9.81,9.81,,10800.0,12.25,8.79,9.684267075530377,9.683076465505302,54.70590116241562,14798.5,0.012689652901854842,0.004380779755229369,True
GBILD86/87,2023-03-15,774.2,774.2,774.2,774.2,,25.0,"1,000.00",730,753.716835375888,753.6051735273638,66.3310874146857,48.333333333333336,0.861996410476263,0.2671890566906086,True
ALBSL,2022-12-30,967.9,"1,001.00",936.1,1001.0,,3133.0,"1,750.00",874.3,934.5745763189043,931.5837649082779,68.69877516919125,891.4666666666667,4.8337218258959185,1.6807977286860933,True
JOSHI,2022-12-28,195.2,201.9,193,193.0,,20504.0,362,164.8,187.04937398334934,186.92291489440944,57.092195511537156,9837.066666666668,0.37773421305257104,0.11451869435035747,True
KKHC,2022-12-28,199,199,188,194.0,,17731.0,365,163.8,181.03546345192845,180.9271902695852,65.40754906320777,5300.1,0.7224436217056962,0.2173552621083104,True
ICFCD83,2022-12-27,"1,060.00","1,060.00","1,060.00",1060.0,,50.0,"1,190.00",988.1,1031.39619354914,1030.152313969379,57.668711656441715,84.33333333333333,1.3247723924282127,0.4644575290989906,True
GIMES1,2022-12-22,8.5,8.56,8.45,8.53,,69940.0,12.64,8.08,8.415710181574939,8.41355256181763,55.7142896068403,37596.23333333333,0.007912883414051563,0.002668178111713715,True
CLBSL,2022-12-04,821,821,795,799.9,,1691.0,"1,233.00",662.5,776.1649131219584,774.708088805614,67.53008000632371,970.9666666666667,3.0518134102236445,1.082491957321713,True
CBL,2022-11-24,238.9,238.9,226.1,231.0,,69168.0,285.4,194,210.53131349177173,210.5071579135545,69.48051948051948,100301.26666666666,0.7778112745667272,0.21063328460808747,True
RIDI,2022-11-21,486,522.2,486,512.0,,282016.0,694.5,427.4,481.2128878557954,480.4421827783924,64.62766115744962,100745.76666666666,3.9986880897819788,1.3976031792627623,True
ADBL,2022-11-20,315,320,315,319.5,,17607.0,518,298,317.24700527922863,317.18411414618396,43.90243902439024,16346.433333333332,0.18736003826907108,0.06174746643940807,True
NABIL,2022-10-15,794,804,790,796.0,,42798.0,"1,740.00",726,785.7253851561402,785.3334021044317,67.3913043478261,41255.1,1.2037383980331016,0.4227463594171468,True
NTC,2022-08-02,972,987,945,963.0,,51573.0,"1,799.90",828.5,924.5717742960603,923.4288616042937,68.47728493133413,48195.666666666664,5.504036517129134,1.9181037269368744,True
SDLBSL,2022-07-26,"1,120.00","1,136.10","1,100.00",1106.0,,2879.0,"1,997.00",910,1076.514593666459,1075.5187437091795,61.88630490956072,1252.0666666666666,1.502052006413851,0.4305436735473904,True
MLBSL,2022-07-20,"3,530.00","3,546.90","3,500.00",3510.0,,1009.0,"5,600.00","3,029.00",3453.547117912228,3452.2010909497135,42.47553999390108,797.8333333333334,3.377240029813129,1.1170273914464814,True
NICA,2022-05-11,794,800,785,792.0,,60355.0,"1,085.00",701,773.669886527895,773.1366616616468,61.03897133330074,50792.03333333333,0.5011201186520793,0.15381809738003085,True
SLBSL,2022-04-20,"1,286.00","1,312.00","1,261.00",1300.0,,1428.0,"1,785.00",951.6,1259.171682093628,1258.3587606172755,65.09922028789208,667.6666666666666,1.594411409628401,0.5160731759280679,True
EICPO,2022-01-12,430,450.7,430,435.0,,6045.0,530.1,276,415.18132897573656,414.43597447071375,59.89305249186062,3573.3,1.0843233363736886,0.37018665305076864,True
PLI,2022-01-10,600,641,600,613.0,,23601.0,"1,016.00",193,576.0138790131359,575.3143180489707,68.28701774116297,9920.8,2.7817799303759556,0.9464663981291324,True
GIC,2022-01-09,609,659,599,650.0,,20076.0,860,485.1,588.4080609987581,588.1588133305765,66.16882079728529,6386.4,3.5755703708030295,1.1830507386187719,True
LBLD86,2022-01-08,"1,024.00","1,025.00","1,010.00",1010.0,,90.0,"1,076.00",991,1004.7290220059044,1004.7183221070513,57.57575757575758,52.857142857142854,0.2124710678475367,0.05346834297888563,True
ULI,2022-01-08,635.1,683,635.1,661.0,,40322.0,940.1,342,636.8267257755936,636.3073655391662,64.55696202531645,25467.033333333333,2.7718033325318627,0.9582873994814236,True
