Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52 Weeks High,52 Weeks Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
GBILD84/85,2025-07-16,"1,151.00","1,175.00","1,151.00",1175.0,,85.0,"1,220.00","1,104.00",1165.8924912296993,1165.6476144994415,53.06122448979591,70.2,0.06221530864977467,0.0588094114856176,True
SPC,2025-07-16,522,550,509,538.17,,63416.0,722,471.7,516.3471811602425,515.501688246407,43.07524104430519,36602.4,0.052304069646174865,0.021002184512735767,True
SRLI,2025-07-16,411,412.9,407.1,410.19,,62356.0,654,390,404.37153168254935,404.05918994010926,51.345356962968296,66509.5,0.27036688099752837,0.0992383365015371,True
CKHL,2025-07-15,681.4,681.4,652.8,659.72,,7727.0,910,590,646.0236633531908,645.518888809681,58.984068329933436,9329.1,2.5273793631502257,0.8617508265053402,True
HLI,2025-07-15,401,407.8,400,405.4,,33560.0,607,377.7,402.2819016473164,402.1147225416258,59.53030839241378,70131.33333333333,0.39103346810933315,0.1444414724726471,True
ILBS,2025-07-15,890,890,867.1,882.29,,2502.0,"1,342.30",795.2,855.6287052832134,854.6976776751545,58.58738369180972,3857.366666666667,2.4101644469769097,0.8294366503176207,True
NIFRA,2025-07-15,279.9,282.7,278,281.33,,178638.0,366.6,209.2,278.92856985900414,278.87573612762645,56.646100587360145,225701.8,0.37761044800713534,0.13702411151098204,True
NWCL,2025-07-15,915,915,900.1,907.69,,5726.0,"1,264.00",835,899.7519911733066,899.6605891738316,64.42178424575549,4014.133333333333,1.9632330018147968,0.6911611663810845,True
GUFL,2025-07-11,553,565,553,558.18,,12866.0,"1,041.00",521.5,547.1251262879971,547.0154323854216,66.64229422001483,12113.466666666667,0.7456508666242143,0.2383264604542319,True
GMFIL,2025-07-11,497,497,487,490.21,,15137.0,759,436.5,486.58236295153546,486.54597524871946,66.77691167663636,28109.7,0.3259979749538843,0.10764716662563387,True
GCIL,2025-07-11,514,514,506.1,510.15,,49050.0,668,465.2,505.32716178927205,505.0439506705122,65.82879482411569,57492.6,0.16764140469513222,0.05487489168085631,True
MLBL,2025-07-11,389,397,383.1,393.11,,54547.0,498,350,387.23728146836714,386.9397497696337,67.28803156894,61802.2,0.06915645722064027,0.01944825896439397,True
EDBL,2025-07-11,598,605,590.7,596.78,,18569.0,838.2,449,585.7259665042104,585.1708893264778,69.9209417609901,25554.0,0.6649320713499037,0.23174653136411508,True
