Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%,Chart_URL
SHLB,1579.9,1535.1,2698.0,2.92,-41.44,https://nepsealpha.com/nepse-chart?symbol=SHLB
RURU,660.0,640.0,853.0,3.12,-22.63,https://nepsealpha.com/nepse-chart?symbol=RURU
NHDL,643.0,623.0,1002.6,3.21,-35.87,https://nepsealpha.com/nepse-chart?symbol=NHDL
MLBS,1439.9,1395.0,2219.0,3.22,-35.11,https://nepsealpha.com/nepse-chart?symbol=MLBS
SBLD84,1048.0,1015.0,1115.0,3.25,-6.01,https://nepsealpha.com/nepse-chart?symbol=SBLD84
NMLBBL,620.0,600.0,807.0,3.33,-23.17,https://nepsealpha.com/nepse-chart?symbol=NMLBBL
BEDC,517.9,501.0,960.0,3.37,-46.05,https://nepsealpha.com/nepse-chart?symbol=BEDC
NMB,238.8,231.0,283.0,3.38,-15.62,https://nepsealpha.com/nepse-chart?symbol=NMB
CIT,1789.5,1730.8,2200.0,3.39,-18.66,https://nepsealpha.com/nepse-chart?symbol=CIT
SWMF,663.0,641.1,868.1,3.42,-23.63,https://nepsealpha.com/nepse-chart?symbol=SWMF
CGH,827.8,800.2,1150.0,3.45,-28.02,https://nepsealpha.com/nepse-chart?symbol=CGH
HLI,367.5,354.8,477.0,3.58,-22.96,https://nepsealpha.com/nepse-chart?symbol=HLI
NIMB,191.0,184.2,247.0,3.69,-22.67,https://nepsealpha.com/nepse-chart?symbol=NIMB
HDL,1144.0,1103.0,1556.1,3.72,-26.48,https://nepsealpha.com/nepse-chart?symbol=HDL
SMPDA,871.9,840.0,1155.0,3.8,-24.51,https://nepsealpha.com/nepse-chart?symbol=SMPDA
SMH,626.0,603.0,1130.0,3.81,-44.6,https://nepsealpha.com/nepse-chart?symbol=SMH
NLG,680.0,655.0,976.2,3.82,-30.34,https://nepsealpha.com/nepse-chart?symbol=NLG
PRVU,186.8,179.9,250.9,3.84,-25.55,https://nepsealpha.com/nepse-chart?symbol=PRVU
BNL,15200.0,14635.8,22500.0,3.85,-32.44,https://nepsealpha.com/nepse-chart?symbol=BNL
JBLB,1321.0,1270.7,1644.0,3.96,-19.65,https://nepsealpha.com/nepse-chart?symbol=JBLB
MATRI,940.0,904.0,1410.0,3.98,-33.33,https://nepsealpha.com/nepse-chart?symbol=MATRI
BGWT,760.0,730.7,1169.0,4.01,-34.99,https://nepsealpha.com/nepse-chart?symbol=BGWT
HBL,191.4,184.0,261.0,4.02,-26.67,https://nepsealpha.com/nepse-chart?symbol=HBL
NMFBS,1130.0,1086.0,1504.0,4.05,-24.87,https://nepsealpha.com/nepse-chart?symbol=NMFBS
SMHL,461.0,443.0,1230.0,4.06,-62.52,https://nepsealpha.com/nepse-chart?symbol=SMHL
IHL,509.9,490.0,781.0,4.06,-34.71,https://nepsealpha.com/nepse-chart?symbol=IHL
UAIL,439.5,422.1,767.0,4.12,-42.7,https://nepsealpha.com/nepse-chart?symbol=UAIL
ALICL,448.0,430.0,831.0,4.19,-46.09,https://nepsealpha.com/nepse-chart?symbol=ALICL
BBC,4668.0,4480.0,6661.6,4.2,-29.93,https://nepsealpha.com/nepse-chart?symbol=BBC
SPL,726.0,696.3,1035.0,4.27,-29.86,https://nepsealpha.com/nepse-chart?symbol=SPL
UNLB,1887.9,1810.0,2699.9,4.3,-30.08,https://nepsealpha.com/nepse-chart?symbol=UNLB
FOWAD,1057.0,1012.4,1324.4,4.41,-20.19,https://nepsealpha.com/nepse-chart?symbol=FOWAD
LSL,210.0,201.0,252.0,4.48,-16.67,https://nepsealpha.com/nepse-chart?symbol=LSL
SALICO,596.0,570.1,775.0,4.54,-23.1,https://nepsealpha.com/nepse-chart?symbol=SALICO
PCBL,236.3,226.0,290.0,4.56,-18.52,https://nepsealpha.com/nepse-chart?symbol=PCBL
GLBSL,1923.0,1838.6,3381.3,4.59,-43.13,https://nepsealpha.com/nepse-chart?symbol=GLBSL
MHCL,340.0,325.0,655.0,4.62,-48.09,https://nepsealpha.com/nepse-chart?symbol=MHCL
MAKAR,539.0,515.0,830.0,4.66,-35.06,https://nepsealpha.com/nepse-chart?symbol=MAKAR
MLBBL,1346.0,1285.0,2019.0,4.75,-33.33,https://nepsealpha.com/nepse-chart?symbol=MLBBL
GCIL,419.0,400.0,613.0,4.75,-31.65,https://nepsealpha.com/nepse-chart?symbol=GCIL
UMRH,551.0,526.0,743.8,4.75,-25.92,https://nepsealpha.com/nepse-chart?symbol=UMRH
NICLBSL,560.8,535.0,764.0,4.82,-26.6,https://nepsealpha.com/nepse-chart?symbol=NICLBSL
CSY,9.3,8.87,10.0,4.85,-7.0,https://nepsealpha.com/nepse-chart?symbol=CSY
SLBBL,819.0,780.0,1155.0,5.0,-29.09,https://nepsealpha.com/nepse-chart?symbol=SLBBL
NIFRA,262.8,249.9,328.1,5.16,-19.9,https://nepsealpha.com/nepse-chart?symbol=NIFRA
SLBSL,1299.0,1234.5,2649.6,5.22,-50.97,https://nepsealpha.com/nepse-chart?symbol=SLBSL
JSLBB,1116.0,1059.0,1739.0,5.38,-35.83,https://nepsealpha.com/nepse-chart?symbol=JSLBB
SBLD83,1095.0,1038.7,1122.0,5.42,-2.41,https://nepsealpha.com/nepse-chart?symbol=SBLD83
SHINE,402.9,382.0,499.0,5.47,-19.26,https://nepsealpha.com/nepse-chart?symbol=SHINE
CZBIL,193.3,183.0,240.1,5.63,-19.49,https://nepsealpha.com/nepse-chart?symbol=CZBIL
MANDU,810.0,766.5,1001.9,5.68,-19.15,https://nepsealpha.com/nepse-chart?symbol=MANDU
NABIL,499.0,471.0,562.0,5.94,-11.21,https://nepsealpha.com/nepse-chart?symbol=NABIL
RBCL,15105.0,14251.0,16900.0,5.99,-10.62,https://nepsealpha.com/nepse-chart?symbol=RBCL
MCHL,415.8,392.0,651.0,6.07,-36.13,https://nepsealpha.com/nepse-chart?symbol=MCHL
MLBL,370.4,348.9,488.0,6.16,-24.1,https://nepsealpha.com/nepse-chart?symbol=MLBL
KPCL,522.0,491.0,711.0,6.31,-26.58,https://nepsealpha.com/nepse-chart?symbol=KPCL
ULBSL,3118.0,2931.0,5100.0,6.38,-38.86,https://nepsealpha.com/nepse-chart?symbol=ULBSL
ACLBSL,960.0,900.0,1245.0,6.67,-22.89,https://nepsealpha.com/nepse-chart?symbol=ACLBSL
SHL,496.0,464.0,619.0,6.9,-19.87,https://nepsealpha.com/nepse-chart?symbol=SHL
MMKJL,565.0,528.2,800.0,6.97,-29.38,https://nepsealpha.com/nepse-chart?symbol=MMKJL
SICL,630.0,588.8,891.0,7.0,-29.29,https://nepsealpha.com/nepse-chart?symbol=SICL
EHPL,412.0,385.0,913.0,7.01,-54.87,https://nepsealpha.com/nepse-chart?symbol=EHPL
SFMF,10.06,9.4,11.74,7.02,-14.31,https://nepsealpha.com/nepse-chart?symbol=SFMF
NRIC,1227.0,1146.0,1842.0,7.07,-33.39,https://nepsealpha.com/nepse-chart?symbol=NRIC
MBJC,289.2,270.0,371.0,7.11,-22.05,https://nepsealpha.com/nepse-chart?symbol=MBJC
EDBL,584.0,545.0,752.0,7.16,-22.34,https://nepsealpha.com/nepse-chart?symbol=EDBL
MERO,716.1,668.0,1000.0,7.2,-28.39,https://nepsealpha.com/nepse-chart?symbol=MERO
BNHC,336.6,313.1,613.8,7.51,-45.16,https://nepsealpha.com/nepse-chart?symbol=BNHC
SGIC,472.0,439.0,736.4,7.52,-35.9,https://nepsealpha.com/nepse-chart?symbol=SGIC
DLBS,1334.0,1240.0,1890.0,7.58,-29.42,https://nepsealpha.com/nepse-chart?symbol=DLBS
CYCL,1573.0,1462.0,2040.0,7.59,-22.89,https://nepsealpha.com/nepse-chart?symbol=CYCL
AVYAN,975.0,906.0,1225.0,7.62,-20.41,https://nepsealpha.com/nepse-chart?symbol=AVYAN
MNBBL,366.0,340.1,503.0,7.62,-27.24,https://nepsealpha.com/nepse-chart?symbol=MNBBL
SMATA,790.1,734.1,1382.0,7.63,-42.83,https://nepsealpha.com/nepse-chart?symbol=SMATA
NRM,420.0,390.1,645.0,7.66,-34.88,https://nepsealpha.com/nepse-chart?symbol=NRM
HHL,335.2,310.7,607.4,7.89,-44.81,https://nepsealpha.com/nepse-chart?symbol=HHL
DOLTI,508.0,470.6,772.0,7.95,-34.2,https://nepsealpha.com/nepse-chart?symbol=DOLTI
AHL,499.8,462.6,806.0,8.04,-37.99,https://nepsealpha.com/nepse-chart?symbol=AHL
LICN,836.0,773.0,1415.0,8.15,-40.92,https://nepsealpha.com/nepse-chart?symbol=LICN
GBIME,228.0,210.7,278.9,8.21,-18.25,https://nepsealpha.com/nepse-chart?symbol=GBIME
NICA,329.5,304.5,428.4,8.21,-23.09,https://nepsealpha.com/nepse-chart?symbol=NICA
NBL,244.0,225.4,313.0,8.25,-22.04,https://nepsealpha.com/nepse-chart?symbol=NBL
SONA,431.0,398.0,545.0,8.29,-20.92,https://nepsealpha.com/nepse-chart?symbol=SONA
SRLI,395.0,363.9,474.4,8.55,-16.74,https://nepsealpha.com/nepse-chart?symbol=SRLI
LLBS,939.7,865.0,1300.5,8.64,-27.74,https://nepsealpha.com/nepse-chart?symbol=LLBS
CORBL,1556.7,1431.0,2800.0,8.78,-44.4,https://nepsealpha.com/nepse-chart?symbol=CORBL
SCB,647.2,594.9,701.0,8.79,-7.67,https://nepsealpha.com/nepse-chart?symbol=SCB
SFCL,391.0,359.4,640.0,8.79,-38.91,https://nepsealpha.com/nepse-chart?symbol=SFCL
PFL,384.0,352.8,518.0,8.84,-25.87,https://nepsealpha.com/nepse-chart?symbol=PFL
JFL,430.0,395.0,620.0,8.86,-30.65,https://nepsealpha.com/nepse-chart?symbol=JFL
NLICL,588.0,539.0,738.0,9.09,-20.33,https://nepsealpha.com/nepse-chart?symbol=NLICL
ILI,442.0,405.0,517.2,9.14,-14.54,https://nepsealpha.com/nepse-chart?symbol=ILI
IGI,427.9,392.0,664.2,9.16,-35.58,https://nepsealpha.com/nepse-chart?symbol=IGI
GBLBS,762.0,698.0,987.0,9.17,-22.8,https://nepsealpha.com/nepse-chart?symbol=GBLBS
NADEP,760.9,696.0,1046.0,9.32,-27.26,https://nepsealpha.com/nepse-chart?symbol=NADEP
KBL,192.0,175.5,233.5,9.4,-17.77,https://nepsealpha.com/nepse-chart?symbol=KBL
VLUCL,566.1,516.0,765.0,9.71,-26.0,https://nepsealpha.com/nepse-chart?symbol=VLUCL
NIL,616.6,562.0,831.3,9.72,-25.83,https://nepsealpha.com/nepse-chart?symbol=NIL
PROFL,463.0,421.4,645.0,9.87,-28.22,https://nepsealpha.com/nepse-chart?symbol=PROFL
HLBSL,920.0,837.0,1100.0,9.92,-16.36,https://nepsealpha.com/nepse-chart?symbol=HLBSL
SCBD,1170.0,1064.0,1236.0,9.96,-5.34,https://nepsealpha.com/nepse-chart?symbol=SCBD
NLIC,775.0,702.0,890.0,10.4,-12.92,https://nepsealpha.com/nepse-chart?symbol=NLIC
UHEWA,561.5,508.5,993.4,10.42,-43.48,https://nepsealpha.com/nepse-chart?symbol=UHEWA
BNT,11780.0,10660.0,14680.0,10.51,-19.75,https://nepsealpha.com/nepse-chart?symbol=BNT
FMDBL,795.0,718.0,1038.8,10.72,-23.47,https://nepsealpha.com/nepse-chart?symbol=FMDBL
NFS,637.9,576.0,859.6,10.75,-25.79,https://nepsealpha.com/nepse-chart?symbol=NFS
GBBL,407.0,367.4,498.0,10.78,-18.27,https://nepsealpha.com/nepse-chart?symbol=GBBL
BHDC,472.0,426.0,706.0,10.8,-33.14,https://nepsealpha.com/nepse-chart?symbol=BHDC
HRL,845.0,762.1,1156.0,10.88,-26.9,https://nepsealpha.com/nepse-chart?symbol=HRL
MEL,283.0,255.0,367.5,10.98,-22.99,https://nepsealpha.com/nepse-chart?symbol=MEL
PMLI,494.0,445.0,665.0,11.01,-25.71,https://nepsealpha.com/nepse-chart?symbol=PMLI
DDBL,843.0,759.0,1010.0,11.07,-16.53,https://nepsealpha.com/nepse-chart?symbol=DDBL
SMB,1900.0,1710.1,3250.1,11.1,-41.54,https://nepsealpha.com/nepse-chart?symbol=SMB
SPC,490.0,441.0,641.0,11.11,-23.56,https://nepsealpha.com/nepse-chart?symbol=SPC
ADBL,302.6,272.3,344.9,11.13,-12.26,https://nepsealpha.com/nepse-chart?symbol=ADBL
MKJC,528.8,475.5,635.0,11.21,-16.72,https://nepsealpha.com/nepse-chart?symbol=MKJC
RHPL,281.0,252.3,457.0,11.38,-38.51,https://nepsealpha.com/nepse-chart?symbol=RHPL
NYADI,394.4,354.0,674.0,11.41,-41.48,https://nepsealpha.com/nepse-chart?symbol=NYADI
MFLD85,1165.0,1045.0,1201.0,11.48,-3.0,https://nepsealpha.com/nepse-chart?symbol=MFLD85
MEN,597.0,535.0,683.4,11.59,-12.64,https://nepsealpha.com/nepse-chart?symbol=MEN
NESDO,1541.0,1380.1,2436.0,11.66,-36.74,https://nepsealpha.com/nepse-chart?symbol=NESDO
SMFBS,1665.0,1490.0,2075.7,11.74,-19.79,https://nepsealpha.com/nepse-chart?symbol=SMFBS
UPPER,185.7,166.0,228.0,11.87,-18.55,https://nepsealpha.com/nepse-chart?symbol=UPPER
SJCL,298.8,267.0,377.0,11.91,-20.74,https://nepsealpha.com/nepse-chart?symbol=SJCL
CBBL,920.0,821.5,1144.8,11.99,-19.64,https://nepsealpha.com/nepse-chart?symbol=CBBL
TRH,763.0,681.1,1190.0,12.02,-35.88,https://nepsealpha.com/nepse-chart?symbol=TRH
OHL,709.7,633.1,1100.0,12.1,-35.48,https://nepsealpha.com/nepse-chart?symbol=OHL
SPIL,701.0,625.0,980.4,12.16,-28.5,https://nepsealpha.com/nepse-chart?symbol=SPIL
NRN,1489.0,1327.0,2444.0,12.21,-39.08,https://nepsealpha.com/nepse-chart?symbol=NRN
GRDBL,1060.0,944.0,1668.4,12.29,-36.47,https://nepsealpha.com/nepse-chart?symbol=GRDBL
SADBL,422.5,376.0,526.5,12.37,-19.75,https://nepsealpha.com/nepse-chart?symbol=SADBL
SBI,408.5,363.0,452.0,12.53,-9.62,https://nepsealpha.com/nepse-chart?symbol=SBI
SIKLES,608.0,540.0,1400.0,12.59,-56.57,https://nepsealpha.com/nepse-chart?symbol=SIKLES
SNLI,464.0,411.6,740.0,12.73,-37.3,https://nepsealpha.com/nepse-chart?symbol=SNLI
HEI,517.7,458.0,685.0,13.03,-24.42,https://nepsealpha.com/nepse-chart?symbol=HEI
HPPL,465.0,411.1,711.0,13.11,-34.6,https://nepsealpha.com/nepse-chart?symbol=HPPL
SPHL,540.0,477.1,860.0,13.18,-37.21,https://nepsealpha.com/nepse-chart?symbol=SPHL
JBBL,333.9,295.0,413.0,13.19,-19.15,https://nepsealpha.com/nepse-chart?symbol=JBBL
RNLI,471.0,416.0,593.0,13.22,-20.57,https://nepsealpha.com/nepse-chart?symbol=RNLI
EBL,673.9,594.0,780.6,13.45,-13.67,https://nepsealpha.com/nepse-chart?symbol=EBL
MBL,232.6,205.0,272.1,13.46,-14.52,https://nepsealpha.com/nepse-chart?symbol=MBL
MHNL,256.7,226.0,316.0,13.58,-18.77,https://nepsealpha.com/nepse-chart?symbol=MHNL
SANIMA,335.0,294.3,391.0,13.83,-14.32,https://nepsealpha.com/nepse-chart?symbol=SANIMA
RSDC,658.9,578.7,880.0,13.86,-25.13,https://nepsealpha.com/nepse-chart?symbol=RSDC
DHPL,302.0,265.0,427.2,13.96,-29.31,https://nepsealpha.com/nepse-chart?symbol=DHPL
CLI,469.0,411.0,752.5,14.11,-37.67,https://nepsealpha.com/nepse-chart?symbol=CLI
PRIN,719.0,630.0,1088.8,14.13,-33.96,https://nepsealpha.com/nepse-chart?symbol=PRIN
RLFL,455.0,398.0,641.1,14.32,-29.03,https://nepsealpha.com/nepse-chart?symbol=RLFL
KSBBL,462.0,404.1,588.0,14.33,-21.43,https://nepsealpha.com/nepse-chart?symbol=KSBBL
BFC,470.9,411.5,684.0,14.43,-31.15,https://nepsealpha.com/nepse-chart?symbol=BFC
GVL,486.0,424.0,662.0,14.62,-26.59,https://nepsealpha.com/nepse-chart?symbol=GVL
PHCL,286.5,249.7,688.5,14.74,-58.39,https://nepsealpha.com/nepse-chart?symbol=PHCL
NTC,876.0,762.5,996.3,14.89,-12.07,https://nepsealpha.com/nepse-chart?symbol=NTC
AHPC,279.0,242.5,334.0,15.05,-16.47,https://nepsealpha.com/nepse-chart?symbol=AHPC
SHINED,1151.0,1000.0,1200.0,15.1,-4.08,https://nepsealpha.com/nepse-chart?symbol=SHINED
KDL,887.6,770.0,1306.3,15.27,-32.05,https://nepsealpha.com/nepse-chart?symbol=KDL
SJLIC,451.0,390.0,504.0,15.64,-10.52,https://nepsealpha.com/nepse-chart?symbol=SJLIC
SARBTM,880.0,760.2,1048.0,15.76,-16.03,https://nepsealpha.com/nepse-chart?symbol=SARBTM
USHEC,476.0,410.0,700.0,16.1,-32.0,https://nepsealpha.com/nepse-chart?symbol=USHEC
JOSHI,295.0,254.0,487.0,16.14,-39.43,https://nepsealpha.com/nepse-chart?symbol=JOSHI
MSLB,1314.9,1130.2,1710.0,16.34,-23.11,https://nepsealpha.com/nepse-chart?symbol=MSLB
GLH,264.8,227.4,306.3,16.45,-13.55,https://nepsealpha.com/nepse-chart?symbol=GLH
BHPL,586.0,503.1,1308.4,16.48,-55.21,https://nepsealpha.com/nepse-chart?symbol=BHPL
ILBS,929.0,795.2,1311.0,16.83,-29.14,https://nepsealpha.com/nepse-chart?symbol=ILBS
MHL,520.0,445.0,860.0,16.85,-39.53,https://nepsealpha.com/nepse-chart?symbol=MHL
NWCL,865.2,740.2,1147.0,16.89,-24.57,https://nepsealpha.com/nepse-chart?symbol=NWCL
MEHL,438.0,372.4,663.0,17.62,-33.94,https://nepsealpha.com/nepse-chart?symbol=MEHL
ICFC,654.1,555.0,730.9,17.86,-10.51,https://nepsealpha.com/nepse-chart?symbol=ICFC
GMFIL,465.5,393.1,579.1,18.42,-19.62,https://nepsealpha.com/nepse-chart?symbol=GMFIL
SAPDBL,814.0,686.0,1302.0,18.66,-37.48,https://nepsealpha.com/nepse-chart?symbol=SAPDBL
BARUN,346.8,292.1,589.0,18.73,-41.12,https://nepsealpha.com/nepse-chart?symbol=BARUN
MDB,632.8,530.5,735.0,19.28,-13.9,https://nepsealpha.com/nepse-chart?symbol=MDB
USHL,703.0,588.0,945.0,19.56,-25.61,https://nepsealpha.com/nepse-chart?symbol=USHL
SAHAS,579.0,483.3,705.0,19.8,-17.87,https://nepsealpha.com/nepse-chart?symbol=SAHAS
HDHPC,194.1,162.0,225.9,19.81,-14.08,https://nepsealpha.com/nepse-chart?symbol=HDHPC
GUFL,554.0,460.6,685.4,20.28,-19.17,https://nepsealpha.com/nepse-chart?symbol=GUFL
TSHL,742.0,616.8,989.0,20.3,-24.97,https://nepsealpha.com/nepse-chart?symbol=TSHL
SHPC,533.1,443.1,684.9,20.31,-22.16,https://nepsealpha.com/nepse-chart?symbol=SHPC
CFCL,537.0,445.1,674.9,20.65,-20.43,https://nepsealpha.com/nepse-chart?symbol=CFCL
GHL,238.0,197.1,318.0,20.75,-25.16,https://nepsealpha.com/nepse-chart?symbol=GHL
LEC,217.8,180.0,263.0,21.0,-17.19,https://nepsealpha.com/nepse-chart?symbol=LEC
MKHL,790.5,652.0,1027.0,21.24,-23.03,https://nepsealpha.com/nepse-chart?symbol=MKHL
BHL,199.5,164.0,376.0,21.65,-46.94,https://nepsealpha.com/nepse-chart?symbol=BHL
SINDU,742.0,608.0,1482.0,22.04,-49.93,https://nepsealpha.com/nepse-chart?symbol=SINDU
API,316.0,258.8,335.0,22.1,-5.67,https://nepsealpha.com/nepse-chart?symbol=API
WNLB,1535.0,1242.1,3808.0,23.58,-59.69,https://nepsealpha.com/nepse-chart?symbol=WNLB
AKPL,267.5,216.1,306.5,23.79,-12.72,https://nepsealpha.com/nepse-chart?symbol=AKPL
CKHL,683.0,550.0,829.0,24.18,-17.61,https://nepsealpha.com/nepse-chart?symbol=CKHL
NHPC,222.1,178.6,248.5,24.36,-10.62,https://nepsealpha.com/nepse-chart?symbol=NHPC
SHEL,300.0,241.1,347.8,24.43,-13.74,https://nepsealpha.com/nepse-chart?symbol=SHEL
SSHL,187.9,151.0,313.8,24.44,-40.12,https://nepsealpha.com/nepse-chart?symbol=SSHL
GFCL,658.0,528.3,796.0,24.55,-17.34,https://nepsealpha.com/nepse-chart?symbol=GFCL
STC,6070.0,4832.0,6089.8,25.62,-0.33,https://nepsealpha.com/nepse-chart?symbol=STC
RHGCL,273.0,217.2,700.0,25.69,-61.0,https://nepsealpha.com/nepse-chart?symbol=RHGCL
SHIVM,622.5,495.0,709.0,25.76,-12.2,https://nepsealpha.com/nepse-chart?symbol=SHIVM
LBBL,474.9,376.5,646.3,26.14,-26.52,https://nepsealpha.com/nepse-chart?symbol=LBBL
CHDC,2519.0,1990.0,2997.9,26.58,-15.97,https://nepsealpha.com/nepse-chart?symbol=CHDC
CHL,284.1,223.4,576.0,27.17,-50.68,https://nepsealpha.com/nepse-chart?symbol=CHL
HURJA,260.3,204.6,295.0,27.22,-11.76,https://nepsealpha.com/nepse-chart?symbol=HURJA
RFPL,390.0,306.0,860.0,27.45,-54.65,https://nepsealpha.com/nepse-chart?symbol=RFPL
DORDI,273.6,213.1,465.0,28.39,-41.16,https://nepsealpha.com/nepse-chart?symbol=DORDI
SPDL,400.0,308.9,465.0,29.49,-13.98,https://nepsealpha.com/nepse-chart?symbol=SPDL
MPFL,637.8,491.0,740.0,29.9,-13.81,https://nepsealpha.com/nepse-chart?symbol=MPFL
PMHPL,354.0,272.0,468.0,30.15,-24.36,https://nepsealpha.com/nepse-chart?symbol=PMHPL
SIFC,600.0,459.0,687.4,30.72,-12.71,https://nepsealpha.com/nepse-chart?symbol=SIFC
PPCL,376.0,284.1,409.9,32.35,-8.27,https://nepsealpha.com/nepse-chart?symbol=PPCL
UPCL,367.9,277.5,489.0,32.58,-24.76,https://nepsealpha.com/nepse-chart?symbol=UPCL
SGHC,396.0,296.0,590.0,33.78,-32.88,https://nepsealpha.com/nepse-chart?symbol=SGHC
ULHC,551.9,411.7,595.0,34.05,-7.24,https://nepsealpha.com/nepse-chart?symbol=ULHC
KKHC,279.9,208.0,475.9,34.57,-41.19,https://nepsealpha.com/nepse-chart?symbol=KKHC
ANLB,6350.0,4700.0,6800.0,35.11,-6.62,https://nepsealpha.com/nepse-chart?symbol=ANLB
ALBSL,1095.0,771.0,1250.0,42.02,-12.4,https://nepsealpha.com/nepse-chart?symbol=ALBSL
TPC,385.0,270.1,628.9,42.54,-38.78,https://nepsealpha.com/nepse-chart?symbol=TPC
PPL,381.9,263.2,602.0,45.1,-36.56,https://nepsealpha.com/nepse-chart?symbol=PPL
SBL,381.8,261.0,416.0,46.28,-8.22,https://nepsealpha.com/nepse-chart?symbol=SBL
RIDI,301.0,203.5,343.2,47.91,-12.3,https://nepsealpha.com/nepse-chart?symbol=RIDI
UMHL,622.0,409.5,706.0,51.89,-11.9,https://nepsealpha.com/nepse-chart?symbol=UMHL
MFIL,831.0,545.0,873.0,52.48,-4.81,https://nepsealpha.com/nepse-chart?symbol=MFIL
GMLI,1760.0,1059.1,2778.0,66.18,-36.65,https://nepsealpha.com/nepse-chart?symbol=GMLI
NGPL,427.0,254.8,465.0,67.58,-8.17,https://nepsealpha.com/nepse-chart?symbol=NGPL
TVCL,639.0,377.6,680.0,69.23,-6.03,https://nepsealpha.com/nepse-chart?symbol=TVCL
UNHPL,495.2,290.0,554.7,70.76,-10.73,https://nepsealpha.com/nepse-chart?symbol=UNHPL
DHEL,725.0,402.2,918.9,80.26,-21.1,https://nepsealpha.com/nepse-chart?symbol=DHEL
BPCL,715.0,380.7,1065.0,87.81,-32.86,https://nepsealpha.com/nepse-chart?symbol=BPCL
BHCL,582.0,292.1,699.0,99.25,-16.74,https://nepsealpha.com/nepse-chart?symbol=BHCL
RSML,624.2,300.0,624.2,108.07,0.0,https://nepsealpha.com/nepse-chart?symbol=RSML
AKJCL,361.5,172.9,396.0,109.08,-8.71,https://nepsealpha.com/nepse-chart?symbol=AKJCL
BUNGAL,638.5,302.4,822.0,111.14,-22.32,https://nepsealpha.com/nepse-chart?symbol=BUNGAL
NABBC,1399.0,662.0,2060.0,111.33,-32.09,https://nepsealpha.com/nepse-chart?symbol=NABBC
SABBL,642.9,300.0,642.9,114.3,0.0,https://nepsealpha.com/nepse-chart?symbol=SABBL
SANVI,810.0,359.0,1060.0,125.63,-23.58,https://nepsealpha.com/nepse-chart?symbol=SANVI
RADHI,856.9,373.0,905.6,129.73,-5.38,https://nepsealpha.com/nepse-chart?symbol=RADHI
MABEL,740.2,317.7,927.0,132.99,-20.15,https://nepsealpha.com/nepse-chart?symbol=MABEL
TTL,896.0,366.1,1262.8,144.74,-29.05,https://nepsealpha.com/nepse-chart?symbol=TTL
BANDIPUR,940.0,285.0,1233.0,229.82,-23.76,https://nepsealpha.com/nepse-chart?symbol=BANDIPUR
PURE,972.9,289.3,1327.9,236.29,-26.73,https://nepsealpha.com/nepse-chart?symbol=PURE
HIMSTAR,1015.9,252.2,1264.0,302.82,-19.63,https://nepsealpha.com/nepse-chart?symbol=HIMSTAR
NMIC,1295.0,302.3,2703.3,328.38,-52.1,https://nepsealpha.com/nepse-chart?symbol=NMIC
SAIL,1306.0,301.7,1690.0,332.88,-22.72,https://nepsealpha.com/nepse-chart?symbol=SAIL
CREST,1337.2,302.5,2458.2,342.05,-45.6,https://nepsealpha.com/nepse-chart?symbol=CREST
OMPL,1303.0,270.0,2167.2,382.59,-39.88,https://nepsealpha.com/nepse-chart?symbol=OMPL
