Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
KPCL,Kalika Power Company,Hydro Power,523.50,4.89 Ar,+0.67%,-0.80%,+4.53%,+2.19%,+2.28%,+336.54%,19.40,26.99,4.42,"69,362.65","1,95,936.05",-64.60%,"61,338.99","1,67,747.44",-63.43%,"45,292.29","94,182.24",-51.91%,19.40,10.08,+92.36%,118.33,113.48,+4.27%,"11,57,020.26","11,33,551.73",+2.07%,"51,886.28","73,710.04",-29.61%,"9,33,949.50","9,33,949.50",0.00%,"1,71,184.48","1,25,892.19",+35.98%
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,453.00,15.90 Ar,+0.22%,+0.89%,+5.42%,+8.35%,+17.16%,+151.15%,20.46,22.14,2.97,"13,93,631.75","58,74,639.18",-76.28%,"6,17,636.61","22,44,468.75",-72.48%,"1,97,584.14","6,35,297.08",-68.90%,20.46,18.10,+13.09%,152.32,168.13,-9.41%,"7,16,34,447.02","7,14,02,976.54",+0.32%,"6,57,52,148.65","6,55,00,260.55",+0.38%,"38,61,930.82","35,10,846.20",+10.00%,"20,20,367.55","23,91,869.79",-15.53%
KSY,Kumari Sabal Yojana,Mutual Fund,9.16,0.00,+1.89%,+1.66%,+4.33%,+2.58%,+16.62%,+0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,486.80,17.64 Ar,-1.95%,+2.70%,+10.01%,+7.22%,+5.48%,+160.57%,-38.48,-12.65,2.61,"12,04,733.57","55,90,527.48",-78.45%,"4,53,831.23","18,57,387.02",-75.57%,"-3,48,577.71","3,79,884.86",-191.76%,-38.48,10.48,-467.04%,186.30,192.73,-3.34%,"6,62,21,689.08","6,79,84,820.22",-2.59%,"5,94,70,858.57","6,10,00,865.08",-2.51%,"36,23,678.16","36,23,678.16",0.00%,"31,27,152.35","33,60,276.98",-6.94%
LBBLD89,11% L.B.B.L. Debenture 2089,Bond,"1,310.00",0.00,-0.38%,0.00%,-0.38%,+8.26%,+5.65%,+27.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEC,Liberty Energy Company Limited,Hydro Power,197.90,4.45 Ar,-1.05%,-2.03%,+2.17%,+2.54%,-5.36%,+10.35%,-2.91,-67.92,2.84,"1,47,468.27","5,96,910.83",-75.29%,"1,30,438.70","5,32,627.88",-75.51%,"-16,389.62","-1,33,236.96",-87.70%,-2.91,-5.92,-50.80%,69.79,70.52,-1.03%,"60,50,686.21","61,14,453.52",-1.04%,"44,80,356.94","45,27,711.36",-1.05%,"22,50,000.00","22,50,000.00",0.00%,"-6,79,670.73","-6,63,257.84",+2.47%
LICN,Life Insurance Nepal,Life Insurance,853.40,0.00,+0.12%,-0.58%,-4.46%,+7.81%,-13.18%,+1.73%,7.88,108.28,5.46,"81,39,854.44","3,23,31,239.01",-74.82%,"9,35,907.52","38,66,547.29",-75.79%,"1,08,370.09","3,15,893.98",-65.69%,7.88,5.74,+37.22%,183.32,187.47,-2.22%,"14,93,27,871.10","14,57,75,166.50",+2.44%,"13,92,45,432.60","13,54,64,162.10",+2.79%,"55,00,000.00","55,00,000.00",0.00%,"30,91,876.79","29,90,823.08",+3.38%
LLBS,Laxmi Laghubitta Bittiya Sanstha,Microcredit,933.00,4.12 Ar,+0.65%,-1.90%,-5.46%,+0.45%,-15.18%,-18.13%,27.99,33.33,5.20,"2,34,496.84","8,81,456.46",-73.40%,"1,40,740.72","4,51,499.40",-68.83%,"30,909.03","19,600.14",+57.70%,27.99,4.44,+530.79%,179.47,161.31,+11.26%,"64,72,377.33","60,45,202.19",+7.07%,"56,79,727.91","53,32,758.51",+6.51%,"4,41,662.10","4,41,662.10",0.00%,"3,50,987.31","2,70,781.58",+29.62%
LSL,Laxmi Sunrise Bank Limited,Commercial Banks,216.50,0.00,+0.70%,+1.31%,+2.93%,+9.74%,+13.71%,+5.37%,5.46,39.65,1.17,"67,10,122.00","2,94,55,960.00",-77.22%,"27,15,176.00","1,13,76,388.00",-76.13%,"3,32,330.00","41,16,966.00",-91.93%,5.46,16.91,-67.71%,184.89,186.63,-0.93%,"45,17,20,473.00","44,37,09,909.00",+1.81%,"40,67,05,354.00","39,82,70,874.00",+2.12%,"2,43,46,512.00","2,43,46,512.00",0.00%,"2,06,68,608.00","2,10,92,521.00",-2.01%
LUK,Laxmi Unnati Kosh,Mutual Fund,9.61,0.00,-1.94%,-0.41%,+4.34%,+2.67%,+20.19%,+69.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,Laxmi Value Fund 2,Mutual Fund,9.38,0.00,+1.96%,+0.43%,-0.85%,+3.08%,+17.66%,+11.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,Mabilung Energy Limited,Hydro Power,725.00,2.80 Ar,-1.04%,+0.83%,+6.15%,+107.50%,+107.50%,+107.50%,-1.70,-425.58,7.04,0.00,0.00,0.00%,0.00,0.00,0.00%,"-1,643.19",0.00,0.00%,-1.70,0.00,0.00%,103.05,0.00,0.00%,"12,87,069.08",0.00,0.00%,"8,89,492.71",0.00,0.00%,"3,85,824.00",0.00,0.00%,"11,752.37",0.00,0.00%
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,519.20,3.95 Ar,-2.59%,-3.85%,-9.70%,-6.47%,-20.37%,+103.61%,14.78,35.12,4.81,"1,27,764.24","3,88,632.41",-67.12%,"1,23,511.17","3,73,126.37",-66.90%,"28,087.22","49,492.46",-43.25%,14.78,6.51,+127.00%,108.02,104.69,+3.18%,"27,50,934.88","27,40,889.02",+0.37%,"19,29,990.75","19,45,234.18",-0.78%,"7,60,000.00","7,60,000.00",0.00%,"60,944.13","35,654.83",+70.93%
MANDU,Mandu Hydropower Limited,Hydro Power,807.00,0.00,+0.88%,+0.88%,+0.12%,+1.50%,-11.51%,+103.39%,14.74,54.74,5.64,"1,66,422.80","2,04,742.19",-18.72%,"1,58,554.95","1,72,480.25",-8.07%,"50,257.20","58,639.86",-14.30%,14.74,4.30,+242.82%,143.08,139.32,+2.70%,"51,51,189.68","48,85,259.92",+5.44%,"32,00,074.09","29,85,501.50",+7.19%,"13,63,637.00","13,63,637.00",0.00%,"5,87,478.59","5,36,121.42",+9.58%
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,975.00,0.00,-0.51%,-2.50%,+1.23%,+1.56%,-18.74%,-3.94%,-12.55,-77.72,5.27,"3,04,835.57","13,16,228.98",-76.84%,"1,05,911.87","4,00,829.13",-73.58%,"-19,707.92","-57,948.68",-65.99%,-12.55,-9.22,+36.04%,185.14,183.16,+1.08%,"1,19,56,991.21","1,24,06,032.43",-3.62%,"1,07,93,664.43","1,12,55,109.12",-4.10%,"6,28,357.34","6,28,357.34",0.00%,"5,34,969.44","5,22,565.97",+2.37%
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,285.00,17.10 Ar,0.00%,+2.48%,+1.60%,+2.33%,-18.31%,+159.09%,1.10,259.17,3.04,"1,01,850.91",0.00,0.00%,"97,263.89",0.00,0.00%,"16,494.65","-41,080.00",-140.15%,1.10,-0.68,-260.61%,93.69,93.43,+0.28%,"2,24,03,747.19","2,18,75,101.00",+2.42%,"1,67,82,094.54","1,62,69,326.68",+3.15%,"60,00,000.00","60,00,000.00",0.00%,"-3,78,347.36","-3,94,225.83",-4.03%
MBL,Machhapuchhre Bank,Commercial Banks,227.80,0.00,-0.09%,+1.88%,+5.51%,+7.45%,+7.95%,+10.08%,13.83,16.47,1.47,"34,85,403.83","1,45,80,766.04",-76.10%,"14,58,948.27","57,56,716.09",-74.66%,"4,17,956.34","20,11,461.52",-79.22%,13.83,17.31,-20.08%,154.61,163.79,-5.61%,"22,65,91,698.70","21,76,02,071.50",+4.13%,"20,79,05,078.50","19,85,66,886.30",+4.70%,"1,20,86,211.56","1,16,21,357.27",+4.00%,"66,00,408.61","74,13,827.98",-10.97%
MBLEF,MBL Equity Fund,Mutual Fund,9.65,0.00,-1.23%,+0.10%,+4.32%,+7.82%,+6.04%,+6.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,Menchhiyam Hydropower Limited,Hydro Power,424.00,0.00,-0.47%,+0.45%,-11.67%,-15.20%,-32.81%,+66.14%,-33.07,-12.82,28.22,"33,822.74","2,971.49","+1,038.24%","33,822.74","2,971.49","+1,038.24%","-1,79,443.88","-1,83,245.63",-2.07%,-33.07,-45.03,-26.56%,15.03,14.32,+4.89%,"14,90,380.12","14,60,267.31",+2.06%,"14,08,854.73","13,82,543.67",+1.90%,"5,42,583.30","5,42,583.30",0.00%,"-4,61,057.92","-4,64,859.66",-0.82%
MDB,Miteri Development Bank,Development Bank,600.50,0.00,+0.05%,-0.74%,+5.72%,+7.51%,-6.72%,+160.19%,8.29,72.44,4.19,"1,62,255.40","5,71,167.16",-71.59%,"72,962.54","2,04,324.65",-64.29%,"25,223.27","1,30,402.07",-80.66%,8.29,10.71,-22.63%,143.28,141.11,+1.54%,"94,39,374.46","83,11,428.58",+13.57%,"76,95,535.86","65,93,982.91",+16.71%,"12,17,100.00","12,17,100.00",0.00%,"5,26,738.60","5,00,345.67",+5.27%
MEHL,Manakamana Engineering Hydropower Limited,Hydro Power,426.00,0.00,-1.37%,-0.93%,-8.58%,+4.69%,-17.60%,+89.33%,9.76,43.65,6.43,"52,665.41","1,20,368.35",-56.25%,"46,454.16","97,124.95",-52.17%,"19,520.10","-20,799.31",-193.85%,9.76,-2.60,-475.40%,66.21,63.77,+3.83%,"13,35,481.02","13,23,449.90",+0.91%,"8,05,835.97","8,13,324.95",-0.92%,"8,00,000.00","8,00,000.00",0.00%,"-2,70,354.95","-2,89,875.05",-6.73%
MEL,Modi Energy Limited,Hydro Power,267.00,0.00,-0.30%,-0.74%,-4.30%,-4.57%,-23.28%,+9.88%,-5.68,-47.02,4.47,"1,08,617.00","5,24,775.00",-79.30%,"89,464.00","4,61,815.00",-80.63%,"-41,168.00","-94,703.00",-56.53%,-5.68,-3.27,+73.88%,59.79,61.10,-2.15%,"54,65,380.00","55,56,029.00",-1.63%,"37,31,535.00","37,84,144.00",-1.39%,"29,00,000.00","29,00,000.00",0.00%,"-11,66,155.00","-11,28,115.00",+3.37%
MEN,Mountain Energy Nepal Limited,Hydro Power,576.00,0.00,-1.03%,+1.48%,+5.69%,+14.20%,+14.05%,+135.06%,65.09,8.85,3.43,"6,13,559.25","13,07,246.61",-53.06%,"5,47,987.83","11,16,854.54",-50.93%,"4,23,496.69","6,29,075.95",-32.68%,65.09,24.17,+169.28%,167.78,152.11,+10.30%,"75,22,892.40","71,69,516.20",+4.93%,"31,56,106.96","32,10,502.66",-1.69%,"26,02,715.71","26,02,715.71",0.00%,"17,64,069.73","13,56,297.83",+30.07%
MERO,Mero Microfinance Bittiya Sanstha Ltd.,Microcredit,731.00,0.00,-1.48%,+0.12%,+3.51%,+2.80%,+16.94%,+3.76%,-3.43,-212.95,4.65,"4,61,600.97","19,76,873.62",-76.65%,"2,42,638.42","10,50,319.37",-76.90%,"-12,177.48","2,16,090.21",-105.64%,-3.43,15.23,-122.54%,157.35,158.11,-0.48%,"1,56,63,657.43","1,55,21,553.81",+0.92%,"1,34,30,892.03","1,32,77,952.45",+1.15%,"14,19,000.00","14,19,000.00",0.00%,"8,13,765.40","8,24,601.37",-1.31%
MFIL,Manjushree Financial Institution,Finance,799.00,10.80 Ar,+4.17%,+5.13%,+21.37%,+37.78%,+28.71%,+202.37%,13.73,58.19,4.75,"5,51,583.51","22,90,719.17",-75.92%,"2,27,290.02","8,73,211.34",-73.97%,"46,394.87","3,14,382.97",-85.24%,13.73,23.26,-40.97%,168.34,180.85,-6.92%,"2,65,51,878.31","2,63,41,022.58",+0.80%,"2,42,76,625.95","2,38,96,746.87",+1.59%,"13,51,552.85","13,51,552.85",0.00%,"9,23,699.52","10,92,722.87",-15.47%
MHCL,Molung Hydropower Company Limited,Hydro Power,379.90,3.05 Ar,+0.50%,-2.56%,-6.47%,-5.21%,-30.29%,+144.94%,20.36,18.66,4.46,"72,761.20","1,61,139.30",-54.85%,"69,645.88","1,43,582.74",-51.49%,"40,837.34","27,324.42",+49.45%,20.36,3.40,+497.81%,85.18,80.07,+6.38%,"11,78,754.74","11,67,933.70",+0.93%,"4,95,215.67","5,25,387.34",-5.74%,"8,02,500.00","8,02,500.00",0.00%,"-1,18,960.93","-1,59,953.64",-25.63%
MHL,Mandakini Hydropower Limited,Hydro Power,495.20,3.20 Ar,-0.56%,+0.69%,+3.19%,+7.19%,-41.74%,+111.78%,15.07,32.86,4.44,"44,884.75","1,09,176.15",-58.89%,"39,704.70","96,029.00",-58.65%,"24,365.99","39,897.12",-38.93%,15.07,6.17,+144.29%,111.42,107.13,+4.00%,"9,59,080.75","9,52,565.62",+0.68%,"2,38,476.80","2,59,664.50",-8.16%,"6,46,767.00","6,46,767.10",0.00%,"73,836.95","46,134.02",+60.05%
MHNL,Mountain Hydro Nepal Limited,Hydro Power,239.00,0.00,-0.42%,-1.52%,-4.17%,-0.42%,-6.60%,+24.48%,27.17,8.80,7.81,"1,95,542.31","4,37,120.19",-55.27%,"1,46,850.15","2,33,130.35",-37.01%,"84,906.01","-4,16,064.54",-120.41%,27.17,-33.29,-181.63%,30.59,23.80,+28.55%,"34,38,986.95","33,93,066.53",+1.35%,"30,56,638.59","30,95,624.17",-1.26%,"12,50,000.00","12,50,000.00",0.00%,"-8,67,651.63","-9,52,557.64",-8.91%
MKCL,Muktinath Krishi Company Limited,Trading,"1,368.00",9.58 Ar,-2.15%,-2.29%,+1.33%,-0.15%,-0.82%,+651.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,Maya Khola Hydropower Company Limited,Hydro Power,345.90,3.46 Ar,+1.74%,-1.11%,-7.54%,-6.26%,-35.72%,+18.46%,11.37,30.43,5.48,"1,38,026.00","2,96,974.00",-53.52%,"1,38,026.00","2,96,974.00",-53.52%,"28,418.00","-63,581.00",-144.70%,11.37,-6.36,-278.78%,63.17,58.21,+8.51%,"32,36,472.00","32,28,703.00",+0.24%,"26,04,781.00","26,46,553.00",-1.58%,"10,00,000.00","10,00,000.00",0.00%,"-3,68,309.00","-4,17,851.00",-11.86%
MKHL,Mai Khola Hydropower Limited,Hydro Power,795.00,3.12 Ar,+2.71%,+1.45%,-1.09%,+18.87%,+22.67%,+163.68%,5.59,142.14,7.77,"19,721.02","63,198.97",-68.80%,"17,819.75","56,001.20",-68.18%,"5,483.46","2,674.51",+105.03%,5.59,0.68,+720.11%,102.36,100.95,+1.39%,"6,97,455.46","7,00,874.87",-0.49%,"2,96,041.06","3,04,976.16",-2.93%,"3,92,156.80","3,92,156.80",0.00%,"9,257.60","3,741.90",+147.40%
MKJC,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,515.00,1.94 Ar,-0.92%,-0.58%,+1.18%,-8.04%,-6.36%,+182.34%,10.31,49.96,4.95,"32,187.82","89,203.29",-63.92%,"29,325.89","77,789.21",-62.30%,"9,697.10","3,506.66",+176.53%,10.31,0.93,"+1,006.14%",104.09,101.31,+2.74%,"8,02,234.06","8,07,618.06",-0.67%,"4,10,518.42","4,26,363.34",-3.72%,"3,76,319.80","3,76,319.80",0.00%,"15,395.84","4,934.92",+211.98%
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,315.00",2.94 Ar,-0.38%,-1.13%,+0.88%,+5.26%,-6.75%,+88.37%,60.09,21.89,6.24,"1,27,429.09","4,13,138.19",-69.16%,"81,440.98","2,09,104.43",-61.05%,"33,637.92","84,153.01",-60.03%,60.09,37.58,+59.89%,210.87,191.29,+10.23%,"33,95,042.78","35,92,629.55",-5.50%,"29,22,846.15","31,64,267.35",-7.63%,"2,23,933.15","2,23,933.15",0.00%,"2,48,263.49","2,04,429.04",+21.44%
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,366.50,15.75 Ar,-0.38%,-0.14%,+3.12%,+6.03%,+5.75%,+106.72%,9.08,40.37,2.22,"11,32,788.95","49,55,665.98",-77.14%,"5,08,938.04","20,19,778.30",-74.80%,"97,512.44","5,06,665.44",-80.75%,9.08,11.79,-23.02%,165.43,166.04,-0.36%,"6,38,58,523.73","6,51,60,917.90",-2.00%,"5,67,50,901.30","5,80,27,275.31",-2.20%,"42,96,458.16","42,96,458.16",0.00%,"28,11,164.27","28,37,184.44",-0.92%
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Microcredit,"1,410.00",0.00,-1.40%,-2.62%,-5.94%,-4.60%,-29.64%,+254.72%,15.69,89.85,10.55,"52,188.51","2,04,884.13",-74.53%,"24,369.65","1,00,122.15",-75.66%,"4,291.03","13,034.57",-67.08%,15.69,11.92,+31.68%,133.66,125.82,+6.23%,"16,02,856.80","16,36,543.37",-2.06%,"14,56,665.59","14,98,925.03",-2.82%,"1,09,375.00","1,09,375.00",0.00%,"36,816.21","28,243.35",+30.35%
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,Microcredit,"1,900.00",0.00,+0.80%,-2.31%,-4.38%,-2.26%,-14.41%,+827.83%,37.23,51.04,7.56,"1,77,058.01","6,92,440.73",-74.43%,"88,146.04","2,99,770.28",-70.60%,"20,248.53","84,147.31",-75.94%,37.23,38.68,-3.75%,251.23,238.07,+5.53%,"56,80,107.39","56,66,081.09",+0.25%,"51,33,522.51","51,48,134.75",-0.28%,"2,17,562.50","2,17,562.50",0.00%,"3,29,022.38","3,00,383.85",+9.53%
MMF1,Mega Mutual Fund -1,Mutual Fund,8.75,0.00,+1.74%,+0.57%,+2.94%,+0.69%,+13.87%,+1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,Hydro Power,587.00,0.00,-2.17%,-1.76%,-3.77%,-3.29%,-15.05%,+126.12%,24.23,24.23,6.14,"1,47,859.46","3,50,228.12",-57.78%,"1,33,667.34","2,92,206.51",-54.26%,"60,576.80","-6,386.76","-1,048.48%",24.23,-0.64,"-3,893.90%",95.53,89.52,+6.72%,"31,56,006.34","31,38,461.23",+0.56%,"22,00,661.36","22,43,242.70",-1.90%,"10,00,000.00","10,00,000.00",0.00%,"-44,655.02","-1,04,781.47",-57.38%
MNBBL,Muktinath Bikas Bank,Development Bank,349.00,24.59 Ar,-0.06%,-0.85%,+1.90%,-8.57%,+8.23%,+54.17%,12.76,27.35,2.05,"26,27,188.00","1,10,46,060.00",-76.22%,"11,85,510.00","45,57,223.00",-73.99%,"2,24,774.00","15,37,431.00",-85.38%,12.76,21.82,-41.52%,170.02,169.95,+0.04%,"13,17,20,334.00","13,69,04,797.00",-3.79%,"11,97,39,200.00","12,49,28,335.00",-4.15%,"70,46,938.00","70,46,938.00",0.00%,"49,34,195.00","49,29,524.00",+0.09%
MNMF1,Muktinath Mutual Fund 1,Mutual Fund,9.20,0.00,+1.10%,+1.77%,+1.66%,+2.68%,-2.65%,-2.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPFL,Multipurpose Finance,Finance,652.00,0.00,+4.81%,+1.56%,+21.57%,+25.63%,+0.46%,+386.30%,8.89,73.31,5.45,"64,262.88","2,63,969.77",-75.66%,"17,691.97","87,602.55",-79.80%,"13,567.70","23,324.32",-41.83%,8.89,3.82,+132.68%,119.60,126.01,-5.09%,"39,77,532.97","39,74,124.73",+0.09%,"32,47,753.75","32,05,217.90",+1.33%,"6,10,200.00","6,10,200.00",0.00%,"1,19,579.21","1,58,706.83",-24.65%
MSHL,Mid Solu Hydropower Limited,Hydro Power,830.00,6.21 Ar,-0.24%,+1.69%,+5.21%,+6.01%,+0.45%,+189.49%,22.36,37.12,6.60,"89,738.93","3,15,759.45",-71.58%,"81,829.14","2,86,024.21",-71.39%,"41,835.43","1,32,140.03",-68.34%,22.36,17.66,+26.64%,125.76,120.17,+4.65%,"21,80,924.39","22,02,601.01",-0.98%,"12,39,755.14","13,03,281.33",-4.87%,"7,48,400.00","7,48,400.00",0.00%,"1,92,769.25","1,50,919.68",+27.73%
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,290.00",4.77 Ar,+1.26%,-0.62%,-3.32%,+4.77%,-3.81%,+35.29%,37.43,34.46,5.77,"1,95,936.37","7,17,415.84",-72.69%,"1,11,373.59","3,67,287.81",-69.68%,"34,615.42","1,14,529.91",-69.78%,37.43,30.96,+20.90%,223.60,214.39,+4.30%,"60,08,456.96","57,86,417.62",+3.84%,"51,81,305.70","49,93,356.51",+3.76%,"3,69,923.50","3,69,923.50",0.00%,"4,57,227.76","4,23,137.60",+8.06%
NABBC,Narayani Development Bank,Development Bank,"1,346.40",3.53 Ar,+0.33%,-3.48%,+30.09%,+83.43%,+115.42%,+524.78%,-33.69,-39.96,71.61,"5,043.52","35,718.65",-85.88%,"-1,230.15",-299.00,+311.42%,"-22,107.03","-25,169.20",-12.17%,-33.69,-9.59,+251.33%,18.80,27.15,-30.74%,"4,38,729.37","5,80,953.78",-24.48%,"3,89,383.15","5,09,706.57",-23.61%,"2,62,467.60","2,62,467.60",0.00%,"-2,13,121.38","-1,91,220.38",+11.45%
NABIL,Nabil Bank,Commercial Banks,487.50,131.90 Ar,-0.12%,-0.31%,+1.53%,-2.05%,+2.05%,-25.93%,25.97,18.77,2.03,"98,01,139.00","4,04,70,486.00",-75.78%,"39,01,260.00","1,63,27,297.00",-76.11%,"17,56,991.00","71,27,567.00",-75.35%,25.97,26.34,-1.40%,240.72,235.58,+2.18%,"67,55,23,530.00","63,81,55,759.00",+5.86%,"61,03,91,361.00","57,44,16,188.00",+6.26%,"2,70,56,997.00","2,70,56,997.00",0.00%,"3,80,75,172.00","3,66,82,576.00",+3.80%
NABILD2089,7% Nabil Debenture 2089,Bond,"1,073.10",0.00,-2.00%,-0.27%,-0.73%,+0.38%,+0.38%,+0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADEP,Nadep Laghubitta Bittiya Sanstha Ltd.,Microcredit,795.20,0.00,+1.04%,-1.83%,+1.17%,+6.17%,-16.29%,+2.04%,4.75,167.42,5.16,"1,84,280.45","8,21,291.34",-77.56%,"90,686.40","4,01,096.72",-77.39%,"5,768.08","53,727.15",-89.26%,4.75,11.06,-57.06%,154.24,166.08,-7.13%,"67,91,773.74","64,68,273.45",+5.00%,"60,42,555.84","56,61,542.51",+6.73%,"4,85,760.00","4,85,760.00",0.00%,"2,63,457.91","3,20,970.95",-17.92%
NBF2,Nabil Balanced Fund 2,Mutual Fund,9.57,0.00,-0.73%,-0.52%,+1.48%,+4.02%,+14.66%,+66.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBF3,Nabil Balanced Fund-3,Mutual Fund,9.18,1.15 Ar,+0.77%,-0.22%,+1.21%,+2.34%,+13.24%,+4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBL,Nepal Bank,Commercial Banks,241.00,35.41 Ar,0.00%,+0.58%,0.00%,-0.41%,-6.23%,-20.64%,16.01,15.05,0.93,"55,83,299.33","2,30,68,579.39",-75.80%,"25,69,500.39","1,00,87,151.82",-74.53%,"5,88,287.50","37,73,008.99",-84.41%,16.01,25.68,-37.63%,260.32,259.81,+0.19%,"40,33,40,238.20","39,93,21,863.80",+1.01%,"36,50,89,129.50","36,11,44,882.00",+1.09%,"1,46,94,022.93","1,46,94,022.93",0.00%,"2,35,57,085.72","2,34,82,958.83",+0.32%
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,507.00",4.39 Ar,+0.47%,-0.20%,+0.88%,-1.31%,-23.56%,+117.11%,44.80,33.64,5.53,"1,30,812.22","5,30,408.06",-75.34%,"71,889.45","2,91,891.97",-75.37%,"32,629.91","-10,099.62",-423.08%,44.80,-3.47,"-1,392.34%",272.45,263.44,+3.42%,"42,61,084.90","41,18,698.24",+3.46%,"34,67,327.90","33,51,193.22",+3.47%,"2,91,337.50","2,91,337.50",0.00%,"5,02,419.50","4,76,167.52",+5.51%
NFS,Nepal Finance,Finance,630.00,0.00,+0.72%,-0.96%,+1.12%,+2.61%,-25.97%,+238.92%,-31.37,-20.08,5.07,"84,898.98","3,39,117.26",-74.96%,"18,004.41","90,492.40",-80.10%,"-59,560.08","21,745.87",-373.89%,-31.37,2.86,"-1,195.56%",124.29,137.37,-9.52%,"51,81,087.45","52,44,085.14",-1.20%,"42,37,141.73","42,00,798.93",+0.87%,"7,59,446.75","7,59,446.75",0.00%,"1,84,498.97","2,83,839.46",-35.00%
NGPL,Ngadi Group Power Ltd.,Hydro Power,397.00,14.70 Ar,-0.75%,+0.89%,+0.71%,+15.59%,+54.12%,+265.96%,2.35,169.16,2.55,"46,224.28","1,14,948.39",-59.79%,"42,931.91","99,174.74",-56.71%,"21,724.20","17,115.62",+26.93%,2.35,0.46,+407.70%,155.64,163.55,-4.84%,"68,38,756.36","71,11,498.43",-3.84%,"10,76,052.14","10,55,857.39",+1.91%,"37,02,558.45","37,02,558.45",0.00%,"20,60,145.77","23,53,082.60",-12.45%
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,660.00,2.56 Ar,-0.44%,-3.23%,+4.18%,+11.59%,-20.36%,+376.07%,22.33,29.56,5.19,"36,844.00","1,08,153.00",-65.93%,"32,202.00","91,394.00",-64.77%,"21,669.00","53,440.00",-59.45%,22.33,13.77,+62.19%,127.26,121.67,+4.59%,"6,16,741.00","6,08,255.00",+1.40%,"1,22,738.00","1,35,922.00",-9.70%,"3,88,197.00","3,88,197.00",0.00%,"1,05,806.00","84,137.00",+25.75%
NHPC,National Hydro Power,Hydro Power,187.80,4.63 Ar,-1.37%,+1.35%,+0.81%,-1.16%,-11.58%,+88.65%,1.73,108.48,1.94,"55,988.01","1,62,894.34",-65.63%,"36,653.05","85,206.74",-56.98%,"10,677.60","3,132.63",+240.85%,1.73,0.13,"+1,263.40%",96.79,96.39,+0.41%,"33,92,383.99","33,60,869.44",+0.94%,"10,04,362.38","9,82,752.85",+2.20%,"24,67,162.92","24,67,162.92",0.00%,"-79,211.30","-89,046.32",-11.04%
NIBLGF,NIBL Growth Fund,Mutual Fund,9.01,0.00,+0.56%,-0.11%,+4.77%,+3.92%,+16.86%,+17.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLSTF,NIBL Stable Fund,Mutual Fund,8.68,0.00,-0.80%,+0.93%,+4.20%,+1.40%,+4.45%,-3.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBSF2,NIBL Samriddhi Fund -2,Mutual Fund,8.60,0.00,+0.35%,-0.46%,+2.99%,+0.70%,+11.93%,-9.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
