Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,337.0,23395.0,-1785.0,21610.0,159.13
SSHL,0,0.0,194.9,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,226.5,0.0,5099.5,5099.5,91.95
UNHPL,65,415.38,378.0,0.0,-2430.0,-2430.0,-9.0
DORDI,130,307.54,247.0,0.0,-7870.0,-7870.0,-19.68
PPCL,10,390.0,330.0,-8000.0,-600.0,-8600.0,-220.51
MEL,164,323.0,214.5,0.0,-17794.0,-17794.0,-33.59
HLBSL,95,1079.0,869.4,0.0,-19912.0,-19912.0,-19.43
SINDU,115,866.3,670.0,0.0,-22575.0,-22575.0,-22.66
GBLBS,60,1519.0,730.1,0.0,-47334.0,-47334.0,-51.94
SAGAR,90,2220.0,1618.0,0.0,-54180.0,-54180.0,-27.12
