Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,352.4,23395.0,-1246.0,22149.0,163.1
SSHL,0,0.0,213.0,15000.0,0.0,15000.0,0.0
UNHPL,65,415.38,534.0,0.0,7710.0,7710.0,28.56
HURJA,47,118.0,252.0,0.0,6298.0,6298.0,113.56
DORDI,130,307.54,271.0,0.0,-4750.0,-4750.0,-11.88
PPCL,10,390.0,375.0,-8000.0,-150.0,-8150.0,-208.97
MEL,164,323.0,226.1,0.0,-15891.6,-15891.6,-30.0
HLBSL,95,1079.0,890.0,0.0,-17955.0,-17955.0,-17.52
SINDU,115,866.3,709.0,0.0,-18090.0,-18090.0,-18.16
GBLBS,60,1519.0,771.9,0.0,-44826.0,-44826.0,-49.18
SAGAR,90,2220.0,1679.7,0.0,-48627.0,-48627.0,-24.34
