Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,0.0,0.0,-5546.0,-5546.0,-100.0
PPCL,10,390.0,0.0,-8000.0,-3900.0,-11900.0,-305.13
UNHPL,65,415.38,0.0,0.0,-27000.0,-27000.0,-100.0
SSHL,200,190.0,0.0,0.0,-38000.0,-38000.0,-100.0
DORDI,130,307.54,0.0,0.0,-39980.0,-39980.0,-100.0
MEL,164,323.0,0.0,0.0,-52972.0,-52972.0,-100.0
GBLBS,60,1519.0,0.0,0.0,-91140.0,-91140.0,-100.0
SINDU,115,866.3,0.0,0.0,-99625.0,-99625.0,-100.0
HLBSL,95,1079.0,0.0,0.0,-102505.0,-102505.0,-100.0
AKJCL,535,384.15,0.0,10335.0,-205520.0,-195185.0,-94.97
SAGAR,90,2220.0,0.0,0.0,-199800.0,-199800.0,-100.0
