Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,336.9,23395.0,-1788.5,21606.5,159.11
SSHL,0,0.0,188.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,226.0,0.0,5076.0,5076.0,91.53
UNHPL,65,415.38,349.8,0.0,-4263.0,-4263.0,-15.79
PPCL,10,390.0,325.9,-8000.0,-641.0,-8641.0,-221.56
DORDI,130,307.54,236.1,0.0,-9287.0,-9287.0,-23.23
MEL,164,323.0,195.0,0.0,-20992.0,-20992.0,-39.63
HLBSL,95,1079.0,850.0,0.0,-21755.0,-21755.0,-21.22
SINDU,115,866.3,587.3,0.0,-32085.5,-32085.5,-32.21
GBLBS,60,1519.0,660.0,0.0,-51540.0,-51540.0,-56.55
SAGAR,90,2220.0,1476.0,0.0,-66960.0,-66960.0,-33.51
