Date,Symbol,Signal_Type,Close,EMA_20,EMA_50,Volume,Volume_Avg_20,ADX,ATR
2026-02-03,TRH,BUY,764.0,742.1739585112084,741.2126274893819,10012.0,4408.5,32.06656264237694,22.528571428571418
2026-02-03,UNHPL,BUY,498.0,481.219286715906,481.0374170057223,628491.0,307434.3,20.52125739629019,21.000000000000004
2026-02-02,SHEL,BUY,290.0,284.5668110397612,284.4782538743125,166456.0,117246.3,42.86113365890269,8.014285714285705
2026-02-01,PFL,BUY,385.0,376.1868764047418,376.0703830268101,79808.0,25611.7,43.337826697411934,16.52857142857142
2026-01-28,CORBL,BUY,2196.7,1727.9069122591948,1705.083070740594,21524.0,9490.1,43.22021858533686,121.37857142857146
2026-01-27,SSHL,BUY,177.9,167.17021874960898,167.15727722116833,517211.0,274966.55,43.43833539024637,7.592857142857146
2026-01-26,BARUN,BUY,377.0,333.86851370283773,331.7367911660395,539022.0,144865.45,37.320704211341415,12.078571428571426
2026-01-26,GLH,BUY,268.0,254.95789176023496,254.203424191575,78864.0,30897.6,23.812738856233484,6.342857142857146
2026-01-26,HPPL,BUY,505.0,476.2363546448398,476.15775003624805,1378983.0,139965.25,27.09426075847812,16.485714285714284
2026-01-26,KBL,BUY,194.4,183.9925978140621,183.85524428613584,383435.0,163636.8,42.19409679235822,4.735714285714285
2026-01-26,NBL,BUY,252.5,244.24401943319543,243.93401671029116,77835.0,57561.85,36.5824725083039,4.635714285714288
2026-01-26,RHPL,BUY,289.9,277.9010361708797,277.4591822779998,74347.0,36564.4,50.98966918300521,10.607142857142852
2026-01-26,SJCL,BUY,296.5,289.15241017484664,289.0322845423871,24357.0,11828.75,27.04569624687864,7.057142857142858
2026-01-25,DHPL,BUY,314.9,296.5799403879877,296.4434675453166,35811.0,10994.3,21.93859551806671,8.757142857142851
2026-01-25,KPCL,BUY,575.0,553.4105274003452,552.4085889894623,222018.0,68972.9,42.952553062822226,35.14999999999999
2026-01-25,NYADI,BUY,424.9,397.3750724730246,396.4595607807012,32395.0,20026.95,30.211902952962554,14.857142857142849
2026-01-25,UMRH,BUY,584.0,563.3271854169338,563.2575934518801,55072.0,36336.8,27.952149499773004,23.37142857142855
2026-01-25,UPPER,BUY,194.4,178.32797511348858,178.26901827891876,390453.0,105575.45,21.509627511010073,4.157142857142858
2026-01-22,CHDC,BUY,2435.0,2313.2038416122728,2309.600298618481,34003.0,24895.75,38.150328797777846,61.86428571428574
2026-01-22,LEC,BUY,219.9,201.3749048729206,200.37128083506602,798119.0,142973.9,30.115320143080588,6.592857142857146
2026-01-22,NFS,BUY,675.8,640.8441916592718,640.5812613744686,66136.0,27952.65,22.427179097997687,19.292857142857127
2026-01-22,PROFL,BUY,495.0,466.00515412526715,464.7452639508879,44817.0,19678.5,27.631926134436146,17.357142857142858
2026-01-21,BFC,BUY,484.0,470.0312626381667,469.618518788611,41449.0,29571.45,30.11414549480268,15.164285714285711
2026-01-21,CHL,BUY,277.0,262.5980278498194,262.09169226026415,128073.0,49757.85,26.806790898578573,9.599999999999994
2026-01-21,HDHPC,BUY,187.0,179.49523610958857,179.48039035136037,213970.0,90755.55,35.903107412416496,6.642857142857145
2026-01-21,JFL,BUY,451.0,431.07990330772134,430.17959639748295,40246.0,22006.0,29.69905488199205,19.85714285714285
2026-01-20,EBL,BUY,677.0,657.8437646726031,656.7123703586726,35963.0,22219.55,28.491399719988845,9.378571428571425
2026-01-20,SADBL,BUY,425.0,402.8515015053484,402.12697749909455,74422.0,32561.45,45.64640663806837,10.264285714285705
2026-01-18,GUFL,BUY,562.1,510.8288488774805,508.47068139787433,94746.0,14395.25,22.94400355780463,19.364285714285717
