Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,343.0,23395.0,-1575.0,21820.0,160.68
SSHL,0,0.0,192.2,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,222.1,0.0,4892.7,4892.7,88.22
UNHPL,65,415.38,383.9,0.0,-2046.5,-2046.5,-7.58
DORDI,130,307.54,245.7,0.0,-8039.0,-8039.0,-20.11
PPCL,10,390.0,324.0,-8000.0,-660.0,-8660.0,-222.05
MEL,164,323.0,210.0,0.0,-18532.0,-18532.0,-34.98
HLBSL,95,1079.0,863.0,0.0,-20520.0,-20520.0,-20.02
SINDU,115,866.3,673.1,0.0,-22218.5,-22218.5,-22.3
GBLBS,60,1519.0,739.0,0.0,-46800.0,-46800.0,-51.35
SAGAR,90,2220.0,1535.0,0.0,-61650.0,-61650.0,-30.86
