Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,400.0,23395.0,420.0,23815.0,175.37
SSHL,0,0.0,227.3,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,280.0,0.0,7614.0,7614.0,137.29
UNHPL,65,415.38,522.0,0.0,6930.0,6930.0,25.67
DORDI,130,307.54,296.1,0.0,-1487.0,-1487.0,-3.72
MEL,164,323.0,281.0,0.0,-6888.0,-6888.0,-13.0
PPCL,10,390.0,409.9,-8000.0,199.0,-7801.0,-200.03
SINDU,115,866.3,780.0,0.0,-9925.0,-9925.0,-9.96
HLBSL,95,1079.0,933.0,0.0,-13870.0,-13870.0,-13.53
SAGAR,90,2220.0,1949.0,0.0,-24390.0,-24390.0,-12.21
GBLBS,60,1519.0,790.0,0.0,-43740.0,-43740.0,-47.99
