Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,392.6,23395.0,161.0,23556.0,173.46
SSHL,0,0.0,223.1,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,279.0,0.0,7567.0,7567.0,136.44
UNHPL,65,415.38,520.7,0.0,6845.5,6845.5,25.35
DORDI,130,307.54,291.5,0.0,-2085.0,-2085.0,-5.22
MEL,164,323.0,279.0,0.0,-7216.0,-7216.0,-13.62
PPCL,10,390.0,397.2,-8000.0,72.0,-7928.0,-203.28
SINDU,115,866.3,758.0,0.0,-12455.0,-12455.0,-12.5
HLBSL,95,1079.0,919.0,0.0,-15200.0,-15200.0,-14.83
SAGAR,90,2220.0,1925.0,0.0,-26550.0,-26550.0,-13.29
GBLBS,60,1519.0,776.0,0.0,-44580.0,-44580.0,-48.91
