Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
PCBLP,100.0,100.0,105.3,0.0,-5.03
NIBD2082,1017.1,1017.0,1170.0,0.01,-13.07
ICFCD83,1119.9,1119.0,1368.9,0.08,-18.19
HBLD83,1054.0,1047.0,1111.0,0.67,-5.13
MLBSL,1890.0,1870.0,2569.0,1.07,-26.43
RBBD83,1027.0,1015.0,1100.0,1.18,-6.64
NLG,671.0,660.0,1195.0,1.67,-43.85
SKBBL,770.0,756.6,999.0,1.77,-22.92
NMFBS,1107.0,1086.0,1504.0,1.93,-26.4
CIT,1765.0,1730.8,2200.0,1.98,-19.77
NIMBPO,153.0,150.0,184.5,2.0,-17.07
KMCDB,941.0,921.3,1270.0,2.14,-25.91
SRBLD83,1060.0,1037.3,1126.0,2.19,-5.86
TAMOR,447.2,437.0,602.0,2.33,-25.71
HBL,188.8,184.0,261.0,2.61,-27.66
SWBBL,745.0,724.8,1046.5,2.79,-28.81
KBSH,1668.0,1622.0,3000.8,2.84,-44.41
KBLPO,102.9,100.0,115.0,2.9,-10.52
NIMB,192.5,187.0,247.0,2.94,-22.06
MSHL,824.0,800.1,1135.0,2.99,-27.4
NMB,238.0,231.0,283.0,3.03,-15.9
PRVU,185.6,179.9,250.9,3.17,-26.03
HBLD86,1130.0,1093.6,1201.0,3.33,-5.91
SMJC,495.0,479.0,735.0,3.34,-32.65
BNL,15800.0,15289.0,22500.0,3.34,-29.78
HLI,367.0,354.8,506.8,3.44,-27.58
UNLB,1882.0,1818.4,2843.9,3.5,-33.82
CHCL,472.0,456.0,599.6,3.51,-21.28
RBBF40,9.32,9.0,10.0,3.56,-6.8
SMH,710.0,685.1,1142.0,3.63,-37.83
SMHL,508.0,490.1,1275.0,3.65,-60.16
RURU,664.0,640.0,853.0,3.75,-22.16
BGWT,779.0,750.0,1241.0,3.87,-37.23
NICL,508.1,489.1,1047.0,3.88,-51.47
SBID83,1065.0,1025.0,1226.0,3.9,-13.13
VLBS,766.3,737.0,1008.0,3.98,-23.98
HDL,1148.0,1103.0,1556.1,4.08,-26.23
CITY,480.0,461.0,998.4,4.12,-51.92
JBLB,1323.0,1270.7,1644.0,4.12,-19.53
HEIP,310.7,298.3,485.0,4.16,-35.94
FOWAD,1088.0,1043.8,1350.0,4.23,-19.41
UNL,47000.0,45000.0,50724.0,4.44,-7.34
USLB,1470.0,1407.0,2750.0,4.48,-46.55
GWFD83,1139.0,1090.0,1464.8,4.5,-22.24
MCHL,431.1,412.5,714.0,4.51,-39.62
NICAD85/86,1108.0,1058.3,1190.0,4.7,-6.89
PCBL,237.0,226.0,290.0,4.87,-18.28
HATHY,920.0,875.5,1600.0,5.08,-42.5
MATRI,978.0,930.1,1464.8,5.15,-33.23
MLBS,1467.0,1395.0,2400.0,5.16,-38.88
KDL,810.0,770.0,1306.3,5.19,-37.99
RBCL,14999.9,14251.0,16900.0,5.26,-11.24
GCIL,421.2,400.0,613.0,5.3,-31.29
SAND2085,1133.0,1075.0,1189.0,5.4,-4.71
NIFRA,263.5,249.9,328.1,5.44,-19.69
NICAD2091,1060.0,1005.2,1102.6,5.45,-3.86
SMPDA,886.0,840.0,1155.0,5.48,-23.29
ACLBSL,950.0,900.0,1284.9,5.56,-26.06
PBLD87,1072.1,1015.1,1147.0,5.62,-6.53
LSL,212.3,201.0,252.0,5.62,-15.75
MLBL,368.5,348.9,488.0,5.62,-24.49
ENL,915.0,866.0,1452.0,5.66,-36.98
MANDU,810.1,766.5,1019.0,5.69,-20.5
AHL,562.9,532.0,891.0,5.81,-36.82
SHLB,1630.0,1540.2,2907.0,5.83,-43.93
MKCL,1411.0,1333.0,1900.0,5.85,-25.74
AVYAN,959.0,906.0,1306.8,5.85,-26.61
GBBD85,1080.0,1020.0,1135.0,5.88,-4.85
NABIL,498.8,471.0,562.0,5.9,-11.25
SWMF,679.0,641.1,868.1,5.91,-21.78
PBLD84,1125.0,1062.1,1150.0,5.92,-2.17
SALICO,604.9,570.1,780.0,6.1,-22.45
SCB,631.5,594.9,701.0,6.15,-9.91
SHINE,405.5,382.0,499.0,6.15,-18.74
SICL,625.0,588.8,891.0,6.15,-29.85
MKHC,353.0,332.2,612.0,6.26,-42.32
NHDL,662.0,623.0,1002.6,6.26,-33.97
SLBBL,828.8,780.0,1159.4,6.26,-28.51
SHL,493.1,464.0,619.0,6.27,-20.34
KBL,186.7,175.5,233.5,6.38,-20.04
PBD84,1120.0,1052.0,1182.0,6.46,-5.25
NBBD2085,1150.0,1078.6,1206.3,6.62,-4.67
MBJC,288.0,270.0,405.0,6.67,-28.89
NMLBBL,640.0,600.0,807.0,6.67,-20.69
JBBD87,1105.0,1035.1,1289.0,6.75,-14.27
CYCL,1562.0,1462.0,2040.0,6.84,-23.43
GILB,1193.5,1117.0,1441.6,6.85,-17.21
NICLBSL,571.8,535.0,764.0,6.88,-25.16
GMFBS,1492.0,1395.0,1980.0,6.95,-24.65
HLICF,9.35,8.74,10.0,6.98,-6.5
UMRH,562.9,526.0,790.0,7.02,-28.75
SMATA,786.1,734.1,1382.0,7.08,-43.12
NMB50,10.44,9.75,11.93,7.08,-12.49
HHL,333.0,310.7,635.0,7.18,-47.56
NIFRAGED,1016.4,948.0,1137.2,7.22,-10.62
MNBBL,364.8,340.1,503.0,7.26,-27.48
HIDCL,262.9,245.0,340.0,7.31,-22.68
NMBD87/88,1085.0,1010.0,1196.4,7.43,-9.31
GBIMESY2,9.15,8.5,10.18,7.65,-10.12
BEDC,540.1,501.0,1080.0,7.8,-49.99
SRLI,392.4,363.9,480.0,7.83,-18.25
NBLD87,1091.0,1010.1,1150.0,8.01,-5.13
GBIME,227.8,210.7,278.9,8.12,-18.32
SBD87,1102.6,1019.5,1139.0,8.15,-3.2
MHCL,392.8,363.0,655.0,8.21,-40.03
SLBSL,1336.0,1234.5,3047.0,8.22,-56.15
NMBD2085,1165.0,1076.0,1188.0,8.27,-1.94
MLBLD89,1255.0,1159.0,1350.0,8.28,-7.04
GBBL,398.0,367.4,498.0,8.33,-20.08
SFMF,10.19,9.4,11.74,8.4,-13.2
