Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,254.0,0.0,6392.0,6392.0,115.25
UNHPL,65,415.38,483.0,0.0,4395.0,4395.0,16.28
AKJCL,535,384.15,365.0,10335.0,-10245.0,90.0,0.04
SSHL,200,190.0,183.4,0.0,-1320.0,-1320.0,-3.47
DORDI,130,307.54,275.5,0.0,-4165.0,-4165.0,-10.42
MEL,164,323.0,282.0,0.0,-6724.0,-6724.0,-12.69
PPCL,10,390.0,370.0,-8000.0,-200.0,-8200.0,-210.26
SINDU,115,866.3,743.9,0.0,-14076.5,-14076.5,-14.13
HLBSL,95,1079.0,915.0,0.0,-15580.0,-15580.0,-15.2
SAGAR,90,2220.0,1983.0,0.0,-21330.0,-21330.0,-10.68
GBLBS,60,1519.0,750.0,0.0,-46140.0,-46140.0,-50.63
