Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,20,285.0,359.1,10335.0,1482.0,11817.0,207.32
HURJA,47,118.0,269.9,0.0,7139.3,7139.3,128.73
UNHPL,65,415.38,497.7,0.0,5350.5,5350.5,19.82
SSHL,200,190.0,197.0,0.0,1400.0,1400.0,3.68
DORDI,130,307.54,285.0,0.0,-2930.0,-2930.0,-7.33
MEL,164,323.0,297.0,0.0,-4264.0,-4264.0,-8.05
PPCL,510,390.0,379.4,0.0,-5406.0,-5406.0,-2.72
SINDU,115,866.3,763.0,0.0,-11880.0,-11880.0,-11.92
SAGAR,90,2220.0,2066.0,0.0,-13860.0,-13860.0,-6.94
HLBSL,95,1079.0,909.0,0.0,-16150.0,-16150.0,-15.76
GBLBS,60,1519.0,765.0,0.0,-45240.0,-45240.0,-49.64
