Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
JHAPA,2026-04-23,1523.8,1692.0,1500.0,1612.0,5.79,40339.0,1800.0,293.4,1409.804925592376,1405.8368368676195,66.11546864661402,14484.766666666666,9.893943648802225,3.12138175544892,True
NMB50,2026-04-21,10.4,10.8,10.4,10.6,1.92,113625.0,11.93,9.75,10.464189393948653,10.459332218795229,49.2957815846112,17412.8,0.0007877970337993645,0.00031068365565296575,True
SHL,2026-04-15,505.0,535.0,501.0,521.1,3.19,186977.0,619.0,464.0,505.0578768376593,504.88933439393134,51.39012434209267,76580.7,0.4032527651208511,0.1192399035129256,True
SMJC,2026-04-13,511.9,511.9,495.1,499.4,-2.44,34014.0,679.3,460.0,490.0392073011663,489.77850680595566,44.994240642800456,47461.433333333334,0.20854538201722334,0.051289315477663425,True
UNL,2026-04-08,47050.1,47100.0,47000.0,47100.0,0.11,75.0,50724.0,45000.0,46793.65659558031,46787.034035288496,47.51698902247779,50.233333333333334,14.808600705675781,4.61142187975347,True
PBLD86,2026-04-07,1211.0,1211.0,1211.0,1211.0,0.0,50.0,1211.0,1100.2,1165.3450100642733,1162.9433166156712,69.91869918699187,92.375,1.105192954074937,0.36827135775433817,True
CBBL,2026-03-26,955.0,965.0,950.0,963.0,0.84,25508.0,1144.8,822.0,949.2347813388235,948.7674869732436,59.51776059981721,35282.6,2.003833991378838,0.7176596580470005,True
BGWT,2026-03-24,775.0,785.0,770.0,785.0,1.29,9078.0,1110.0,710.0,771.2131184970206,770.413163798068,46.53978800288069,3456.5666666666666,0.3831006461429524,0.14655728165869278,True
KBSH,2026-03-24,1763.0,1763.0,1715.2,1744.9,0.92,104.0,2189.0,1557.1,1704.4989615289699,1702.3900056142488,61.31969219958422,313.7,1.9456817284062253,0.6928073929664151,True
GMFBS,2026-03-24,1490.0,1493.0,1475.0,1493.0,-0.86,939.0,1871.0,1280.0,1466.0064815642506,1465.4852284699455,63.52288946114658,1136.2333333333333,3.081561571788643,1.0183568615843797,True
ICFCD88,2026-03-24,1150.0,1173.0,1149.6,1173.0,1.56,259.0,1216.0,1053.6,1156.5426396429025,1155.9478643290772,62.02533026233746,138.0,0.6513150216476788,0.2487336469755519,True
CGH,2026-03-22,862.2,901.0,862.2,901.0,4.95,60469.0,1150.0,798.0,859.5194227601936,858.8422154940699,69.11588729572003,26070.566666666666,1.0491476911405697,0.33239765463752063,True
SMFBS,2026-03-22,1700.0,1745.0,1666.0,1745.0,3.99,6492.0,2026.0,1490.0,1679.6011909691993,1677.6853459423958,65.70546223928051,2118.133333333333,1.6022580453484807,0.5415016859989918,True
GBLBS,2026-03-21,799.8,799.8,782.2,796.9,0.0,10374.0,950.0,698.0,788.2177883392438,787.861577902298,67.2977830910663,6433.4,0.6002402631152108,0.20203515454179524,True
NRIC,2026-03-20,1268.7,1286.0,1243.9,1279.8,0.0,83791.0,1842.0,887.0,1259.026117433838,1258.5744212266602,56.265778534314684,48315.86666666667,0.14374191795845945,0.008952821525690524,True
SIGS2,2026-03-19,9.99,10.01,9.81,10.01,2.14,52625.0,11.7,8.9,9.895613250395558,9.895222646310085,65.26946723300833,10264.0,0.0025781075106863227,0.0009566616636647041,True
SHLB,2026-03-19,1644.4,1644.4,1625.0,1644.0,1.42,911.0,2172.0,1454.0,1621.2635298231157,1620.7146672049498,63.08724832214765,511.73333333333335,0.7293678901667136,0.24413592349897045,True
BBC,2026-03-19,4910.0,4910.0,4794.0,4858.0,0.31,872.0,6537.0,4480.0,4775.119975021593,4774.7368926022245,63.888885709478444,713.8666666666667,10.155902397921091,3.4953350854124436,True
NICAD2091,2026-03-18,1061.1,1086.9,1061.1,1086.9,0.0,525.0,1102.6,1005.2,1070.3412709498682,1069.9151479624013,56.28417244591888,192.4,1.053891882696962,0.3455523908069608,True
BEDC,2026-03-17,540.0,540.0,525.0,538.5,1.22,14882.0,872.0,376.0,528.8461764388406,528.412020505313,60.07750042976937,11645.766666666666,0.6422960951069626,0.22527747453630126,True
MSLB,2026-03-17,1293.1,1390.0,1293.1,1389.0,6.44,2389.0,1710.0,1089.9,1326.800578775418,1326.2379512797845,66.55949292277603,2249.0,1.7282773551851733,0.5600835004428972,True
NSIF2,2026-03-14,10.67,11.06,10.67,10.84,0.0,173700.0,11.93,9.75,10.72447849848653,10.717626550308694,64.86490666219899,54713.2,0.019236853405650577,0.007055551501380463,True
RMF1,2026-03-13,9.99,9.99,9.61,9.74,0.0,43400.0,11.4,8.65,9.660728862512428,9.65822617114544,57.317043386231084,49104.066666666666,0.01037635475787404,0.0036323327772478818,True
SMPDA,2026-03-13,894.7,899.1,887.0,890.0,0.0,7352.0,1155.0,821.0,882.5413138595225,882.3346823439398,61.62791935543967,3316.6,1.5957372988394127,0.5802695871417882,True
GVL,2026-03-13,512.0,516.9,507.0,514.9,0.0,71439.0,662.0,424.0,502.0477344079378,501.79123459124827,68.9054820788993,60448.4,2.0525110531770565,0.7327356176762692,True
SPIL,2026-03-13,716.0,733.8,716.0,731.0,0.0,4479.0,894.5,625.0,716.4361577228706,715.8317909511939,69.68505198404435,5725.133333333333,2.456822058761554,0.8892040173494251,True
KDBY,2026-03-12,10.17,10.3,10.17,10.19,-0.1,11280.0,12.11,8.67,10.053418228113943,10.046156948641034,57.999992370605476,25760.533333333333,0.006801095714640581,0.0022769534941627255,True
SWBBL,2026-03-12,755.0,775.0,755.0,773.5,1.11,7298.0,1046.5,711.0,752.2715778616972,751.1287121257976,69.2158842683491,7451.566666666667,2.476057816635398,0.8835162450345478,True
SBCF,2026-03-10,9.65,9.9,9.65,9.9,2.91,24470.0,12.03,8.82,9.586714854259808,9.573009378297767,64.28571428571428,27257.366666666665,0.01311996434999152,0.004763437004825732,True
UAIL,2026-03-10,475.0,480.0,460.0,472.0,-0.42,85841.0,644.4,422.1,458.2360845554005,458.18046923643743,54.88826982321962,30972.233333333334,0.07954080816326722,-0.01224048992336293,True
PSF,2026-03-08,10.8,11.2,10.8,11.2,0.0,26800.0,13.0,9.91,11.134484453226161,11.131771797058871,50.0,14133.066666666668,0.008509257791500602,0.0030216185772509617,True
MKJC,2026-03-08,519.0,538.0,519.0,538.0,0.0,15561.0,635.0,475.5,532.6647892008895,532.4686444466228,66.07142857142857,40565.53333333333,0.69294722346649,0.24496751637625494,True
NIMB,2026-03-07,194.8,195.0,189.3,194.9,0.0,169998.0,247.0,184.2,191.4948164045182,191.30079083528565,65.24393647863579,141684.6,0.442270863760848,0.1593981486685209,True
NICAD85/86,2026-03-06,1156.0,1157.8,1156.0,1157.8,0.0,40.0,1190.0,1060.0,1147.3123986007126,1147.039827130043,56.27614421647794,41.73684210526316,0.884259478396325,0.29123194356916426,True
SHINE,2026-03-06,405.0,415.0,404.0,409.6,0.0,32334.0,499.0,382.0,405.05193416151,404.8920332821861,52.9850907728589,33071.96666666667,0.4496592581495179,0.1538083326004312,True
C30MF,2026-03-05,9.8,9.82,9.76,9.82,0.0,32500.0,10.71,8.7,9.737060262519364,9.735990488029081,50.0,6899.222222222223,0.006772338456161009,0.0021695044234260052,True
