Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,363.0,23395.0,-875.0,22520.0,165.83
SSHL,0,0.0,206.4,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,245.8,0.0,6006.6,6006.6,108.31
UNHPL,65,415.38,379.0,0.0,-2365.0,-2365.0,-8.76
DORDI,130,307.54,254.0,0.0,-6960.0,-6960.0,-17.41
PPCL,10,390.0,337.0,-8000.0,-530.0,-8530.0,-218.72
MEL,164,323.0,212.0,0.0,-18204.0,-18204.0,-34.37
HLBSL,95,1079.0,879.0,0.0,-19000.0,-19000.0,-18.54
SINDU,115,866.3,680.0,0.0,-21425.0,-21425.0,-21.51
GBLBS,60,1519.0,743.6,0.0,-46524.0,-46524.0,-51.05
SAGAR,90,2220.0,1700.0,0.0,-46800.0,-46800.0,-23.42
