Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,393.0,23395.0,175.0,23570.0,173.56
SSHL,0,0.0,218.5,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,264.4,0.0,6880.8,6880.8,124.07
UNHPL,65,415.38,496.4,0.0,5266.0,5266.0,19.5
DORDI,130,307.54,279.0,0.0,-3710.0,-3710.0,-9.28
PPCL,10,390.0,384.3,-8000.0,-57.0,-8057.0,-206.59
MEL,164,323.0,263.9,0.0,-9692.4,-9692.4,-18.3
SINDU,115,866.3,744.0,0.0,-14065.0,-14065.0,-14.12
HLBSL,95,1079.0,907.0,0.0,-16340.0,-16340.0,-15.94
SAGAR,90,2220.0,1760.0,0.0,-41400.0,-41400.0,-20.72
GBLBS,60,1519.0,767.9,0.0,-45066.0,-45066.0,-49.45
