Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,339.8,23395.0,-1687.0,21708.0,159.85
SSHL,0,0.0,212.3,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,247.0,0.0,6063.0,6063.0,109.32
UNHPL,65,415.38,350.4,0.0,-4224.0,-4224.0,-15.64
DORDI,130,307.54,249.0,0.0,-7610.0,-7610.0,-19.03
PPCL,10,390.0,334.7,-8000.0,-553.0,-8553.0,-219.31
MEL,164,323.0,207.0,0.0,-19024.0,-19024.0,-35.91
HLBSL,95,1079.0,859.0,0.0,-20900.0,-20900.0,-20.39
GBLBS,60,1519.0,635.0,0.0,-53040.0,-53040.0,-58.2
SINDU,115,866.3,394.0,0.0,-54315.0,-54315.0,-54.52
SAGAR,90,2220.0,1558.9,0.0,-59499.0,-59499.0,-29.78
