Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
NMFBSP,628.0,675.0,675.0,-6.96,-6.96
PMLIP,255.0,270.0,309.0,-5.56,-17.48
SMATAP,421.0,441.0,593.0,-4.54,-29.01
TSHL,445.2,465.1,989.0,-4.28,-54.98
SMH,521.7,541.0,1024.8,-3.57,-49.09
IHL,353.0,365.0,640.0,-3.29,-44.84
HBLPO,111.6,115.0,133.0,-2.96,-16.09
OMPL,975.0,1004.1,1590.0,-2.9,-38.68
MSHL,585.0,601.1,955.0,-2.68,-38.74
HATHY,687.0,704.0,1382.4,-2.41,-50.3
VLUCL,439.0,448.0,664.8,-2.01,-33.97
SWMF,614.9,625.6,868.1,-1.71,-29.17
BEDC,325.0,330.0,872.0,-1.52,-62.73
NWCL,719.0,730.0,1045.0,-1.51,-31.2
CYCL,1357.0,1375.0,2040.0,-1.31,-33.48
KDL,750.1,759.0,1200.0,-1.17,-37.49
KPCL,465.0,470.3,711.0,-1.13,-34.6
MKHL,467.0,472.3,1027.0,-1.12,-54.53
HRL,571.0,577.0,1139.9,-1.04,-49.91
CZBILP,105.8,106.9,111.0,-1.03,-4.68
FOWAD,960.0,970.0,1364.0,-1.03,-29.62
MKHC,297.0,299.6,503.4,-0.87,-41.0
MKJC,456.1,460.0,635.0,-0.85,-28.17
SPDL,357.0,360.0,474.0,-0.83,-24.68
NMLBBL,546.6,550.2,807.0,-0.65,-32.27
NUBL,617.0,621.0,854.4,-0.64,-27.79
MCHL,288.2,290.0,584.0,-0.62,-50.65
UNLB,1280.0,1288.0,2480.0,-0.62,-48.39
USLB,1213.0,1220.0,2750.0,-0.57,-55.89
SPC,411.0,413.1,591.0,-0.51,-30.46
MLBBL,1135.0,1140.0,1690.0,-0.44,-32.84
BHPL,490.0,492.0,916.9,-0.41,-46.56
RBCL,14200.0,14251.0,16900.0,-0.36,-15.98
SBLD83,1042.0,1045.0,1122.0,-0.29,-7.13
SMATA,743.0,745.0,1382.0,-0.27,-46.24
PMLI,444.0,445.0,572.0,-0.22,-22.38
SKBBL,748.0,749.5,999.0,-0.2,-25.13
NIFRA,247.2,247.7,328.1,-0.2,-24.66
SLBBL,799.0,799.9,1155.0,-0.11,-30.82
GMLI,1146.8,1147.2,2375.0,-0.03,-51.71
ALICLP,252.0,252.0,388.0,0.0,-35.05
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
SHINEP,222.0,222.0,228.0,0.0,-2.63
FOWADP,660.0,660.0,660.0,0.0,0.0
SFCLP,164.0,164.0,164.0,0.0,0.0
SJCL,267.0,267.0,365.0,0.0,-26.85
MATRIP,523.5,523.5,766.5,0.0,-31.7
CORBLP,100.0,100.0,100.0,0.0,0.0
LBBLPO,261.0,261.0,261.0,0.0,0.0
KMCDBP,587.0,587.0,605.0,0.0,-2.98
CYCLP,831.0,831.0,864.0,0.0,-3.82
KBLPO,100.0,100.0,115.0,0.0,-13.04
SIFCPO,286.0,286.0,286.0,0.0,0.0
JBBLPO,181.4,181.4,187.0,0.0,-2.99
RLFLPO,268.6,268.6,303.0,0.0,-11.35
NABILP,301.1,301.1,301.1,0.0,0.0
NLICP,413.0,413.0,413.0,0.0,0.0
NLICLP,321.0,321.0,321.0,0.0,0.0
BFCPO,250.0,250.0,324.0,0.0,-22.84
MLBSP,698.0,698.0,957.0,0.0,-27.06
PRVUPO,100.0,100.0,100.9,0.0,-0.89
MLBSLP,100.0,100.0,100.0,0.0,0.0
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
KBSH,1285.0,1284.0,2189.0,0.08,-41.3
MERO,699.6,699.0,1000.0,0.09,-30.04
BNHC,312.0,311.7,613.8,0.1,-49.17
HLI,319.8,319.2,464.0,0.19,-31.08
MEHL,327.9,326.9,519.0,0.31,-36.82
RAWA,446.6,445.0,872.0,0.36,-48.78
DOLTI,330.5,329.0,642.6,0.46,-48.57
SMPDA,794.0,789.6,1155.0,0.56,-31.26
MATRI,850.0,845.1,1347.0,0.58,-36.9
UMRH,515.0,512.0,675.0,0.59,-23.7
SARBTM,804.0,799.0,1048.0,0.63,-23.28
SLBBLP,456.0,453.0,499.0,0.66,-8.62
NICD83/84,1050.0,1042.8,1149.0,0.69,-8.62
GILB,1076.0,1067.5,1441.6,0.8,-25.36
EHPL,373.0,370.0,685.0,0.81,-45.55
ULI,358.0,355.0,746.0,0.85,-52.01
MBJC,272.4,270.0,342.0,0.89,-20.35
MLBL,352.0,348.9,468.6,0.89,-24.88
PROFL,425.2,421.4,589.2,0.9,-27.83
PBD84,1080.0,1070.2,1182.0,0.92,-8.63
RURU,637.0,631.0,853.0,0.95,-25.32
HLICF,8.69,8.6,10.55,1.05,-17.63
MLBSL,1713.0,1695.0,2435.5,1.06,-29.67
HPPL,358.0,354.2,605.0,1.07,-40.83
MMKJL,467.0,462.0,699.9,1.08,-33.28
JSLBB,1011.0,1000.0,1485.0,1.1,-31.92
ALICL,434.8,430.0,550.0,1.12,-20.95
GCIL,349.0,345.0,579.0,1.16,-39.72
RBBD83,1038.0,1025.7,1100.0,1.2,-5.64
CBBLPO,395.0,390.0,395.0,1.28,0.0
SIKLES,547.0,540.0,1177.0,1.3,-53.53
JBLB,1236.0,1219.9,1644.0,1.32,-24.82
HBLD83,1035.0,1020.0,1111.0,1.47,-6.84
BBC,4162.0,4100.0,6120.0,1.51,-31.99
EDBL,553.4,545.0,717.3,1.54,-22.85
MHCL,330.0,325.0,515.1,1.54,-35.93
ICFC,605.0,595.0,730.9,1.68,-17.23
NFS,566.0,555.0,851.0,1.98,-33.49
HIDCL,250.0,245.0,330.3,2.04,-24.31
NICLBSL,546.1,535.0,764.0,2.07,-28.52
SHPC,485.0,475.0,664.9,2.11,-27.06
NIMBPO,145.0,142.0,184.5,2.11,-21.41
CGH,764.0,748.0,1150.0,2.14,-33.57
NADEP,711.0,696.0,1046.0,2.16,-32.03
