Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,352.9,23395.0,-1228.5,22166.5,163.23
SSHL,0,0.0,213.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,266.9,0.0,6998.3,6998.3,126.19
UNHPL,65,415.38,364.9,0.0,-3281.5,-3281.5,-12.15
DORDI,130,307.54,261.8,0.0,-5946.0,-5946.0,-14.87
PPCL,10,390.0,344.0,-8000.0,-460.0,-8460.0,-216.92
MEL,164,323.0,216.8,0.0,-17416.8,-17416.8,-32.88
HLBSL,95,1079.0,865.0,0.0,-20330.0,-20330.0,-19.83
SINDU,115,866.3,429.0,0.0,-50290.0,-50290.0,-50.48
GBLBS,60,1519.0,659.0,0.0,-51600.0,-51600.0,-56.62
SAGAR,90,2220.0,1590.0,0.0,-56700.0,-56700.0,-28.38
