Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,352.0,23395.0,-1260.0,22135.0,163.0
SSHL,0,0.0,212.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,252.5,0.0,6321.5,6321.5,113.98
UNHPL,65,415.38,444.0,0.0,1860.0,1860.0,6.89
DORDI,130,307.54,271.5,0.0,-4685.0,-4685.0,-11.72
PPCL,10,390.0,372.6,-8000.0,-174.0,-8174.0,-209.59
MEL,164,323.0,234.1,0.0,-14579.6,-14579.6,-27.52
SINDU,115,866.3,703.0,0.0,-18780.0,-18780.0,-18.85
HLBSL,95,1079.0,877.3,0.0,-19161.5,-19161.5,-18.69
GBLBS,60,1519.0,765.0,0.0,-45240.0,-45240.0,-49.64
SAGAR,90,2220.0,1667.0,0.0,-49770.0,-49770.0,-24.91
