Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
SMATAP,421.0,441.0,-4.54,N/A
MEL,229.0,236.1,-3.01,N/A
DOLTI,345.6,351.0,-1.54,N/A
HBLPO,127.0,128.0,-0.78,N/A
KBSH,1513.0,1520.0,-0.46,N/A
MKCL,1280.0,1285.0,-0.39,N/A
MCHL,312.0,313.0,-0.32,N/A
EHPL,383.0,383.2,-0.05,N/A
HLI,335.0,335.1,-0.03,N/A
GBIMEP,100.0,100.0,0.0,N/A
JBBLPO,187.0,187.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
FOWADP,660.0,660.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
MATRI,895.1,895.1,0.0,N/A
MLBLPO,193.0,193.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
JBLBP,100.0,100.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,453.0,453.0,0.0,N/A
PRVUPO,100.0,100.0,0.0,N/A
NMFBSP,675.0,675.0,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
PMLIP,270.0,270.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
CZBILP,106.9,106.9,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
MSHL,694.1,694.0,0.01,N/A
SHLB,1421.0,1420.0,0.07,N/A
JSLBB,1060.1,1059.0,0.1,N/A
CITY,424.0,423.1,0.21,N/A
GILB,1080.0,1076.7,0.31,N/A
NMLBBL,602.4,600.0,0.4,N/A
BNHC,314.5,313.1,0.45,N/A
USLB,1252.0,1246.0,0.48,N/A
CGH,802.0,798.0,0.5,N/A
PRIN,633.7,630.0,0.59,N/A
MKHC,312.6,310.7,0.61,N/A
NLG,574.9,571.1,0.67,N/A
TSHL,600.0,595.0,0.84,N/A
ULI,358.0,355.0,0.85,N/A
RAWA,587.0,582.0,0.86,N/A
SRBLD83,1048.2,1038.8,0.9,N/A
RBBD83,1037.0,1025.7,1.1,N/A
KMCDB,870.0,860.0,1.16,N/A
GMFBS,1273.8,1259.1,1.17,N/A
CBBLPO,395.0,390.0,1.28,N/A
NBLD82,1056.0,1042.5,1.29,N/A
HBLD83,1034.0,1020.0,1.37,N/A
NRIC,877.0,865.0,1.39,N/A
MLBSL,1750.0,1725.0,1.45,N/A
NHDL,624.0,615.0,1.46,N/A
NICL,482.4,475.3,1.49,N/A
