Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,349.9,23395.0,-1333.5,22061.5,162.46
SSHL,0,0.0,211.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,246.9,0.0,6058.3,6058.3,109.24
UNHPL,65,415.38,470.0,0.0,3550.0,3550.0,13.15
DORDI,130,307.54,271.0,0.0,-4750.0,-4750.0,-11.88
PPCL,10,390.0,369.0,-8000.0,-210.0,-8210.0,-210.51
MEL,164,323.0,229.0,0.0,-15416.0,-15416.0,-29.1
HLBSL,95,1079.0,895.0,0.0,-17480.0,-17480.0,-17.05
SINDU,115,866.3,706.0,0.0,-18435.0,-18435.0,-18.5
GBLBS,60,1519.0,744.0,0.0,-46500.0,-46500.0,-51.02
SAGAR,90,2220.0,1670.0,0.0,-49500.0,-49500.0,-24.77
