Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,413.0,23395.0,875.0,24270.0,178.72
SSHL,0,0.0,214.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,252.5,0.0,6321.5,6321.5,113.98
UNHPL,65,415.38,424.0,0.0,560.0,560.0,2.07
DORDI,130,307.54,273.8,0.0,-4386.0,-4386.0,-10.97
PPCL,10,390.0,386.0,-8000.0,-40.0,-8040.0,-206.15
SINDU,115,866.3,754.0,0.0,-12915.0,-12915.0,-12.96
MEL,164,323.0,240.0,0.0,-13612.0,-13612.0,-25.7
HLBSL,95,1079.0,899.9,0.0,-17014.5,-17014.5,-16.6
GBLBS,60,1519.0,780.0,0.0,-44340.0,-44340.0,-48.65
SAGAR,90,2220.0,1672.1,0.0,-49311.0,-49311.0,-24.68
