Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
MHNL,45,WATCH,255.9,38.9,UP,29.6,0.34,-11.8,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NGPL,40,WATCH,416.4,41.0,UP,83.0,0.57,-0.9,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
KKHC,40,WATCH,269.1,58.7,UP,22.7,0.51,-10.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Negative_5D_Momentum_Reversal, Strong_20D_Momentum"
API,40,WATCH,297.8,47.8,UP,56.7,0.52,-1.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SBI,40,WATCH,424.0,60.3,UP,57.7,0.56,7.1,"Strong_Uptrend, Above_200SMA, Positive_5D_Momentum"
HDHPC,35,WATCH,191.1,30.9,UP,47.5,0.27,-9.6,"Low_RSI, Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SBL,35,WATCH,373.7,25.4,DOWN,82.0,0.21,0.2,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
TPC,35,WATCH,375.0,48.6,UP,26.0,0.53,-8.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GHL,35,WATCH,227.0,44.1,UP,23.5,0.28,-12.7,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
MDB,35,WATCH,613.0,8.6,DOWN,38.5,0.16,-2.7,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SPDL,35,WATCH,408.0,39.4,UP,66.2,0.53,2.0,"Low_RSI, Weak_Uptrend, Above_200SMA"
UMHL,35,WATCH,616.0,17.1,DOWN,79.9,0.16,0.1,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
UPPER,35,WATCH,182.0,35.4,UP,24.6,0.43,-4.2,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SCB,35,WATCH,640.0,63.9,UP,47.5,0.74,0.0,"Strong_Uptrend, Above_200SMA"
BARUN,30,WATCH,338.9,33.6,DOWN,14.6,0.36,-7.9,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
CFCL,30,WATCH,527.0,30.7,DOWN,30.7,0.24,-0.2,"Low_RSI, Above_200SMA, Below_BB_Middle"
RHPL,30,WATCH,279.0,42.7,UP,10.3,0.82,-0.5,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
MPFL,30,WATCH,614.0,38.6,DOWN,46.6,0.33,-1.8,"Low_RSI, Above_200SMA, Below_BB_Middle"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
TRH,30,WATCH,740.0,43.5,UP,10.3,1.15,-1.5,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
SJCL,25,NEUTRAL,291.2,44.6,UP,19.7,0.32,-3.4,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RADHI,25,NEUTRAL,847.9,45.8,UP,93.0,0.49,-0.0,"Strong_Uptrend, Above_200SMA, Near_52W_High"
GBBL,25,NEUTRAL,396.5,50.9,UP,23.7,0.61,-0.1,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
GLH,25,NEUTRAL,256.5,44.4,UP,35.7,0.47,-8.6,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
AHPC,25,NEUTRAL,269.3,48.3,UP,30.8,0.68,-9.6,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
KBL,20,NEUTRAL,182.3,31.9,DOWN,11.1,0.67,-1.5,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GFCL,20,NEUTRAL,625.1,29.9,DOWN,24.3,0.35,-1.6,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
NYADI,20,NEUTRAL,390.0,38.9,DOWN,5.9,0.41,-2.3,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SPC,20,NEUTRAL,480.9,20.3,DOWN,13.9,0.43,-5.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, Negative_5D_Momentum_Reversal"
SANIMA,20,NEUTRAL,331.5,47.4,DOWN,41.8,0.76,1.7,"Above_200SMA, Below_BB_Middle"
MFIL,20,NEUTRAL,794.0,44.6,DOWN,77.9,0.85,0.4,"Above_200SMA, Below_BB_Middle"
JBBL,15,NEUTRAL,325.9,32.1,DOWN,21.0,0.31,-1.2,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NABIL,15,NEUTRAL,495.4,45.8,UP,24.7,0.77,-0.1,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
PMHPL,15,NEUTRAL,338.0,46.4,UP,35.4,0.41,-2.6,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
SINDU,15,NEUTRAL,738.5,37.0,DOWN,16.0,0.71,-2.4,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ALICL,15,NEUTRAL,436.2,19.5,DOWN,0.0,0.49,-5.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
ICFC,10,NEUTRAL,630.6,27.4,DOWN,43.5,0.29,-2.8,"Oversold_RSI, Below_200SMA, Below_BB_Middle"
KPCL,10,NEUTRAL,514.8,14.9,DOWN,7.3,0.23,-1.9,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Deep_Pullback"
JOSHI,10,NEUTRAL,288.4,38.9,DOWN,13.9,0.38,-6.7,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
DHPL,10,NEUTRAL,294.0,41.1,DOWN,14.6,0.48,-3.9,"Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,5,NEUTRAL,230.5,24.1,DOWN,0.0,0.42,-1.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SADBL,5,NEUTRAL,408.3,42.9,DOWN,20.9,0.22,-1.1,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NHDL,5,NEUTRAL,632.0,25.1,DOWN,0.0,0.24,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UPCL,5,NEUTRAL,364.0,31.6,DOWN,45.9,0.34,-4.1,"Low_RSI, Below_200SMA, Below_BB_Middle"
RLFL,5,NEUTRAL,446.8,40.1,DOWN,15.5,0.22,-0.0,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
LICN,5,NEUTRAL,815.0,23.1,DOWN,7.4,0.53,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
SAPDBL,5,NEUTRAL,809.5,28.5,DOWN,12.3,0.61,-0.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHPC,5,NEUTRAL,525.1,38.3,DOWN,34.8,0.5,-3.7,"Low_RSI, Below_200SMA, Below_BB_Middle"
SHL,5,NEUTRAL,486.3,30.0,DOWN,10.2,1.13,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SFCL,5,NEUTRAL,375.1,23.5,DOWN,1.5,0.44,-1.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GBIME,5,NEUTRAL,221.1,26.5,DOWN,13.4,1.05,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CGH,5,NEUTRAL,815.0,25.7,DOWN,0.5,0.38,-2.7,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GRDBL,5,NEUTRAL,1050.9,24.6,DOWN,9.5,1.14,-1.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GUFL,5,NEUTRAL,536.1,32.9,DOWN,32.2,0.14,-3.1,"Low_RSI, Below_200SMA, Below_BB_Middle"
EDBL,5,NEUTRAL,578.9,26.3,DOWN,8.0,0.3,-0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CZBIL,5,NEUTRAL,188.7,22.0,DOWN,5.4,0.67,-1.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
BFC,5,NEUTRAL,457.0,25.8,DOWN,12.8,0.5,-2.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
KSBBL,5,NEUTRAL,452.0,43.6,DOWN,23.7,0.47,0.2,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JFL,5,NEUTRAL,411.0,14.6,DOWN,2.3,0.9,-4.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,5,NEUTRAL,186.0,22.0,DOWN,0.0,0.51,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GMFIL,0,NEUTRAL,457.0,25.1,DOWN,27.0,0.14,-1.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MLBL,0,NEUTRAL,364.0,39.2,DOWN,8.4,0.54,-1.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CHCL,0,NEUTRAL,460.9,34.0,DOWN,0.0,0.51,-1.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
ADBL,0,NEUTRAL,292.5,28.1,DOWN,23.7,0.76,-0.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NLICL,0,NEUTRAL,569.0,34.9,DOWN,13.0,0.32,-1.7,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UMRH,0,NEUTRAL,538.5,34.1,DOWN,1.4,0.19,-3.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RURU,0,NEUTRAL,649.0,33.0,DOWN,0.0,0.22,-2.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
PROFL,0,NEUTRAL,450.0,33.9,DOWN,9.4,0.24,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PRVU,0,NEUTRAL,181.5,35.1,DOWN,0.5,0.69,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NFS,0,NEUTRAL,622.9,31.7,DOWN,7.8,0.35,-1.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NICA,0,NEUTRAL,322.0,34.0,DOWN,13.7,0.56,0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NMB,0,NEUTRAL,233.0,30.5,DOWN,1.1,1.07,-0.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CORBL,0,NEUTRAL,1636.4,30.3,DOWN,14.3,0.32,-0.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
NLIC,0,NEUTRAL,753.0,27.3,DOWN,26.1,0.6,0.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
HPPL,-5,NEUTRAL,459.9,33.8,DOWN,18.4,0.22,-1.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MBL,-5,NEUTRAL,226.9,41.8,DOWN,34.0,1.17,-0.1,"Below_200SMA, Below_BB_Middle"
MEN,-5,NEUTRAL,574.5,35.3,DOWN,25.7,0.5,-0.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIFRA,-5,NEUTRAL,257.9,30.5,DOWN,18.4,0.38,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
BPCL,-10,NEUTRAL,699.0,21.3,DOWN,48.5,0.39,-3.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
SHINE,-10,NEUTRAL,399.9,41.1,DOWN,9.9,0.81,0.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MNBBL,-10,NEUTRAL,357.8,45.1,DOWN,10.5,0.44,-1.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
OHL,-10,NEUTRAL,706.0,43.9,DOWN,11.1,0.65,-0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PFL,-10,NEUTRAL,371.0,45.1,DOWN,7.0,0.4,-1.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NRN,-15,NEUTRAL,1478.8,41.7,DOWN,30.6,0.25,-6.6,"Strong_Downtrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
LBBL,-15,NEUTRAL,464.0,36.3,DOWN,32.9,0.32,-1.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SAHAS,-15,NEUTRAL,554.0,38.3,DOWN,34.1,0.7,-0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
NBL,-15,NEUTRAL,241.8,40.4,DOWN,15.1,0.74,-0.5,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MKJC,-25,AVOID,525.0,42.8,DOWN,30.3,0.44,-1.0,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
