Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,414.1,23395.0,913.5,24308.5,179.0
SSHL,0,0.0,242.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,305.0,0.0,8789.0,8789.0,158.47
UNHPL,65,415.38,518.0,0.0,6670.0,6670.0,24.7
DORDI,130,307.54,319.5,0.0,1555.0,1555.0,3.89
MEL,164,323.0,307.0,0.0,-2624.0,-2624.0,-4.95
SINDU,115,866.3,829.8,0.0,-4198.0,-4198.0,-4.21
PPCL,10,390.0,434.0,-8000.0,440.0,-7560.0,-193.85
HLBSL,95,1079.0,950.0,0.0,-12255.0,-12255.0,-11.96
SAGAR,90,2220.0,1934.0,0.0,-25740.0,-25740.0,-12.88
GBLBS,60,1519.0,796.9,0.0,-43326.0,-43326.0,-47.54
