Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,374.4,23395.0,-476.0,22919.0,168.77
SSHL,0,0.0,213.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,247.4,0.0,6081.8,6081.8,109.66
UNHPL,65,415.38,405.0,0.0,-675.0,-675.0,-2.5
DORDI,130,307.54,266.6,0.0,-5322.0,-5322.0,-13.31
PPCL,10,390.0,360.0,-8000.0,-300.0,-8300.0,-212.82
MEL,164,323.0,226.0,0.0,-15908.0,-15908.0,-30.03
SINDU,115,866.3,716.0,0.0,-17285.0,-17285.0,-17.35
HLBSL,95,1079.0,895.0,0.0,-17480.0,-17480.0,-17.05
SAGAR,90,2220.0,1780.3,0.0,-39573.0,-39573.0,-19.81
GBLBS,60,1519.0,756.0,0.0,-45780.0,-45780.0,-50.23
