Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,357.9,23395.0,-1053.5,22341.5,164.52
SSHL,0,0.0,196.4,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,231.3,0.0,5325.1,5325.1,96.02
UNHPL,65,415.38,395.4,0.0,-1299.0,-1299.0,-4.81
DORDI,130,307.54,246.0,0.0,-8000.0,-8000.0,-20.01
PPCL,10,390.0,346.0,-8000.0,-440.0,-8440.0,-216.41
MEL,164,323.0,220.0,0.0,-16892.0,-16892.0,-31.89
SINDU,115,866.3,704.0,0.0,-18665.0,-18665.0,-18.74
HLBSL,95,1079.0,874.5,0.0,-19427.5,-19427.5,-18.95
GBLBS,60,1519.0,750.0,0.0,-46140.0,-46140.0,-50.63
SAGAR,90,2220.0,1533.4,0.0,-61794.0,-61794.0,-30.93
