Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
CYCLP,864.0,864.0,0.0,N/A
CZBILP,106.9,106.9,0.0,N/A
GBBLPO,204.0,204.0,0.0,N/A
FOWADP,660.0,660.0,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
ILBSP,624.0,624.0,0.0,N/A
ICFCD83,1088.5,1088.5,0.0,N/A
HBLPO,131.0,131.0,0.0,N/A
JBLBP,100.0,100.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
KMCDBP,605.0,605.0,0.0,N/A
JBBLPO,187.0,187.0,0.0,N/A
KSBBLP,269.0,269.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
LBLD86,1132.0,1132.0,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
PMLIP,270.0,270.0,0.0,N/A
PCBLP,100.0,100.0,0.0,N/A
NMFBSP,675.0,675.0,0.0,N/A
MLBLPO,193.0,193.0,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
MSLBP,735.0,735.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,453.0,453.0,0.0,N/A
SNMAPO,180.0,180.0,0.0,N/A
SRBLD83,1042.0,1042.0,0.0,N/A
RLFLPO,274.0,274.0,0.0,N/A
PRVUPO,100.0,100.0,0.0,N/A
PROFLP,255.8,255.8,0.0,N/A
SWMFPO,382.0,382.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
SBLD89,1265.7,1265.0,0.06,N/A
NIBD84,1054.0,1050.0,0.38,N/A
SBLD84,1050.0,1045.7,0.41,N/A
NIBD2082,1020.0,1014.3,0.56,N/A
NABILD87,1142.0,1133.0,0.79,N/A
EBLD86,1088.7,1080.0,0.81,N/A
SBD89,1230.0,1220.0,0.82,N/A
ULI,358.0,355.0,0.85,N/A
RBBD83,1035.2,1025.7,0.93,N/A
HBLD83,1030.0,1020.0,0.98,N/A
NICAD2091,1051.1,1040.0,1.07,N/A
UNL,46490.0,46000.0,1.07,N/A
CBBLPO,395.0,390.0,1.28,N/A
