Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,394.8,23395.0,238.0,23633.0,174.03
SSHL,0,0.0,210.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,247.0,0.0,6063.0,6063.0,109.32
UNHPL,65,415.38,406.6,0.0,-571.0,-571.0,-2.11
DORDI,130,307.54,267.5,0.0,-5205.0,-5205.0,-13.02
PPCL,10,390.0,368.8,-8000.0,-212.0,-8212.0,-210.56
MEL,164,323.0,235.9,0.0,-14284.4,-14284.4,-26.97
SINDU,115,866.3,740.0,0.0,-14525.0,-14525.0,-14.58
HLBSL,95,1079.0,888.0,0.0,-18145.0,-18145.0,-17.7
GBLBS,60,1519.0,764.0,0.0,-45300.0,-45300.0,-49.7
SAGAR,90,2220.0,1687.0,0.0,-47970.0,-47970.0,-24.01
