Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,396.9,23395.0,311.5,23706.5,174.57
SSHL,0,0.0,209.5,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,246.9,0.0,6058.3,6058.3,109.24
UNHPL,65,415.38,409.0,0.0,-415.0,-415.0,-1.54
DORDI,130,307.54,268.5,0.0,-5075.0,-5075.0,-12.69
PPCL,10,390.0,365.0,-8000.0,-250.0,-8250.0,-211.54
MEL,164,323.0,239.9,0.0,-13628.4,-13628.4,-25.73
SINDU,115,866.3,735.0,0.0,-15100.0,-15100.0,-15.16
HLBSL,95,1079.0,876.1,0.0,-19275.5,-19275.5,-18.8
GBLBS,60,1519.0,775.0,0.0,-44640.0,-44640.0,-48.98
SAGAR,90,2220.0,1689.0,0.0,-47790.0,-47790.0,-23.92
