Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
SMATAP,421.0,441.0,593.0,-4.54,-29.01
JBBLPO,181.4,187.0,187.0,-2.99,-2.99
SBLD83,1045.0,1052.0,1122.0,-0.67,-6.86
GBIMEP,100.0,100.0,122.0,0.0,-18.03
NLICP,413.0,413.0,413.0,0.0,0.0
NLICLP,321.0,321.0,321.0,0.0,0.0
HBLPO,115.0,115.0,133.0,0.0,-13.53
SIFCPO,286.0,286.0,286.0,0.0,0.0
SFCLP,164.0,164.0,164.0,0.0,0.0
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
NMFBSP,675.0,675.0,675.0,0.0,0.0
KMCDBP,587.0,587.0,605.0,0.0,-2.98
NABILP,301.1,301.1,301.1,0.0,0.0
KBLPO,100.0,100.0,115.0,0.0,-13.04
PMLIP,270.0,270.0,270.0,0.0,0.0
SLBBLP,453.0,453.0,463.0,0.0,-2.16
LBBLPO,261.0,261.0,261.0,0.0,0.0
MLBSP,698.0,698.0,957.0,0.0,-27.06
MLBSLP,100.0,100.0,100.0,0.0,0.0
CYCLP,831.0,831.0,864.0,0.0,-3.82
FOWADP,660.0,660.0,660.0,0.0,0.0
BFCPO,250.0,250.0,324.0,0.0,-22.84
ALICLP,252.0,252.0,388.0,0.0,-35.05
PRVUPO,100.0,100.0,100.9,0.0,-0.89
RLFLPO,268.6,268.6,303.0,0.0,-11.35
MATRIP,523.5,523.5,766.5,0.0,-31.7
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
ICFCD83,1082.0,1079.1,1368.9,0.27,-20.96
ULI,358.0,355.0,746.0,0.85,-52.01
ADBLD83,1051.9,1042.2,1160.0,0.93,-9.32
GWFD83,1090.0,1080.0,1464.8,0.93,-25.59
CGH,802.4,792.3,1150.0,1.27,-30.23
CBBLPO,395.0,390.0,395.0,1.28,0.0
SMFBS,1510.0,1490.0,2026.0,1.34,-25.47
NBLD82,1059.0,1042.5,1149.4,1.58,-7.86
HLICF,8.9,8.74,10.55,1.83,-15.64
MATRI,892.0,875.0,1347.0,1.94,-33.78
CZBILP,109.0,106.9,111.0,1.96,-1.8
PBLD84,1085.1,1062.1,1158.4,2.17,-6.33
NUBL,658.0,643.1,854.4,2.32,-22.99
HLI,341.8,334.0,464.0,2.34,-26.34
MERO,717.0,700.0,1000.0,2.43,-28.3
