Symbol,Date,50 vs 20 EMA Cross
ADBLD83,2023-11-23,ADBLD83 - 2023-11-23 00:00:00 - Bear Close: 1030
USHL,2023-11-22,USHL - 2023-11-22 00:00:00 - Bull Close: 306
NICBF,2023-11-08,NICBF - 2023-11-08 00:00:00 - Bull Close: 8.2
MCHL,2023-11-07,MCHL - 2023-11-07 00:00:00 - Bull Close: 222.3
EHPL,2023-11-06,EHPL - 2023-11-06 00:00:00 - Bull Close: 309.9
BHPL,2023-11-05,BHPL - 2023-11-05 00:00:00 - Bull Close: 386.5
NIBD84,2023-11-05,NIBD84 - 2023-11-05 00:00:00 - Bear Close: 846.5
BNHC,2023-11-05,BNHC - 2023-11-05 00:00:00 - Bull Close: 302
PBD88,2023-11-02,PBD88 - 2023-11-02 00:00:00 - Bear Close: 910
ADBL,2023-11-02,ADBL - 2023-11-02 00:00:00 - Bull Close: 248.2
NIBLGF,2023-11-01,NIBLGF - 2023-11-01 00:00:00 - Bull Close: 7.6
USHEC,2023-11-01,USHEC - 2023-11-01 00:00:00 - Bull Close: 233.4
MHL,2023-11-01,MHL - 2023-11-01 00:00:00 - Bull Close: 281
EDBL,2023-11-01,EDBL - 2023-11-01 00:00:00 - Bull Close: 310.1
MDB,2023-10-31,MDB - 2023-10-31 00:00:00 - Bull Close: 397
AHL,2023-10-31,AHL - 2023-10-31 00:00:00 - Bull Close: 317.8
SMATA,2023-10-31,SMATA - 2023-10-31 00:00:00 - Bull Close: 625
EBLD86,2023-10-31,EBLD86 - 2023-10-31 00:00:00 - Bear Close: 826
CCBD88,2023-10-31,CCBD88 - 2023-10-31 00:00:00 - Bear Close: 930
SPL,2023-10-30,SPL - 2023-10-30 00:00:00 - Bull Close: 701
BHDC,2023-10-30,BHDC - 2023-10-30 00:00:00 - Bull Close: 324.8
SMJC,2023-10-30,SMJC - 2023-10-30 00:00:00 - Bull Close: 245.3
NICGF,2023-10-29,NICGF - 2023-10-29 00:00:00 - Bull Close: 9.4
NIBLGF,2023-10-29,NIBLGF - 2023-10-29 00:00:00 - Bear Close: 8.4
SMATA,2023-10-29,SMATA - 2023-10-29 00:00:00 - Bear Close: 652.6
STC,2023-10-19,STC - 2023-10-19 00:00:00 - Bull Close: 5100
BHDC,2023-10-19,BHDC - 2023-10-19 00:00:00 - Bear Close: 348
SMJC,2023-10-19,SMJC - 2023-10-19 00:00:00 - Bear Close: 251.2
CHDC,2023-10-19,CHDC - 2023-10-19 00:00:00 - Bull Close: 961.5
NBF2,2023-10-19,NBF2 - 2023-10-19 00:00:00 - Bull Close: 7.6
TRADING,2023-10-18,TRADING - 2023-10-18 00:00:00 - Bull Close: 2753.06
CITY,2023-10-18,CITY - 2023-10-18 00:00:00 - Bull Close: 550
GRDBL,2023-10-18,GRDBL - 2023-10-18 00:00:00 - Bull Close: 296.5
NIBD84,2023-10-17,NIBD84 - 2023-10-17 00:00:00 - Bull Close: 810.7
CBLD88,2023-10-17,CBLD88 - 2023-10-17 00:00:00 - Bear Close: 915
SAGF,2023-10-17,SAGF - 2023-10-17 00:00:00 - Bull Close: 7.85
GHL,2023-10-17,GHL - 2023-10-17 00:00:00 - Bull Close: 173
PBD88,2023-10-16,PBD88 - 2023-10-16 00:00:00 - Bull Close: 890
SHINE,2023-10-16,SHINE - 2023-10-16 00:00:00 - Bull Close: 358.4
ENL,2023-10-16,ENL - 2023-10-16 00:00:00 - Bull Close: 818.9
SMATA,2023-10-16,SMATA - 2023-10-16 00:00:00 - Bull Close: 634.9
SAGF,2023-10-16,SAGF - 2023-10-16 00:00:00 - Bear Close: 8.3
MFIL,2023-10-16,MFIL - 2023-10-16 00:00:00 - Bull Close: 498
BHDC,2023-10-16,BHDC - 2023-10-16 00:00:00 - Bull Close: 331.3
SMJC,2023-10-16,SMJC - 2023-10-16 00:00:00 - Bull Close: 237
HLBSL,2023-10-16,HLBSL - 2023-10-16 00:00:00 - Bull Close: 601
PRIN,2023-10-12,PRIN - 2023-10-12 00:00:00 - Bull Close: 650.2
RAWA,2023-10-12,RAWA - 2023-10-12 00:00:00 - Bull Close: 339
MKJC,2023-10-12,MKJC - 2023-10-12 00:00:00 - Bull Close: 342.1
RSDC,2023-10-12,RSDC - 2023-10-12 00:00:00 - Bull Close: 550
