Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
HBLPO,115.0,127.0,133.0,-9.45,-13.53
SMATAP,421.0,441.0,593.0,-4.54,-29.01
JBBLPO,181.4,187.0,187.0,-2.99,-2.99
CYCLP,831.0,831.0,864.0,0.0,-3.82
PRVUPO,100.0,100.0,100.9,0.0,-0.89
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
RLFLPO,268.6,268.6,303.0,0.0,-11.35
PMLIP,270.0,270.0,270.0,0.0,0.0
FOWADP,660.0,660.0,660.0,0.0,0.0
GBIMEP,100.0,100.0,122.0,0.0,-18.03
SFCLP,164.0,164.0,164.0,0.0,0.0
SLBBLP,453.0,453.0,463.0,0.0,-2.16
MLBLPO,193.0,193.0,198.0,0.0,-2.53
NMFBSP,675.0,675.0,675.0,0.0,0.0
NLICLP,321.0,321.0,321.0,0.0,0.0
NLICP,413.0,413.0,413.0,0.0,0.0
MLBSLP,100.0,100.0,100.0,0.0,0.0
SIFCPO,286.0,286.0,286.0,0.0,0.0
KBLPO,100.0,100.0,115.0,0.0,-13.04
KMCDBP,587.0,587.0,605.0,0.0,-2.98
ALICLP,252.0,252.0,388.0,0.0,-35.05
LBBLPO,261.0,261.0,261.0,0.0,0.0
JBLBP,100.0,100.0,100.0,0.0,0.0
MATRIP,523.5,523.5,766.5,0.0,-31.7
NABILP,301.1,301.1,301.1,0.0,0.0
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
CGH,804.0,798.0,1150.0,0.75,-30.09
ADBLD83,1050.8,1042.2,1160.0,0.83,-9.41
ULI,358.0,355.0,746.0,0.85,-52.01
GWFD83,1090.0,1080.0,1464.8,0.93,-25.59
USLB,1250.0,1238.0,2750.0,0.97,-54.55
NMLBBL,606.1,600.0,807.0,1.02,-24.89
RBBD83,1037.0,1025.7,1100.0,1.1,-5.73
BNL,14800.0,14635.8,18440.0,1.12,-19.74
CBBLPO,395.0,390.0,395.0,1.28,0.0
NBLD82,1056.0,1042.5,1149.4,1.29,-8.13
MEL,229.0,226.0,350.0,1.33,-34.57
HBLD83,1034.0,1020.0,1111.0,1.37,-6.93
NUBL,670.0,660.0,854.4,1.52,-21.58
CZBILP,109.0,106.9,111.0,1.96,-1.8
HLI,341.0,334.0,464.0,2.1,-26.51
NMBD2085,1165.0,1140.0,1188.0,2.19,-1.94
CYCL,1464.1,1431.1,2040.0,2.31,-28.23
NRM,397.0,388.0,590.0,2.32,-32.71
SMB,1740.0,1699.0,2600.0,2.41,-33.08
PBLD84,1088.1,1062.1,1158.4,2.45,-6.07
JSLBB,1085.0,1059.0,1499.3,2.46,-27.63
HATHY,810.0,790.0,1382.4,2.53,-41.41
MMKJL,486.0,473.0,699.9,2.75,-30.56
EHPL,380.3,370.0,685.0,2.78,-44.48
MKHC,319.0,310.2,503.4,2.84,-36.63
PRIN,648.0,630.0,960.3,2.86,-32.52
MATRI,900.5,875.0,1347.0,2.91,-33.15
UNL,46310.0,45000.0,50724.0,2.91,-8.7
KBLD86,1128.3,1096.3,1307.0,2.92,-13.67
SMPDA,845.0,821.0,1155.0,2.92,-26.84
RURU,649.9,631.0,853.0,3.0,-23.81
TSHL,608.0,590.0,989.0,3.05,-38.52
SLBBL,825.0,799.9,1155.0,3.14,-28.57
MKHL,516.3,500.5,1027.0,3.16,-49.73
BOKD86KA,1204.0,1167.0,1195.0,3.17,0.75
SKBBL,773.8,750.0,999.0,3.17,-22.54
MERO,717.1,695.0,1000.0,3.18,-28.29
VLUCL,485.0,470.0,664.8,3.19,-27.05
SGICP,258.0,250.0,323.0,3.2,-20.12
MSHL,702.0,680.0,979.0,3.24,-28.29
LBL,173.0,167.5,972.0,3.28,-82.2
MKCL,1310.0,1268.0,1900.0,3.31,-31.05
NMBD87/88,1075.0,1040.0,1196.4,3.37,-10.15
NFS,574.0,555.0,851.0,3.42,-32.55
KMCDB,889.7,860.0,1223.0,3.45,-27.25
JFL,409.0,395.0,558.0,3.54,-26.7
KSBBLD87,1078.4,1041.3,1201.0,3.56,-10.21
LBLD86,1128.0,1089.0,1205.0,3.58,-6.39
NIBD84,1049.5,1013.1,1130.0,3.59,-7.12
SALICO,591.0,570.1,765.9,3.67,-22.84
NICD83/84,1138.0,1097.6,1138.0,3.68,0.0
NBLD85,1047.9,1010.5,1187.0,3.7,-11.72
CSY,9.2,8.87,10.0,3.72,-8.0
SWMF,665.0,641.1,868.1,3.73,-23.4
ICFCD83,1119.5,1079.1,1368.9,3.74,-18.22
NICL,493.0,475.0,836.0,3.79,-41.03
SAND2085,1123.0,1081.7,1189.0,3.82,-5.55
SRBLD83,1079.6,1038.8,1126.0,3.93,-4.12
UNLB,1425.0,1371.0,2480.0,3.94,-42.54
PROFL,438.0,421.4,589.2,3.94,-25.66
LBLD88,1080.3,1039.2,1166.0,3.95,-7.35
CITY,415.0,399.1,998.4,3.98,-58.43
PBD85,1074.1,1033.0,1150.0,3.98,-6.6
BHPL,521.0,501.0,1308.4,3.99,-60.18
NBBD2085,1123.0,1078.6,1206.3,4.12,-6.91
CIT,1770.2,1699.9,2168.0,4.14,-18.35
HBLD86,1140.5,1095.1,1201.0,4.15,-5.04
UAIL,440.0,422.1,644.4,4.24,-31.72
NSY,9.45,9.06,10.19,4.3,-7.26
NRN,1384.0,1327.0,2444.0,4.3,-43.37
EBLD85,1150.0,1102.5,1250.0,4.31,-8.0
BNHC,326.5,313.0,613.8,4.31,-46.81
MEHL,379.0,363.1,519.0,4.38,-26.97
GBBD85,1075.2,1030.0,1135.0,4.39,-5.27
GCIL,417.7,400.0,579.0,4.42,-27.86
SICL,615.0,588.8,828.0,4.45,-25.72
BOKD86,1070.8,1025.1,1139.3,4.46,-6.01
SBID83,1070.9,1025.0,1226.0,4.48,-12.65
MLBBL,1195.0,1143.0,1690.0,4.55,-29.29
NIMBPO,150.6,144.0,184.5,4.58,-18.37
SHLB,1480.0,1415.0,2172.0,4.59,-31.86
NIBD2082,1055.0,1008.5,1170.0,4.61,-9.83
MLBSL,1805.0,1725.0,2435.5,4.64,-25.89
FOWAD,1060.0,1012.4,1364.0,4.7,-22.29
SARBTM,849.0,810.0,1048.0,4.81,-18.99
NHDL,645.0,615.0,796.0,4.88,-18.97
HDL,1157.0,1103.0,1556.1,4.9,-25.65
SCBD,1133.0,1080.0,1236.0,4.91,-8.33
SWBBL,746.0,711.0,1046.5,4.92,-28.71
SRLIP,210.0,200.0,223.0,5.0,-5.83
HPPL,373.0,355.1,613.0,5.04,-39.15
KPCL,494.0,470.3,711.0,5.04,-30.52
MLBS,1250.0,1190.0,1900.0,5.04,-34.21
LICN,812.0,773.0,998.0,5.05,-18.64
NRIC,909.0,865.0,1842.0,5.09,-50.65
SPL,705.0,670.4,1035.0,5.16,-31.88
PMLI,468.0,445.0,589.6,5.17,-20.62
GMLI,1300.0,1236.0,2699.0,5.18,-51.83
SGIC,462.1,439.0,632.0,5.26,-26.88
SBLD83,1116.5,1060.4,1116.5,5.29,0.0
SLBSL,1232.0,1170.0,1694.9,5.3,-27.31
ENL,898.9,852.6,1225.0,5.43,-26.62
MKJC,495.0,469.4,635.0,5.45,-22.05
GMFBS,1327.9,1259.1,1871.0,5.46,-29.03
UMRH,540.0,512.0,675.0,5.47,-20.0
MLBL,368.0,348.9,468.6,5.47,-21.47
PCBL,238.4,226.0,290.0,5.49,-17.79
ICFC,620.4,588.0,730.9,5.51,-15.12
NLG,577.9,547.6,976.2,5.53,-40.8
MBJC,285.0,270.0,362.0,5.56,-21.27
NIFRA,263.8,249.9,328.1,5.56,-19.6
ALICL,454.0,430.0,759.0,5.58,-40.18
NMB,244.2,231.2,283.0,5.62,-13.71
BBC,4733.1,4480.0,6120.0,5.65,-22.66
SPHL,504.1,477.1,736.0,5.66,-31.51
SPC,466.0,441.0,591.0,5.67,-21.15
MANDU,810.3,766.5,970.0,5.71,-16.46
EBLEB89,1053.1,996.1,1117.9,5.72,-5.8
SFCL,380.0,359.4,565.0,5.73,-32.74
CHCL,476.2,450.3,599.6,5.75,-20.58
SMJC,455.0,430.0,679.3,5.81,-33.02
SMATA,777.0,734.1,1382.0,5.84,-43.78
GLBSL,1805.0,1705.2,3005.5,5.85,-39.94
GILB,1138.0,1075.0,1441.6,5.86,-21.06
NMIC,1028.0,970.0,2703.3,5.98,-61.97
MCHL,315.0,297.2,610.0,5.99,-48.36
NMFBS,1115.0,1051.9,1504.0,6.0,-25.86
PBD84,1145.0,1080.0,1182.0,6.02,-3.13
NCCD86,1125.1,1060.1,1230.0,6.13,-8.53
NICAD85/86,1125.2,1060.0,1190.0,6.15,-5.45
BOKL,207.3,195.2,688.0,6.2,-69.87
EDBL,579.1,545.0,717.3,6.26,-19.27
VLBS,714.1,672.0,1008.0,6.26,-29.16
ICFCD89,1085.0,1020.0,1115.0,6.37,-2.69
HLICF,9.3,8.74,10.55,6.41,-11.85
KBSH,1575.0,1480.1,2189.0,6.41,-28.05
MND84/85,1100.0,1033.0,1128.0,6.49,-2.48
SBD87,1086.0,1019.5,1139.0,6.52,-4.65
JLI,351.9,330.1,998.0,6.6,-64.74
SBLD84,1100.0,1031.3,1115.0,6.66,-1.35
SMFBS,1590.0,1490.0,2026.0,6.71,-21.52
PBLD87,1090.0,1021.3,1147.0,6.73,-4.97
KDL,822.0,770.0,1212.0,6.75,-32.18
BEDC,368.5,345.0,872.0,6.81,-57.74
SMH,578.1,541.0,1024.8,6.86,-43.59
MNBBLP,236.2,221.0,256.0,6.88,-7.73
JBLB,1305.0,1219.9,1644.0,6.98,-20.62
DOLTI,352.0,329.0,642.6,6.99,-45.22
NWCL,792.0,740.2,1045.0,7.0,-24.21
MHCL,348.0,325.0,519.9,7.08,-33.06
PFL,378.0,352.8,475.5,7.14,-20.5
RBCLPO,11896.5,11100.0,13530.0,7.18,-12.07
RAWA,595.0,555.0,888.0,7.21,-33.0
NMBMF,639.0,596.0,835.0,7.21,-23.47
NICAD2091,1078.4,1005.2,1102.6,7.28,-2.19
SHL,497.9,464.0,619.0,7.31,-19.56
MLBLD89,1280.0,1192.0,1350.0,7.38,-5.19
EBLD86,1098.0,1022.0,1150.0,7.44,-4.52
CBLD88,1191.1,1108.0,1325.0,7.5,-10.11
IHL,393.0,365.0,640.0,7.67,-38.59
NIL,605.1,562.0,783.9,7.67,-22.81
ILI,436.1,405.0,500.0,7.68,-12.78
MAKAR,490.0,455.0,700.0,7.69,-30.0
SHINE,411.5,382.0,499.0,7.72,-17.54
SNMAPO,180.0,167.0,180.0,7.78,0.0
SIKLES,582.1,540.0,1177.0,7.8,-50.54
CIZBD86,1198.0,1110.0,1320.9,7.93,-9.3
SRLI,392.9,363.9,451.1,7.97,-12.9
HLBSL,904.0,837.0,1100.0,8.0,-17.82
NMB50,10.53,9.75,11.93,8.0,-11.74
RBCL,15500.0,14350.0,16900.0,8.01,-8.28
SDBD87,1130.0,1045.7,1196.2,8.06,-5.53
PCBLP,108.1,100.0,105.3,8.1,2.66
RLFL,430.5,398.0,558.0,8.17,-22.85
NICLBSL,579.0,535.0,764.0,8.22,-24.21
LSL,218.9,202.0,252.0,8.37,-13.13
JBBD87,1130.0,1042.0,1289.0,8.45,-12.34
HEIP,318.0,293.1,398.0,8.5,-20.1
SBIBD86,1140.0,1050.0,1222.0,8.57,-6.71
CBBL,919.0,846.0,1144.8,8.63,-19.72
SHPC,516.0,475.0,684.9,8.63,-24.66
NABILD87,1130.0,1040.0,1200.0,8.65,-5.83
UPCL,373.0,343.1,489.0,8.71,-23.72
SCB,647.0,594.9,712.6,8.76,-9.21
HRL,682.0,627.0,1139.9,8.77,-40.17
USHL,640.0,588.0,945.0,8.84,-32.28
IGI,426.8,392.0,600.0,8.88,-28.87
NYADI,386.0,354.0,510.0,9.04,-24.31
SBLD89,1315.0,1205.0,1450.0,9.13,-9.31
GBIME,233.0,213.1,278.9,9.34,-16.46
HIDCL,268.0,245.0,330.3,9.39,-18.86
NIFRAGED,1037.0,948.0,1200.2,9.39,-13.6
BHDC,466.0,426.0,706.0,9.39,-33.99
KBLD89,1272.0,1162.6,1379.0,9.41,-7.76
NLICL,590.0,539.0,691.0,9.46,-14.62
NADEP,762.0,696.0,1046.0,9.48,-27.15
NLIC,768.6,702.0,890.0,9.49,-13.64
CIZBD90,1227.7,1121.2,1303.0,9.5,-5.78
MBLD87,1138.0,1038.7,1169.0,9.56,-2.65
OHL,694.0,633.1,1049.5,9.62,-33.87
NIMB,202.0,184.2,247.0,9.66,-18.22
KBLD90,1236.0,1127.0,1500.0,9.67,-17.6
LVF2,9.61,8.76,11.45,9.7,-16.07
BNT,11695.0,10660.0,13205.0,9.71,-11.44
NSIF2,10.7,9.75,11.93,9.74,-10.31
SONA,436.9,398.0,523.3,9.77,-16.51
RBBF40,9.88,8.98,10.2,10.02,-3.14
MNBBL,374.2,340.1,503.0,10.03,-25.61
SNLI,453.0,411.6,538.0,10.06,-15.8
PBLD86,1211.0,1100.2,1211.0,10.07,0.0
SADBL,414.0,376.0,526.5,10.11,-21.37
AHL,508.0,461.1,721.0,10.17,-29.54
LBBLD89,1310.0,1189.0,1346.0,10.18,-2.67
SBI,400.0,363.0,452.0,10.19,-11.5
NLO,269.4,244.33,293.2,10.26,-8.12
NBLD87,1120.0,1015.5,1150.0,10.29,-2.61
GRDBL,1042.0,944.0,1668.4,10.38,-37.54
GBLBS,771.0,698.0,950.0,10.46,-18.84
TAMOR,437.9,396.4,576.0,10.47,-23.98
FMDBL,805.0,728.2,1038.8,10.55,-22.51
DDBL,846.9,766.0,1010.0,10.56,-16.15
JOSHI,281.0,254.0,487.0,10.63,-42.3
BFC,456.0,411.5,579.9,10.81,-21.37
HBL,203.9,184.0,261.0,10.82,-21.88
CLI,456.0,411.0,540.0,10.95,-15.56
MFLD85,1167.0,1051.8,1203.0,10.95,-2.99
SJLIC,433.0,390.0,489.9,11.03,-11.61
PRVU,200.4,179.9,250.9,11.4,-20.13
BGWT,653.5,586.5,1110.0,11.42,-41.13
RNLI,463.5,416.0,545.0,11.42,-14.95
TRH,760.0,681.1,1086.3,11.58,-30.04
NICGF2,9.3,8.33,10.03,11.64,-7.28
GBIMESY2,9.49,8.5,10.18,11.65,-6.78
RHPL,282.0,252.3,457.0,11.77,-38.29
NESDO,1544.0,1380.1,1879.0,11.88,-17.83
NABIL,527.0,471.0,562.0,11.89,-6.23
ADBL,310.0,277.0,344.9,11.91,-10.12
AHPC,280.0,250.1,334.0,11.96,-16.17
SMHL,496.5,443.0,1230.0,12.08,-59.63
MHL,499.0,445.0,664.0,12.13,-24.85
SFMF,10.55,9.4,11.74,12.23,-10.14
NICFC,9.4,8.37,10.4,12.31,-9.62
MEN,601.0,535.0,683.4,12.34,-12.06
CZBIL,205.8,183.0,240.1,12.46,-14.29
NBF2,10.0,8.89,11.1,12.49,-9.91
SHINED,1125.0,1000.0,1200.0,12.5,-6.25
PBD88,1240.0,1099.7,1279.9,12.76,-3.12
DHPL,298.9,265.0,392.0,12.79,-23.75
UHEWA,574.0,508.5,669.0,12.88,-14.2
CFCL,502.9,445.1,608.5,12.99,-17.35
GSY,9.83,8.7,10.4,12.99,-5.48
MDB,600.0,530.5,729.7,13.1,-17.77
SBCF,9.99,8.82,12.03,13.27,-16.96
GUFL,522.0,460.6,644.0,13.33,-18.94
