Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,360.0,23395.0,-980.0,22415.0,165.06
SSHL,0,0.0,193.9,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,229.0,0.0,5217.0,5217.0,94.07
UNHPL,65,415.38,386.0,0.0,-1910.0,-1910.0,-7.07
DORDI,130,307.54,242.0,0.0,-8520.0,-8520.0,-21.31
PPCL,10,390.0,337.0,-8000.0,-530.0,-8530.0,-218.72
MEL,164,323.0,219.0,0.0,-17056.0,-17056.0,-32.2
SINDU,115,866.3,697.0,0.0,-19470.0,-19470.0,-19.54
HLBSL,95,1079.0,873.9,0.0,-19484.5,-19484.5,-19.01
GBLBS,60,1519.0,748.8,0.0,-46212.0,-46212.0,-50.7
SAGAR,90,2220.0,1526.0,0.0,-62460.0,-62460.0,-31.26
