Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
NMFBSP,628.0,675.0,675.0,-6.96,-6.96
SMATAP,421.0,441.0,593.0,-4.54,-29.01
HBLPO,111.6,115.0,133.0,-2.96,-16.09
SBLD83,1042.0,1045.0,1122.0,-0.29,-7.13
FOWADP,660.0,660.0,660.0,0.0,0.0
SLBBLP,453.0,453.0,463.0,0.0,-2.16
RLFLPO,268.6,268.6,303.0,0.0,-11.35
CYCLP,831.0,831.0,864.0,0.0,-3.82
LBBLPO,261.0,261.0,261.0,0.0,0.0
PRVUPO,100.0,100.0,100.9,0.0,-0.89
JBBLPO,181.4,181.4,187.0,0.0,-2.99
KBLPO,100.0,100.0,115.0,0.0,-13.04
PMLIP,270.0,270.0,270.0,0.0,0.0
SIFCPO,286.0,286.0,286.0,0.0,0.0
ALICLP,252.0,252.0,388.0,0.0,-35.05
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
NLICP,413.0,413.0,413.0,0.0,0.0
NABILP,301.1,301.1,301.1,0.0,0.0
MLBSLP,100.0,100.0,100.0,0.0,0.0
SFCLP,164.0,164.0,164.0,0.0,0.0
MATRIP,523.5,523.5,766.5,0.0,-31.7
MLBSP,698.0,698.0,957.0,0.0,-27.06
BFCPO,250.0,250.0,324.0,0.0,-22.84
NLICLP,321.0,321.0,321.0,0.0,0.0
KMCDBP,587.0,587.0,605.0,0.0,-2.98
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
ICFCD83,1079.6,1079.1,1368.9,0.05,-21.13
PBD84,1071.0,1070.2,1182.0,0.07,-9.39
CGH,782.0,780.0,1150.0,0.26,-32.0
CYCL,1443.0,1431.1,2040.0,0.83,-29.26
NIBD2082,1017.0,1008.5,1170.0,0.84,-13.08
ULI,358.0,355.0,746.0,0.85,-52.01
NICD83/84,1075.0,1065.6,1149.0,0.88,-6.44
ADBLD83,1052.1,1042.2,1160.0,0.95,-9.3
MKCL,1240.0,1227.0,1900.0,1.06,-34.74
NBLD82,1054.1,1042.5,1149.4,1.11,-8.29
MEHL,367.2,363.1,519.0,1.13,-29.25
SAND2085,1095.0,1081.7,1189.0,1.23,-7.91
CBBLPO,395.0,390.0,395.0,1.28,0.0
RAWA,549.0,541.2,872.0,1.44,-37.04
MKHC,315.0,310.2,503.4,1.55,-37.43
SMPDA,833.0,820.0,1155.0,1.59,-27.88
HBLD83,1036.2,1020.0,1111.0,1.59,-6.73
FOWAD,1030.5,1012.4,1364.0,1.79,-24.45
SBLD84,1050.0,1031.3,1201.0,1.81,-12.57
SMB,1730.0,1699.0,2600.0,1.82,-33.46
KMCDB,856.1,840.5,1223.0,1.86,-30.0
CZBILP,109.0,106.9,111.0,1.96,-1.8
PBLD84,1083.0,1062.1,1158.4,1.97,-6.51
HLI,340.9,334.0,464.0,2.07,-26.53
MFLD85,1075.1,1051.8,1203.0,2.22,-10.63
GWFD83,1085.0,1061.0,1464.8,2.26,-25.93
HBLD86,1120.0,1095.1,1207.9,2.27,-7.28
USLB,1253.0,1225.0,2750.0,2.29,-54.44
SRBLD83,1064.0,1038.8,1126.0,2.43,-5.51
NUBL,658.8,643.1,854.4,2.44,-22.89
SKBBL,768.6,750.0,999.0,2.48,-23.06
HATHY,774.0,755.0,1382.4,2.52,-44.01
SLBBL,820.1,799.9,1155.0,2.53,-29.0
NRM,355.0,345.9,590.0,2.63,-39.83
CIT,1744.9,1699.9,2168.0,2.65,-19.52
MATRI,890.0,866.0,1347.0,2.77,-33.93
MERO,720.0,700.0,1000.0,2.86,-28.0
PBLD86,1132.0,1100.2,1240.0,2.89,-8.71
NHDL,633.2,615.0,796.0,2.96,-20.45
HLICF,9.0,8.74,10.55,2.97,-14.69
GCIL,412.0,400.0,579.0,3.0,-28.84
RURU,650.1,631.0,853.0,3.03,-23.79
BNL,14400.0,13968.1,18399.9,3.09,-21.74
SMFBS,1533.0,1486.0,2026.0,3.16,-24.33
SGICP,258.0,250.0,323.0,3.2,-20.12
LBL,173.0,167.5,972.0,3.28,-82.2
BBC,4350.0,4206.0,6120.0,3.42,-28.92
JSLBB,1086.0,1050.0,1485.0,3.43,-26.87
RBBF40,9.3,8.98,10.2,3.56,-8.82
SPC,457.0,441.0,591.0,3.63,-22.67
ENL,875.0,844.0,1225.0,3.67,-28.57
HPPL,368.2,355.1,613.0,3.69,-39.93
SWMF,664.9,641.0,868.1,3.73,-23.41
SWBBL,737.5,711.0,1046.5,3.73,-29.53
GMFBS,1287.0,1240.0,1871.0,3.79,-31.21
GLBSL,1770.0,1705.2,2764.0,3.8,-35.96
NIBD84,1052.0,1013.1,1130.0,3.84,-6.9
ULHC,428.0,411.7,599.0,3.96,-28.55
USHL,603.0,580.0,945.0,3.97,-36.19
UNL,46800.0,45000.0,50724.0,4.0,-7.74
MLBBL,1189.0,1143.0,1690.0,4.02,-29.64
EHPL,385.0,370.0,685.0,4.05,-43.8
UNLB,1381.0,1327.0,2480.0,4.07,-44.31
MKHL,510.0,490.0,1027.0,4.08,-50.34
MLBL,363.2,348.9,468.6,4.1,-22.49
MND84/85,1076.1,1033.0,1128.0,4.17,-4.6
MKJC,489.0,469.4,635.0,4.18,-22.99
GILB,1120.0,1075.0,1441.6,4.19,-22.31
KPCL,490.0,470.3,711.0,4.19,-31.08
NMLBBL,589.0,565.0,807.0,4.25,-27.01
NIMBPO,148.1,142.0,184.5,4.3,-19.73
BHDC,456.2,437.0,706.0,4.39,-35.38
RBCL,14981.0,14350.0,16900.0,4.4,-11.36
NIFRA,261.0,249.9,328.1,4.44,-20.45
SLBSL,1217.0,1164.0,1694.9,4.55,-28.2
PBD85,1080.0,1033.0,1150.0,4.55,-6.09
MBJC,282.4,270.0,362.0,4.59,-21.99
JBLB,1276.0,1219.9,1644.0,4.6,-22.38
NMBD2085,1160.0,1107.5,1188.0,4.74,-2.36
CSY,9.3,8.87,10.0,4.85,-7.0
SBID83,1075.0,1025.0,1226.0,4.88,-12.32
SRLIP,210.0,200.0,223.0,5.0,-5.83
LICN,813.0,773.0,990.0,5.17,-17.88
MLBLD89,1258.7,1196.5,1350.0,5.2,-6.76
EBLD85,1160.0,1102.5,1250.0,5.22,-7.2
BEDC,362.0,343.9,872.0,5.26,-58.49
HDL,1161.1,1103.0,1556.1,5.27,-25.38
NRN,1374.9,1306.0,2444.0,5.28,-43.74
VLUCL,495.0,470.0,664.8,5.32,-25.54
ALICL,453.0,430.0,550.0,5.35,-17.64
SMH,570.0,541.0,1024.8,5.36,-44.38
PMLI,469.0,445.0,572.0,5.39,-18.01
SMATA,773.8,734.1,1382.0,5.41,-44.01
BNHC,330.0,313.0,613.8,5.43,-46.24
SPL,707.0,670.4,1035.0,5.46,-31.69
NMBD87/88,1096.9,1040.0,1196.4,5.47,-8.32
UMRH,540.0,512.0,675.0,5.47,-20.0
SARBTM,855.0,810.0,1048.0,5.56,-18.42
AHL,487.0,461.1,700.0,5.62,-30.43
RBCLPO,11885.0,11250.0,13530.0,5.64,-12.16
SHLB,1495.0,1415.0,2170.0,5.65,-31.11
SBD89,1200.0,1135.1,1320.0,5.72,-9.09
PCBL,239.0,226.0,290.0,5.75,-17.59
NSY,9.59,9.06,10.19,5.85,-5.89
CBBL,917.0,866.2,1144.8,5.86,-19.9
MLBSL,1800.0,1700.0,2435.5,5.88,-26.09
HLBSL,887.0,837.0,1100.0,5.97,-19.36
NMB,245.0,231.2,283.0,5.97,-13.43
MANDU,813.1,766.5,970.0,6.08,-16.18
DOLTI,349.0,329.0,642.6,6.08,-45.69
LBBLD89,1262.0,1189.0,1346.0,6.14,-6.24
EBLD86,1085.0,1022.0,1150.0,6.16,-5.65
RBBD83,1089.0,1025.7,1100.0,6.17,-1.0
BOKL,207.3,195.2,688.0,6.2,-69.87
DLBS,1290.0,1214.3,1684.0,6.23,-23.4
CIZBD86,1180.0,1110.0,1320.9,6.31,-10.67
UPCL,364.9,343.1,486.3,6.35,-24.96
OMPL,1148.0,1079.0,1650.0,6.39,-30.42
NIMB,196.0,184.2,247.0,6.41,-20.65
NICLBSL,570.0,535.0,764.0,6.54,-25.39
MSHL,689.8,647.4,979.0,6.55,-29.54
JLI,351.9,330.1,998.0,6.6,-64.74
GMLI,1312.2,1230.0,2450.0,6.68,-46.44
MLBS,1245.0,1166.8,1900.0,6.7,-34.47
FMDBL,779.9,730.3,1038.8,6.79,-24.92
SBLD89,1287.5,1205.0,1450.0,6.85,-11.21
NMBMF,636.8,596.0,835.0,6.85,-23.74
ICFCD89,1090.0,1020.0,1115.0,6.86,-2.24
MNBBLP,236.2,221.0,256.0,6.88,-7.73
NBLD85,1080.0,1010.5,1187.0,6.88,-9.01
NICAD2091,1075.0,1005.2,1102.6,6.94,-2.5
ILI,433.3,405.0,500.0,6.99,-13.34
EDBL,583.2,545.0,717.3,7.01,-18.7
SFCL,385.0,359.4,565.0,7.12,-31.86
NWCL,793.0,740.2,1045.0,7.13,-24.11
LSL,217.5,203.0,252.0,7.14,-13.69
NADEP,746.0,696.0,1046.0,7.18,-28.68
TSHL,560.0,522.4,989.0,7.2,-43.38
CHCL,483.1,450.3,599.6,7.28,-19.43
EBLEB89,1068.9,996.1,1117.9,7.31,-4.38
RHPL,271.1,252.3,457.0,7.45,-40.68
KDL,828.0,770.0,1200.0,7.53,-31.0
HIDCL,263.6,245.0,330.3,7.59,-20.19
SHINE,411.1,382.0,499.0,7.62,-17.62
KBLD86,1180.0,1096.3,1307.0,7.63,-9.72
MHCL,350.0,325.0,515.1,7.69,-32.05
SHL,500.0,464.0,619.0,7.76,-19.22
GBBD85,1110.0,1030.0,1135.0,7.77,-2.2
SNMAPO,180.0,167.0,180.0,7.78,0.0
KBSH,1585.9,1470.0,2189.0,7.88,-27.55
DDBL,836.2,775.0,1010.0,7.9,-17.21
SBD87,1100.0,1019.5,1139.0,7.9,-3.42
MCHL,317.9,294.5,590.7,7.95,-46.18
KSBBLD87,1125.0,1041.3,1201.0,8.04,-6.33
BHPL,534.9,495.0,916.9,8.06,-41.66
PCBLP,108.1,100.0,108.1,8.1,0.0
NBLD87,1098.0,1015.5,1150.0,8.12,-4.52
NCCD86,1146.2,1060.1,1230.0,8.12,-6.81
NLIC,759.0,702.0,890.0,8.12,-14.72
SMJC,465.0,430.0,679.3,8.14,-31.55
HBL,199.0,184.0,261.0,8.15,-23.75
ICFC,636.0,588.0,730.9,8.16,-12.98
SDBD87,1132.0,1045.7,1196.2,8.25,-5.37
NMFBS,1140.0,1051.9,1504.0,8.38,-24.2
PRVU,195.0,179.9,250.9,8.39,-22.28
VLBS,717.0,660.8,1008.0,8.5,-28.87
MBLD87,1127.0,1038.7,1169.0,8.5,-3.59
BPCL,676.0,623.0,1065.0,8.51,-36.53
MAKAR,494.1,455.0,690.0,8.59,-28.39
SHPC,515.9,475.0,684.9,8.61,-24.68
MMKJL,514.0,473.0,699.9,8.67,-26.56
SICL,640.0,588.8,828.0,8.7,-22.71
BNT,11600.0,10660.0,13205.0,8.82,-12.15
NICBF,9.2,8.45,11.2,8.88,-17.86
SFMF,10.24,9.4,11.74,8.94,-12.78
SBI,396.0,363.0,452.0,9.09,-12.39
NLICL,588.2,539.0,691.0,9.13,-14.88
PFL,385.0,352.8,475.5,9.13,-19.03
KBLD90,1230.0,1127.0,1500.0,9.14,-18.0
JFL,421.0,385.4,558.0,9.24,-24.55
NIFRAUR85/86,1071.0,980.0,1128.0,9.29,-5.05
SNLI,450.0,411.6,538.0,9.33,-16.36
SCBD,1181.0,1080.0,1236.0,9.35,-4.45
SADBL,411.5,376.0,526.5,9.44,-21.84
SPDL,396.9,362.4,474.0,9.52,-16.27
GBIME,239.8,218.9,278.9,9.55,-14.02
IHL,400.0,365.0,640.0,9.59,-37.5
SJCL,292.8,267.0,365.0,9.66,-19.78
PBLD87,1120.0,1021.3,1147.0,9.66,-2.35
NIFRAGED,1040.7,948.0,1200.2,9.78,-13.29
SRLI,399.6,363.9,451.1,9.81,-11.42
NMIC,1059.9,965.0,1830.0,9.83,-42.08
GBIMESY2,9.35,8.5,10.18,10.0,-8.15
SHINED,1100.0,1000.0,1200.0,10.0,-8.33
SONA,438.2,398.0,523.3,10.1,-16.26
CZBIL,201.5,183.0,240.1,10.11,-16.08
MNBBL,374.5,340.1,503.0,10.11,-25.55
NBBD2085,1188.0,1078.6,1206.3,10.14,-1.52
LBLD88,1144.8,1039.2,1166.0,10.16,-1.82
KBLD89,1281.0,1162.6,1379.0,10.18,-7.11
LBLD86,1200.0,1089.0,1208.0,10.19,-0.66
NSIF2,10.75,9.75,11.93,10.26,-9.89
NLO,269.4,244.33,293.2,10.26,-8.12
HRL,644.0,584.0,1139.9,10.27,-43.5
BOKD86,1130.6,1025.1,1139.3,10.29,-0.76
PROFL,465.0,421.4,589.2,10.35,-21.08
SJLIC,431.0,390.0,489.9,10.51,-12.02
SALICO,630.0,570.1,765.9,10.51,-17.74
SCB,658.0,594.9,712.6,10.61,-7.66
PRIN,697.0,630.0,960.3,10.63,-27.42
JOSHI,281.2,254.0,487.0,10.71,-42.26
CLI,455.0,411.0,540.0,10.71,-15.74
AHPC,277.0,250.1,334.0,10.76,-17.07
NABILD87,1152.1,1040.0,1200.0,10.78,-3.99
NBF2,9.85,8.89,11.1,10.8,-11.26
GBLBS,774.0,698.0,950.0,10.89,-18.53
