Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,252.0,0.0,6298.0,6298.0,113.56
UNHPL,65,415.38,474.0,0.0,3810.0,3810.0,14.11
SSHL,200,190.0,181.4,0.0,-1720.0,-1720.0,-4.53
DORDI,130,307.54,267.1,0.0,-5257.0,-5257.0,-13.15
MEL,164,323.0,282.0,0.0,-6724.0,-6724.0,-12.69
PPCL,10,390.0,366.1,-8000.0,-239.0,-8239.0,-211.26
AKJCL,535,384.15,342.1,10335.0,-22496.5,-12161.5,-5.92
SINDU,115,866.3,730.0,0.0,-15675.0,-15675.0,-15.73
HLBSL,95,1079.0,911.0,0.0,-15960.0,-15960.0,-15.57
SAGAR,90,2220.0,1852.0,0.0,-33120.0,-33120.0,-16.58
GBLBS,60,1519.0,752.0,0.0,-46020.0,-46020.0,-50.49
