Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
NWCL,2025-12-29,781.0,801.7,781.0,795.0,2195.0,1.15,1045.0,766.0,785.0631480465347,784.9563851719363,61.11111111111111,0.2600000023841858,0.012629609306941347,-0.008722965612741973,True
MPFL,2025-12-18,573.3,595.0,573.3,588.9,68094.0,0.67,936.9,0.0,556.2450568519712,555.2927670082522,69.7916415002931,0.2433333359658718,1.5728073815280823,0.5077109075315775,True
PCBL,2025-12-17,253.0,253.2,248.3,252.0,75655.0,0.8,932.0,150.0,247.61776729589084,247.55375490069662,46.93876809582112,0.18266666457057,0.1391018619512238,0.039486600599735765,True
PPCL,2025-11-26,340.0,344.0,334.3,343.0,34554.0,0.97,642.0,90.0,327.8897685558169,327.1440663218006,61.39131570106345,0.4556666831175486,1.5323086256715441,0.5463505162338607,True
NIFRA,2025-11-25,286.0,288.6,280.0,288.6,319730.0,1.26,599.0,176.9,273.77355362226655,273.67828292812914,66.52891728227232,0.24400000448028247,0.9203848482222498,0.29774723144034854,True
NLICL,2025-11-23,610.0,618.0,600.0,618.0,87785.0,3.17,3705.0,280.0,603.6206926436982,603.3728393467622,44.69214850062266,0.11133333183825016,0.269706821699674,0.0878062256732619,True
SPDL,2025-11-03,423.0,438.0,422.1,437.0,562831.0,3.31,823.9,62.0,400.7415511542109,400.0032341726794,56.60377556021743,0.407333313052853,1.8125669829917002,0.5941773326280668,True
NABBC,2025-08-03,1691.0,1820.0,1691.0,1722.86,22637.0,3.86,2060.0,295.0,1639.7384259128187,1635.3234134926147,52.02404319774446,0.2679999900360902,2.9633824370813273,1.0446005968823102,True
SJCL,2025-07-24,330.2,338.0,330.2,336.44,53052.0,0.57,550.0,125.0,325.12347895234495,325.06548880603253,66.4539446928062,0.07633333895355462,0.8128849922583413,0.26391612138846765,True
BFC,2025-07-22,530.0,530.0,520.0,526.38,44596.0,1.29,951.6,80.0,503.1348877079568,502.5851129707368,68.8178061533359,0.18200000748038292,2.320252036756176,0.8053131205022168,True
CFCL,2025-07-21,562.0,562.0,542.2,554.49,36931.0,0.62,977.0,104.0,536.0048327891003,535.3417996955831,69.35578701181262,0.3063333333780368,2.293484401572141,0.8045640901909564,True
RURU,2025-07-17,739.0,750.0,736.9,742.31,34412.0,1.83,1849.2,484.9,718.1882990434179,716.9839922094164,65.06293640727264,0.26566668450832365,0.9465373077665845,0.33992456608887095,True
MKJC,2025-07-17,509.7,550.8,509.7,544.09,57235.0,4.61,735.0,293.2,521.7119368293779,521.1570449616792,56.42228077873154,0.36233334441979725,0.20604398735124504,0.05988939921685414,True
MLBL,2025-07-15,395.8,399.9,390.0,397.07,35055.0,1.46,883.0,155.0,388.35358729660436,388.17383398288524,65.74377900755069,0.09633333229770263,0.6954906844344123,0.23461560344129567,True
JFL,2025-07-15,502.0,510.0,500.0,503.12,27666.0,2.09,1083.3,136.0,486.2004967086238,485.93450502842416,67.09954912533334,0.258333320915699,1.670444929087671,0.57944323763777,True
NLIC,2025-07-13,790.0,806.0,775.0,777.22,55842.0,0.29,5760.0,525.0,758.3821567170752,757.3566304762754,69.26493513408514,0.09100000709295272,1.6317513074861154,0.5869295372854595,True
ICFC,2025-07-08,620.0,626.0,614.0,623.21,13828.0,0.97,1176.8,101.0,612.9231962914259,612.5412070381727,54.95302096356358,0.055333325763543446,1.3891761320733849,0.48888548033464757,True
MBL,2025-07-08,224.2,228.0,222.1,226.32,66284.0,0.23,941.0,98.0,221.74237930035974,221.51447861646773,69.8636509798051,-0.016333343150715034,0.6154313621983419,0.2197093099685162,True
KBL,2025-07-02,208.0,213.1,208.0,212.67,326145.0,1.33,672.0,129.6,206.51408572385563,206.4135720822701,64.32048147197492,0.2619999929020802,0.20012195497890276,0.05803996400489382,True
NABIL,2025-07-02,494.5,495.8,491.0,494.96,55089.0,0.64,2800.0,419.0,490.24334932893015,490.1115390510634,66.15923112795417,0.08633333326627811,0.1322028085392617,0.04046785561737352,True
NBL,2025-07-01,254.0,260.0,251.5,259.18,136286.0,2.04,912.0,143.0,253.129338785022,252.81529571330591,66.25486364556897,0.20666666626930236,0.1571308169438339,0.05786184461338735,True
GRDBL,2025-07-01,1300.0,1422.9,1280.0,1378.98,39855.0,5.84,2001.4,0.0,1252.9279906778675,1251.0222373473484,62.80878443691463,1.315666688606143,8.166888621486532,2.6784171503873493,True
SAPDBL,2025-07-01,1150.9,1243.9,1058.0,1191.17,226015.0,1.43,1622.7,102.0,1016.8901722504786,1008.2139361887863,63.132001532148955,1.8569999883572261,9.30700522891691,3.1757643333093712,True
SSHL,2025-06-23,235.1,246.6,233.4,244.99,452824.0,3.75,533.0,129.0,234.23845130467285,233.81647943426037,65.93045495374653,0.00933332989613215,0.606127937739609,0.20913018335321568,True
LEC,2025-06-16,217.0,227.9,214.5,221.21,527259.0,3.11,530.0,138.0,215.092107818763,214.98696781238843,64.38496623779,0.06066666394472122,0.24373124711929678,0.08088177667282821,True
MEN,2025-06-12,607.6,629.0,607.6,617.56,450174.0,1.63,1530.0,429.9,586.2183988262461,585.6262956635222,63.438476444193704,0.2769999905178944,1.4574509786122463,0.4684105311275516,True
CZBIL,2025-05-28,217.0,225.0,214.4,222.55,223482.0,2.99,870.0,148.0,208.47655868313035,208.43616731164252,69.19266731762764,0.20800000472615163,1.1165321380708633,0.3745867922988964,True
KSBBL,2025-05-20,451.0,460.0,445.0,455.98,46326.0,1.77,866.9,129.0,444.4795441420649,444.21405133994574,66.08219655277702,0.17499999372909467,0.756519329801813,0.2656173944896182,True
HDHPC,2025-05-07,204.0,215.0,201.2,211.24,729084.0,4.63,478.9,81.0,202.52915658917811,202.14318017701052,58.497143579593846,0.20433333615461985,0.2988126149959385,0.11317567470385939,True
SHL,2025-04-22,508.9,513.0,498.0,508.23,107177.0,1.41,652.0,138.0,495.63788744402666,495.5526889188418,63.558166433311015,0.04366666426261266,1.2332143357729592,0.42495173724776125,True
AKJCL,2025-02-27,199.9,218.9,199.9,217.9,682497.0,7.18,502.0,46.4,204.79073860556767,204.2378598914314,67.01847804906329,0.2856666629513105,0.28175738125739824,0.10330223447885487,True
NMB,2025-02-24,245.4,259.0,245.4,251.0,142318.0,0.24,940.0,129.0,245.7068454633567,245.62239724715175,62.396703594645544,0.11999999955296517,0.7042886210345841,0.24472786830887117,True
SAHAS,2024-07-16,521.0,539.0,515.0,538.8,37286.0,3.82,734.4,377.5,519.6709853164322,519.2252268641128,69.3396321477052,0.05299999515215556,0.7496863599457356,0.25483514785782974,True
GHL,2024-07-11,156.0,159.6,153.0,158.8,306490.0,3.12,555.9,49.0,150.119841461194,150.11381515400922,69.40297785143993,0.2356666607161363,0.339355399509958,0.10431388655585465,True
HPPL,2024-06-23,270.0,280.0,267.1,277.0,80245.0,4.53,749.1,120.0,262.6065935906711,262.23441710113565,66.9491613092772,0.34633334577083585,0.797463862213067,0.2753450670300026,True
MFIL,2024-06-19,518.8,524.0,512.0,520.0,29790.0,1.56,1456.0,106.0,511.03413031396724,510.5854822931264,65.90911516020675,0.07266666367650032,0.8948980082828484,0.32444587773763944,True
ADBL,2024-05-09,236.8,241.5,233.1,239.0,37949.0,2.58,1113.0,101.0,233.87988833132403,233.63651964536552,68.24641979272656,0.07166667431592941,0.3641540137794038,0.1357678586149575,True
SANIMA,2024-01-16,256.0,265.5,256.0,265.5,87906.0,2.91,945.0,148.0,253.90196344290118,253.57797042125765,49.776772181604045,0.3643333236376444,0.48044347014300115,0.1595390440699532,True
GFCL,2023-12-18,438.6,472.0,438.6,469.0,45967.0,9.07,1353.0,100.0,423.5243475202255,421.4952785492757,65.23545448781621,0.603333355113864,2.9329970284865112,1.071882194117586,True
ALICL,2023-12-17,667.4,685.1,663.0,680.9,27447.0,0.72,1989.0,139.0,647.7165677308021,646.6072219992567,63.78182705965909,0.19566668967405956,4.0752542231585265,1.4318148192915259,True
KPCL,2023-12-17,330.0,350.0,320.0,348.0,5500.0,4.5,878.9,74.0,319.7352755976335,319.17902626799406,61.88016678741289,0.47999999796350795,1.774220931267621,0.5925913633437858,True
EDBL,2023-12-14,338.0,362.0,335.2,355.1,80883.0,3.83,1380.0,175.0,314.3495296786969,312.2813071597233,69.80749198488778,0.44300001338124273,2.208536368969726,0.7895539272555538,True
UNHPL,2023-12-14,182.0,188.0,180.3,186.4,28476.0,2.98,612.0,48.02,171.79978419281534,171.00194154644473,64.29906216862027,0.36100000341733296,1.3261051087278246,0.4786858685463642,True
PRVU,2023-12-13,168.3,170.0,164.8,166.0,111895.0,0.61,525.0,132.0,159.86115510331777,159.62216200594844,65.56291323806857,0.2039999938259522,0.6208310063446334,0.21502739293613898,True
GBBL,2023-12-12,386.1,392.0,386.1,390.0,40654.0,1.01,750.0,106.0,374.77489460078436,373.92215147137733,62.26635863868746,0.26999999769032,1.0628981100283226,0.36723362855243524,True
SINDU,2023-12-12,266.2,280.0,259.0,267.0,7605.0,2.3,1482.0,113.0,251.89992478988063,251.3594678556527,68.0327868852459,0.3696666739881039,1.002023471576365,0.3460612783575982,True
