Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
HBLD83,1030.0,1024.0,1111.0,0.59,-7.29
NBLD82,1055.1,1042.5,1248.0,1.21,-15.46
NIBD2082,1030.0,1016.4,1170.0,1.34,-11.97
ADBLD83,1069.0,1046.0,1160.0,2.2,-7.84
VLBS,757.3,737.0,1008.0,2.75,-24.87
UNL,46300.0,45000.0,50724.0,2.89,-8.72
SBLD84,1048.0,1015.0,1115.0,3.25,-6.01
SAND2085,1113.1,1075.0,1189.0,3.54,-6.38
NIBD84,1050.0,1013.1,1130.0,3.64,-7.08
RBBD83,1052.69,1015.0,1100.0,3.71,-4.3
CSY,9.24,8.87,10.0,4.17,-7.6
HLICF,9.18,8.74,10.55,5.03,-12.99
SBID83,1077.0,1025.0,1226.0,5.07,-12.15
MLBS,1468.0,1395.0,2090.0,5.23,-29.76
RBBF40,9.45,8.98,10.11,5.23,-6.53
NMBD87/88,1069.1,1015.0,1196.4,5.33,-10.64
GBBD85,1075.0,1020.0,1135.0,5.39,-5.29
SBLD83,1095.0,1038.7,1122.0,5.42,-2.41
NICAD2091,1062.3,1005.2,1102.6,5.68,-3.65
MND84/85,1075.0,1015.0,1128.0,5.91,-4.7
EBLEB89,1055.1,996.1,1117.9,5.92,-5.62
MBLD87,1085.0,1021.0,1169.0,6.27,-7.19
NUBL,692.0,650.0,854.4,6.46,-19.01
EBLD85,1174.0,1102.5,1250.0,6.49,-6.08
RBCL,15198.9,14251.0,16900.0,6.65,-10.07
SIGS2,9.5,8.9,11.7,6.74,-18.8
JSLBB,1133.0,1059.0,1660.0,6.99,-31.75
SFMF,10.06,9.4,11.74,7.02,-14.31
SBIBD86,1125.0,1050.0,1222.0,7.14,-7.94
RBCLPO,11847.0,11025.0,13530.0,7.46,-12.44
ACLBSL,969.0,900.0,1240.0,7.67,-21.85
NMB50,10.53,9.75,11.93,8.0,-11.74
LUK,9.7,8.97,11.97,8.14,-18.96
NBLD87,1093.0,1010.1,1150.0,8.21,-4.96
GBIMESY2,9.2,8.5,10.18,8.24,-9.63
KSBBLD87,1128.0,1041.3,1178.1,8.33,-4.25
LBBLD89,1240.0,1142.0,1346.0,8.58,-7.88
BOKD86KA,1204.0,1108.1,1196.4,8.65,0.64
SBD87,1108.0,1019.5,1139.0,8.68,-2.72
CIZBD90,1212.0,1114.4,1303.0,8.76,-6.98
NSIF2,10.62,9.75,11.93,8.92,-10.98
NIFRAGED,1035.0,948.0,1137.2,9.18,-8.99
NICAD85/86,1157.8,1060.0,1190.0,9.23,-2.71
NLICL,590.0,539.0,738.0,9.46,-20.05
PBLD87,1112.0,1015.1,1147.0,9.55,-3.05
JBBD87,1135.0,1036.0,1289.0,9.56,-11.95
SCBD,1170.0,1064.0,1236.0,9.96,-5.34
PBD88,1200.0,1090.0,1274.0,10.09,-5.81
GSY,9.6,8.7,10.4,10.34,-7.69
SBCF,9.62,8.7,12.03,10.57,-20.03
BOKD86,1113.0,1005.5,1139.3,10.69,-2.31
SDBD87,1147.0,1034.0,1196.2,10.93,-4.11
NICGF2,9.27,8.33,9.98,11.28,-7.11
LVF2,9.79,8.76,11.45,11.76,-14.5
LBLD88,1140.0,1013.1,1166.0,12.53,-2.23
SLCF,9.68,8.6,11.99,12.56,-19.27
SAGF,9.9,8.79,11.31,12.63,-12.47
KEF,9.36,8.31,10.42,12.64,-10.17
MNMF1,9.62,8.53,10.11,12.78,-4.85
SEF,9.7,8.6,11.5,12.79,-15.65
NIBSF2,9.11,8.06,10.52,13.03,-13.4
NICBF,9.61,8.48,10.93,13.33,-12.08
C30MF,9.82,8.65,10.71,13.53,-8.31
PSF,11.2,9.86,11.9,13.59,-5.88
MFLD85,1188.0,1045.0,1201.0,13.68,-1.08
RMF2,10.0,8.78,10.58,13.9,-5.48
KDBY,9.96,8.67,10.57,14.88,-5.77
NBF3,9.6,8.35,10.67,14.97,-10.03
SHINED,1151.0,1000.0,1200.0,15.1,-4.08
PRSF,11.38,9.85,12.05,15.53,-5.56
NMBHF2,9.44,8.16,10.0,15.69,-5.6
GIBF1,10.82,9.3,11.68,16.34,-7.36
RSY,10.0,8.58,10.18,16.55,-1.77
KSY,9.58,8.21,10.51,16.69,-8.85
CMF2,10.1,8.64,10.86,16.9,-7.0
MMF1,9.43,8.05,9.95,17.14,-5.23
MBLEF,10.12,8.59,10.28,17.81,-1.56
NICSF,9.48,8.04,9.99,17.91,-5.11
SIGS3,10.12,8.5,11.46,19.06,-11.69
H8020,11.95,9.99,12.21,19.62,-2.13
WNLB,1550.0,1242.1,3808.0,24.79,-59.3
NIBLGF,9.9,7.84,11.03,26.28,-10.24
