Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,359.0,23395.0,-1015.0,22380.0,164.8
SSHL,0,0.0,212.1,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,264.0,0.0,6862.0,6862.0,123.73
UNHPL,65,415.38,361.2,0.0,-3522.0,-3522.0,-13.04
DORDI,130,307.54,262.9,0.0,-5803.0,-5803.0,-14.51
PPCL,10,390.0,347.5,-8000.0,-425.0,-8425.0,-216.03
MEL,164,323.0,216.0,0.0,-17548.0,-17548.0,-33.13
HLBSL,95,1079.0,882.0,0.0,-18715.0,-18715.0,-18.26
GBLBS,60,1519.0,678.0,0.0,-50460.0,-50460.0,-55.37
SINDU,115,866.3,425.0,0.0,-50750.0,-50750.0,-50.94
SAGAR,90,2220.0,1633.9,0.0,-52749.0,-52749.0,-26.4
