Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,365.0,23395.0,-805.0,22590.0,166.35
SSHL,0,0.0,204.5,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,234.2,0.0,5461.4,5461.4,98.47
UNHPL,65,415.38,389.5,0.0,-1682.5,-1682.5,-6.23
DORDI,130,307.54,259.0,0.0,-6310.0,-6310.0,-15.78
PPCL,10,390.0,346.9,-8000.0,-431.0,-8431.0,-216.18
MEL,164,323.0,217.9,0.0,-17236.4,-17236.4,-32.54
SINDU,115,866.3,710.0,0.0,-17975.0,-17975.0,-18.04
HLBSL,95,1079.0,880.0,0.0,-18905.0,-18905.0,-18.44
SAGAR,90,2220.0,1724.0,0.0,-44640.0,-44640.0,-22.34
GBLBS,60,1519.0,749.9,0.0,-46146.0,-46146.0,-50.63
