Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,363.0,23395.0,-875.0,22520.0,165.83
SSHL,0,0.0,207.5,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,238.0,0.0,5640.0,5640.0,101.69
UNHPL,65,415.38,396.1,0.0,-1253.5,-1253.5,-4.64
DORDI,130,307.54,261.9,0.0,-5933.0,-5933.0,-14.84
PPCL,10,390.0,346.0,-8000.0,-440.0,-8440.0,-216.41
MEL,164,323.0,220.0,0.0,-16892.0,-16892.0,-31.89
HLBSL,95,1079.0,883.0,0.0,-18620.0,-18620.0,-18.16
SINDU,115,866.3,700.0,0.0,-19125.0,-19125.0,-19.2
SAGAR,90,2220.0,1719.9,0.0,-45009.0,-45009.0,-22.53
GBLBS,60,1519.0,753.0,0.0,-45960.0,-45960.0,-50.43
