Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,353.0,23395.0,-1225.0,22170.0,163.25
SSHL,0,0.0,208.8,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,263.0,0.0,6815.0,6815.0,122.88
UNHPL,65,415.38,367.8,0.0,-3093.0,-3093.0,-11.46
DORDI,130,307.54,257.0,0.0,-6570.0,-6570.0,-16.43
PPCL,10,390.0,348.0,-8000.0,-420.0,-8420.0,-215.9
MEL,164,323.0,216.0,0.0,-17548.0,-17548.0,-33.13
HLBSL,95,1079.0,879.9,0.0,-18914.5,-18914.5,-18.45
SINDU,115,866.3,450.0,0.0,-47875.0,-47875.0,-48.06
GBLBS,60,1519.0,657.0,0.0,-51720.0,-51720.0,-56.75
SAGAR,90,2220.0,1622.0,0.0,-53820.0,-53820.0,-26.94
